ts,price
2026-05-14 17:03:51.548,381.2
2026-05-14 17:03:51.548,381.2
2026-05-14 17:03:52.440,380.0
2026-05-14 17:03:52.440,380.0
2026-05-14 17:03:52.906,380.88
2026-05-14 17:03:53.044,380.0
2026-05-14 17:03:53.574,380.0
2026-05-14 17:03:53.574,381.2
2026-05-14 17:03:54.196,379.3
2026-05-14 17:03:54.471,380.0
2026-05-14 17:03:55.237,378.23
2026-05-14 17:03:55.309,378.0
2026-05-14 17:03:56.236,380.0
2026-05-14 17:03:56.236,380.0
2026-05-14 17:03:57.045,377.53
2026-05-14 17:03:56.379,381.0
2026-05-14 17:03:57.045,377.53
2026-05-14 17:03:57.852,378.89
2026-05-14 17:03:58.051,377.53
2026-05-14 17:03:58.880,377.53
2026-05-14 17:03:58.880,377.53
2026-05-14 17:03:59.350,378.98
2026-05-14 17:03:59.350,378.98
2026-05-14 17:04:01.242,377.2
2026-05-14 17:04:01.242,377.2
2026-05-14 17:04:01.772,377.2
2026-05-14 17:04:01.772,377.2
2026-05-14 17:04:02.172,378.34
2026-05-14 17:04:02.372,377.0
2026-05-14 17:04:02.372,377.0
2026-05-14 17:04:03.406,376.18
2026-05-14 17:04:02.372,377.2
2026-05-14 17:04:03.406,376.18
2026-05-14 17:04:04.526,376.1
2026-05-14 17:04:04.526,376.1
2026-05-14 17:04:06.358,376.03
2026-05-14 17:04:06.358,376.03
2026-05-14 17:04:06.358,376.46
2026-05-14 17:04:07.241,375.29
2026-05-14 17:04:07.241,375.29
2026-05-14 17:04:08.045,375.0
2026-05-14 17:04:08.045,375.25
2026-05-14 17:04:08.990,377.01
2026-05-14 17:04:08.045,375.0
2026-05-14 17:04:09.068,377.01
2026-05-14 17:04:09.575,377.02
2026-05-14 17:04:09.575,377.0
2026-05-14 17:04:09.575,376.8
2026-05-14 17:04:09.575,377.02
2026-05-14 17:04:10.591,376.8
2026-05-14 17:04:11.670,375.6
2026-05-14 17:04:11.670,375.6
2026-05-14 17:04:11.804,376.79
2026-05-14 17:04:11.804,375.58
2026-05-14 17:04:12.391,375.93
2026-05-14 17:04:13.709,379.26
2026-05-14 17:04:13.709,379.26
