date,median,p25,p75,p90,depth_share_10,depth_share_25,n
2026-03-24,2.9093747103357432,0.8886453762663261,5.7954688924797475,12.032785246601495,0.5415362807365728,1.0,89.42857142857143
2026-03-25,2.9505490114046933,0.9276934407584078,5.770110517170844,12.28448077077739,0.5483997960767187,1.0,90.0
2026-03-26,2.884666945572675,0.927882464471126,5.514408281246928,12.531593655889369,0.5618346102490631,1.0,90.0
2026-03-27,2.816202622726762,0.9697269801479518,5.479759220812051,12.732445813046269,0.5731259918362086,1.0,90.0
2026-03-28,2.8044156692844253,0.9801523345751108,5.440460978404294,12.383306028617485,0.6042763100829075,1.0,90.0
2026-03-29,2.80165055378387,0.9877638503681346,5.221259271731389,9.770889833033651,0.6371275759920784,1.0,90.0
2026-03-30,2.6302109736011063,0.932297431103983,4.962320292069678,9.085511011165528,0.6561397611402997,1.0,90.0
2026-03-31,2.5489384082978144,0.9184323769345498,4.872825096192114,8.57411942509699,0.65790046370509,1.0,90.0
2026-04-01,2.5856196881787348,0.8816783854156023,4.851624693481213,8.276809221463763,0.6720458062249103,1.0,90.0
2026-04-02,2.6701947737713327,0.8958525989840709,4.916862973953917,7.665789157358048,0.6699633394568211,1.0,90.0
2026-04-03,2.51122540367941,0.8106401245584282,4.640061982102154,7.13094387805856,0.6666394246232573,1.0,90.0
2026-04-04,2.4990058750495296,0.8367140784328367,4.373465386850458,7.165952173845507,0.6600426453835178,1.0,90.0
2026-04-05,2.431292655785089,0.8265142692241637,4.317778599788988,7.176106129591756,0.6558042082109922,1.0,90.0
2026-04-06,2.384477791895776,0.8258084381944162,4.200079945126248,7.1547178327354315,0.6612591947100619,1.0,90.0
2026-04-07,2.3554554061356177,0.8166965361684839,4.286914682813265,7.213799152785783,0.6513674070158135,1.0,90.0
2026-04-08,2.1767250187886047,0.8123400274179772,4.174664008598067,7.340067835233275,0.6722838247568029,1.0,90.0
2026-04-09,2.015361207065141,0.78100420859483,3.998067038920293,7.511338925789754,0.7183153291301129,1.0,90.0
2026-04-10,2.05107653967815,0.8229372286494318,3.972865764417307,7.329721436878474,0.7672839831525441,1.0,90.0
2026-04-11,2.0423578264611817,0.8272957322511127,4.317400306196513,7.595734085359115,0.8173907488609403,1.0,90.0
2026-04-12,2.142117194901981,0.8694252950764575,4.489424039863961,7.756101155176482,0.8436754293473403,1.0,90.0
2026-04-13,2.107079777614563,0.8678325486615474,4.569929358965993,7.887429592502209,0.8783055804586611,1.0,90.0
2026-04-14,2.03219574436693,0.824481264488046,4.389402453928322,7.633805850300361,0.8947465299077518,1.0,90.0
2026-04-15,1.9880521572721377,0.7834278579654038,4.347846686103402,7.501099792506928,0.87874017284254,1.0,90.0
2026-04-16,1.9350781969366235,0.7337610955719928,4.407461258973572,7.41894036015244,0.8546173484380982,1.0,90.0
2026-04-17,1.8267914324336816,0.6828397532339671,4.456169705873319,7.596541183443581,0.8186051861208173,1.0,90.0
2026-04-18,1.8354295674424976,0.6538608027369833,4.450390721455817,8.141057742475173,0.804031320442611,1.0,90.0
2026-04-19,1.771277013064006,0.5877270967296265,4.411916542454628,8.291493333793932,0.7975519732571803,1.0,90.0
2026-04-20,1.7064325461763474,0.5371744564198186,4.316611486653924,8.59295373374169,0.7763173582901406,1.0,90.0
2026-04-21,1.65527524582191,0.5020519052765111,4.278896157366147,8.551001437763224,0.7864974662792784,1.0,90.0
2026-04-22,1.6250672948101186,0.4945546458707568,4.189146000651487,8.310433261592738,0.7928792155207708,1.0,90.0
2026-04-23,1.6267864283733604,0.4905009370343677,4.200287730317595,8.346900483589122,0.7907386680081426,1.0,90.0
2026-04-24,1.6711761284095978,0.4869335285941556,4.200406772202802,8.209166692369305,0.7827463114483699,1.0,90.0
2026-04-25,1.6938545505818772,0.4683849521598827,4.0661720095339335,7.591774998037262,0.7405227713079804,1.0,90.0
2026-04-26,1.6476332949089862,0.4649939701402673,4.1866714748675005,7.910992865700507,0.7228408817841362,1.0,90.0
2026-04-27,1.612699953212182,0.4530618632649791,3.986420724906947,7.1509902718942895,0.7029507651630185,1.0,90.0
2026-04-28,1.5904651929521976,0.4352534050744835,3.8592966064180234,7.157994221285831,0.6746715481951824,1.0,90.0
2026-04-29,1.5360513415587005,0.4203289843873438,3.904358910059557,7.259359336397371,0.6485495922835423,1.0,90.0
2026-04-30,1.5407592754131336,0.4272249436780176,3.805521427315838,7.028255887045404,0.6092635975683752,1.0,90.0
2026-05-01,1.5245413671506631,0.433656979318935,3.749626206156216,6.985593396501615,0.5896160189276192,1.0,90.0
2026-05-02,1.4330996806235443,0.4404326542868108,3.615610854700381,6.673314834564459,0.5767068740560557,1.0,90.0
2026-05-03,1.384385868554221,0.4599213924034048,3.237300042874938,6.127013538638299,0.5665350987917582,1.0,90.0
2026-05-04,1.526320008025613,0.522051482714175,3.5342481791385256,8.417217290091324,0.5571431956500571,1.0,90.0
2026-05-05,1.4468131397356052,0.5412312971656322,3.596536425431915,8.278707762077461,0.5637899190164272,1.0,90.0
2026-05-06,1.4480923966436603,0.5554656996667394,3.5274824150128614,8.141143453637063,0.5760925854239803,1.0,90.0
2026-05-07,1.407184483055005,0.5229238633832362,3.432717389200583,7.987917023731152,0.6192354288914901,1.0,90.0
2026-05-08,1.3352287569295356,0.4804966859387564,3.407292343383274,7.793649220789769,0.6590732582560256,1.0,87.85714285714286
2026-05-09,1.322025041114788,0.4544217957908291,3.382935492401288,7.706347626320317,0.7197459296655095,1.0,87.85714285714286
2026-05-10,1.3220245188659463,0.4310755806115143,3.434386920269776,7.38167213829674,0.7578625309883387,1.0,85.71428571428571
2026-05-11,1.1519208888101835,0.3578686797001096,3.184389023225109,5.220403070224418,0.7960980364376488,1.0,81.42857142857143
2026-05-12,1.1456261784663275,0.3345735550099425,3.139821304283758,5.169209731862165,0.8148102915785247,1.0,81.42857142857143
2026-05-13,1.0908377232018245,0.3104949159723295,3.0221891579223596,4.956286144669351,0.8445862494672889,1.0,79.28571428571429
2026-05-14,1.0227885641011103,0.308946648501938,2.884878246809596,4.740752777836927,0.8634166006029389,1.0,79.28571428571429
2026-05-15,1.0230474601856048,0.3262338511354327,2.7727154676472776,4.651080406774196,0.8740621238763413,1.0,81.42857142857143
2026-05-16,1.027093418096067,0.3350657065355023,2.668713962813029,4.37797977532889,0.8267086596487294,1.0,78.14285714285714
2026-05-17,1.0145771717432857,0.3356608302992487,2.789797452862534,4.4538215267988335,0.7877900123384468,1.0,74.85714285714286
2026-05-18,1.0144436847800722,0.3780992500283337,2.6986500512662066,4.292601673302694,0.7717042333865394,1.0,73.57142857142857
2026-05-19,1.0147696825564891,0.4206959233174545,2.6220962188806776,4.154061169328292,0.767932572583981,1.0,70.14285714285714
2026-05-20,1.0181992036164118,0.4213053712783584,2.5947574450116924,4.067594937713779,0.7772227733260086,1.0,72.28571428571429
2026-05-21,1.0186040423795546,0.4217858155071444,2.595658719343772,4.033955251732235,0.7816855443812286,1.0,67.85714285714286
2026-05-22,1.0184850487387969,0.4206497534412499,2.544652560667647,4.0348893637462355,0.79453430087312,1.0,64.42857142857143
2026-05-23,1.0328607610723513,0.4445203687047613,2.5654143964185576,4.128709625011614,0.8361042254749143,1.0,63.42857142857143
2026-05-24,1.0227119971721736,0.4432574887776623,2.4177174249828783,4.3698770322287634,0.8928409129403574,1.0,63.285714285714285
2026-05-25,0.977065164667208,0.3849992834678427,2.34192887353268,4.202304388927683,0.9366231978107812,1.0,67.57142857142857
2026-05-26,0.9714815095463748,0.3318410563811751,2.3474894853397847,4.3612005597448436,0.9744313340844936,1.0,69.71428571428571
2026-05-27,0.9670004999193096,0.3205028358441095,2.3956357080798947,4.385574987814644,0.9725242393109425,1.0,65.0
2026-05-28,0.960029552620508,0.3190720242551587,2.409104522116091,4.388372469549743,0.9744085385138964,1.0,67.28571428571429
2026-05-29,0.9515063412254064,0.3022744130077355,2.4587766236769104,4.341657894996169,0.9749515532294328,1.0,68.57142857142857
2026-05-30,0.9694911677730332,0.2832058318247126,2.419554679549253,4.43595882329381,0.989768972135926,1.0,70.71428571428571
2026-05-31,0.970250588515154,0.2667713470791906,2.3459337720059152,4.112317985434754,0.997279775373476,1.0,74.14285714285714
2026-06-01,0.958787394424966,0.2808582733770425,2.366976206505784,4.271662454586852,0.9883491183632924,1.0,69.85714285714286
2026-06-02,0.9794713023439828,0.2896313516221878,2.286723670017363,4.154967639830788,0.9883491183632924,1.0,67.57142857142857
2026-06-03,0.9752986408311204,0.2980470490298343,2.192885891426434,4.151132318299678,0.9854637725801544,1.0,71.0
2026-06-04,1.016331377580762,0.2975506904048149,2.263224085893363,4.1734873185633266,0.9844444905001264,1.0,73.14285714285714
2026-06-05,1.0137885481914506,0.313252958474318,2.268447273918748,4.142729980914262,0.9844444905001264,1.0,75.28571428571429
2026-06-06,0.9686201923709754,0.3157728760405552,2.2281458387692403,3.8080409991200312,0.9844444905001264,1.0,73.14285714285714
2026-06-07,1.0208344815931465,0.3568415768728025,2.218347546198533,3.603025063020908,0.9844444905001264,1.0,74.0
2026-06-08,1.0693583874434405,0.3623540099426771,2.1573053057912355,3.335253756417228,0.99337514751031,1.0,76.14285714285714
2026-06-09,1.06751619721539,0.3595931388429117,2.176703794932121,3.2124454680263717,0.99337514751031,1.0,77.57142857142857
2026-06-10,1.1032949131034586,0.3823021620071936,2.2794532974469397,3.2563391040503222,0.998980717919972,1.0,75.42857142857143
2026-06-11,1.0979787499712546,0.4033179763930991,2.275413182568824,3.2878620466528,1.0,1.0,75.42857142857143
2026-06-12,1.1268895511321,0.433527447724842,2.3023230918329554,3.330472700619869,1.0,1.0,75.42857142857143
2026-06-13,1.2127710858247678,0.4812269036349491,2.2772935743491978,3.408553285672112,1.0,1.0,79.71428571428571
2026-06-14,1.1688599489664715,0.4567410658373049,2.270323093988875,3.5241493392412644,1.0,1.0,81.0
2026-06-15,1.155195732115698,0.4514960289434507,2.3579741228184536,3.745090817155603,0.9984392437071464,1.0,84.42857142857143
2026-06-16,1.1350570143062406,0.4540593129246715,2.341775657326316,3.803867883109596,0.9979248317439664,1.0,86.57142857142857
2026-06-17,1.1287997855473657,0.453322897494252,2.2838662338364872,3.8079091673315935,0.9968741405864324,1.0,90.0
2026-06-18,1.1019819194234732,0.4524147051213877,2.2339819023219367,3.735693336910446,0.9953286347099244,1.0,90.0
2026-06-19,1.0581688891210157,0.4200544245475631,2.1054796570011747,3.65985824449232,0.992856428511362,1.0,90.0
2026-06-20,0.9736905014583328,0.3698164591989589,2.074395930760433,3.5914352673231846,0.984956418479804,1.0,90.0
2026-06-21,0.9671984753381612,0.3688047973474334,2.0042590342741287,3.346653987817756,0.9768633258305742,1.0,90.0
2026-06-22,0.9346321566026315,0.3862546740628096,1.92428939738091,3.254995902467926,0.9778684471986944,1.0,90.0
2026-06-23,0.9424706190372544,0.3879407415979156,1.9298103267261184,3.279120934815167,0.974517903070478,1.0,90.0
2026-06-24,0.9626594328936796,0.3891611590242475,1.9952051286592565,3.3685583625190927,0.9705339596390284,1.0,90.0
2026-06-25,0.9807129482985376,0.3933944269447401,2.0283645582769037,3.620559976867809,0.9672801829559292,1.0,90.0
2026-06-26,1.0544255058750251,0.4223856720869196,2.1625357958912548,3.893221011081317,0.9654012416707676,1.0,90.0
2026-06-27,1.0546980786089388,0.4245662146550666,2.1748994591577975,4.0294663414341425,0.9677248681212548,1.0,90.0
2026-06-28,1.0574761780816508,0.4359549407877928,2.201407948158798,4.332649881034231,0.9726471619853992,1.0,90.0
2026-06-29,1.1177492479659557,0.42975292247719,2.322367732162481,4.452492036965906,0.9661197988290982,1.0,90.0
2026-06-30,1.1683025416302726,0.4496470345919739,2.3988063744331973,4.544909557991499,0.9636682554107744,1.0,90.0
