date,usd_per_ph_day
2021-09-04,363.21466840277776
2021-09-05,363.1642864583333
2021-09-06,374.53596701388886
2021-09-07,362.73844097222224
2021-09-08,322.70890104166665
2021-09-09,321.9955451388889
2021-09-10,318.53844097222225
2021-09-11,314.47771875
2021-09-12,314.68141840277775
2021-09-13,309.49524826388887
2021-09-14,318.685515625
2021-09-15,330.64721354166664
2021-09-16,333.5459236111111
2021-09-17,330.86094097222224
2021-09-18,333.7865885416667
2021-09-19,329.0109288194444
2021-09-20,307.915171875
2021-09-21,290.93163194444446
2021-09-22,287.02635590277777
2021-09-23,296.12272916666666
2021-09-24,289.949359375
2021-09-25,285.42364583333335
2021-09-26,286.0735017361111
2021-09-27,291.1750329861111
2021-09-28,281.21334722222224
2021-09-29,280.8854375
2021-09-30,290.50197743055554
2021-10-01,309.1926701388889
2021-10-02,320.8726111111111
2021-10-03,320.8912881944444
2021-10-04,322.62429340277777
2021-10-05,320.7775
2021-10-06,340.10666840277776
2021-10-07,353.36177604166664
2021-10-08,354.09472222222223
2021-10-09,353.45896180555553
2021-10-10,353.45591145833333
2021-10-11,364.35969618055555
2021-10-12,366.0741232638889
2021-10-13,361.3139340277778
2021-10-14,370.4390746527778
2021-10-15,386.0985503472222
2021-10-16,396.16897743055557
2021-10-17,389.9043375586039
2021-10-18,395.39756076388886
2021-10-19,399.728984375
2021-10-20,412.8511961805556
2021-10-21,411.9380486111111
2021-10-22,396.60000868055556
2021-10-23,387.8753854166667
2021-10-24,384.30748393818374
2021-10-25,396.11658506944445
2021-10-26,395.3520815972222
2021-10-27,378.0724375
2021-10-28,381.75349131944444
2021-10-29,391.02245833333336
2021-10-30,390.80735243055557
2021-10-31,381.9266510416667
2021-11-01,360.3866458333333
2021-11-02,369.2044236111111
2021-11-03,371.03588194444444
2021-11-04,365.2604236111111
2021-11-05,363.61901041666664
2021-11-06,359.2801440972222
2021-11-07,364.42009722222224
2021-11-08,386.7925746527778
2021-11-09,401.4375295138889
2021-11-10,396.17363020833335
2021-11-11,383.5346059027778
2021-11-12,378.7089409722222
2021-11-13,377.13021875
2021-11-14,364.6966388888889
2021-11-15,364.92852951388886
2021-11-16,341.8753072916667
2021-11-17,336.83917534722224
2021-11-18,331.7456163194444
2021-11-19,321.57011458333335
2021-11-20,330.60622569444445
2021-11-21,332.3435329861111
2021-11-22,321.96553645833336
2021-11-23,320.19326041666665
2021-11-24,319.14703819444446
2021-11-25,328.4173784722222
2021-11-26,314.68958333333336
2021-11-27,307.2369635416667
2021-11-28,308.34130902777775
2021-11-29,327.36673958333336
2021-11-30,327.10026215277776
2021-12-01,329.51111631944445
2021-12-02,326.3765868055556
2021-12-03,319.2364409722222
2021-12-04,280.25051041666666
2021-12-05,282.797640625
2021-12-06,278.81564930555555
2021-12-07,290.6694045138889
2021-12-08,285.89778819444444
2021-12-09,279.58451388888886
2021-12-10,274.6303767361111
2021-12-11,263.45686631944443
2021-12-12,259.7057482638889
2021-12-13,252.87631076388888
2021-12-14,248.83529513888888
2021-12-15,253.50240104166667
2021-12-16,255.724890625
2021-12-17,248.02377951388888
2021-12-18,245.72622395833332
2021-12-19,247.25838541666667
2021-12-20,243.58102083333333
2021-12-21,254.8123611111111
2021-12-22,257.51375
2021-12-23,258.01455555555555
2021-12-24,268.72660243055554
2021-12-25,266.6775381944444
2021-12-26,262.09494965277776
2021-12-27,267.373578125
2021-12-28,257.74564930555556
2021-12-29,251.26061805555557
2021-12-30,248.77371875
2021-12-31,250.85986979166665
2022-01-01,246.986
2022-01-02,246.81592534722222
2022-01-03,245.16376041666666
2022-01-04,243.99495659722223
2022-01-05,241.32876909722222
2022-01-06,227.31574652777778
2022-01-07,220.897328125
2022-01-08,218.40134895833333
2022-01-09,218.367875
2022-01-10,216.76808680555555
2022-01-11,220.68112326388888
2022-01-12,225.7373454861111
2022-01-13,226.393796875
2022-01-14,222.69983159722221
2022-01-15,224.35130034722224
2022-01-16,223.897109375
2022-01-17,221.0475277777778
2022-01-18,218.55325868055556
2022-01-19,218.26721701388888
2022-01-20,219.51535243055557
2022-01-21,187.12504166666668
2022-01-22,170.01288888888888
2022-01-23,169.0085486111111
2022-01-24,167.25622048611112
2022-01-25,174.48967881944444
2022-01-26,179.18727430555555
2022-01-27,174.16791493055555
2022-01-28,177.12766840277777
2022-01-29,181.0259027777778
2022-01-30,181.13202083333334
2022-01-31,179.71489583333334
2022-02-01,184.70464583333333
2022-02-02,182.2842951388889
2022-02-03,175.7873767361111
2022-02-04,184.44707291666666
2022-02-05,199.64575173611112
2022-02-06,198.72494965277778
2022-02-07,205.6980954861111
2022-02-08,210.111453125
2022-02-09,210.4577170138889
2022-02-10,212.69744965277778
2022-02-11,207.64756770833333
2022-02-12,202.31536111111112
2022-02-13,201.34374131944443
2022-02-14,200.86627083333335
2022-02-15,209.18606597222222
2022-02-16,209.6740607638889
2022-02-17,198.08920833333335
2022-02-18,183.7426579861111
2022-02-19,181.87444965277777
2022-02-20,175.42671006944445
2022-02-21,174.50487152777777
2022-02-22,170.12713888888888
2022-02-23,173.30452083333333
2022-02-24,164.13943576388888
2022-02-25,176.92376041666665
2022-02-26,178.4040625
2022-02-27,175.5422465277778
2022-02-28,178.61822395833335
2022-03-01,198.58430729166668
2022-03-02,204.25071875
2022-03-03,199.81211979166667
2022-03-04,190.65635069444446
2022-03-05,181.75245486111112
2022-03-06,180.51804340277778
2022-03-07,176.58725
2022-03-08,178.5581579861111
2022-03-09,191.6472204861111
2022-03-10,183.33877951388888
2022-03-11,179.93423958333332
2022-03-12,180.43317881944444
2022-03-13,178.84897569444445
2022-03-14,178.22692708333332
2022-03-15,180.18337152777778
2022-03-16,185.622609375
2022-03-17,188.91538715277778
2022-03-18,189.65411111111112
2022-03-19,193.82280729166666
2022-03-20,192.06198263888888
2022-03-21,189.7252065972222
2022-03-22,196.46317534722223
2022-03-23,196.05459027777778
2022-03-24,200.808359375
2022-03-25,205.62601215277778
2022-03-26,205.52063194444443
2022-03-27,207.64376388888888
2022-03-28,218.92102083333333
2022-03-29,220.10693055555555
2022-03-30,218.81778819444443
2022-03-31,209.95860763888888
2022-04-01,204.5171736111111
2022-04-02,208.65852777777778
2022-04-03,206.45247569444444
2022-04-04,205.0302482638889
2022-04-05,206.17083506944445
2022-04-06,198.57830555555554
2022-04-07,193.18691319444446
2022-04-08,192.8370763888889
2022-04-09,189.00944097222222
2022-04-10,189.47138020833333
2022-04-11,182.92827083333333
2022-04-12,177.76019791666667
2022-04-13,180.12864756944444
2022-04-14,182.82078819444445
2022-04-15,181.20902083333334
2022-04-16,181.48930902777778
2022-04-17,180.62729861111112
2022-04-18,177.92892881944445
2022-04-19,184.93523784722223
2022-04-20,186.62955729166666
2022-04-21,187.3836579861111
2022-04-22,180.85416493055556
2022-04-23,178.5849548611111
2022-04-24,177.85214930555554
2022-04-25,176.43816493055556
2022-04-26,178.78372569444446
2022-04-27,171.633421875
2022-04-28,169.12273611111112
2022-04-29,167.11738194444445
2022-04-30,164.77033506944446
2022-05-01,162.05908159722222
2022-05-02,164.51096354166665
2022-05-03,163.21014756944444
2022-05-04,165.493265625
2022-05-05,165.3818784722222
2022-05-06,155.6491423611111
2022-05-07,153.83940277777776
2022-05-08,147.8209809027778
2022-05-09,139.85327256944444
2022-05-10,134.90841493055555
2022-05-11,125.12747743055556
2022-05-12,117.53273958333334
2022-05-13,125.3356111111111
2022-05-14,121.862328125
2022-05-15,124.14535069444445
2022-05-16,122.85739236111111
2022-05-17,124.22065451388889
2022-05-18,121.391234375
2022-05-19,121.30353298611111
2022-05-20,122.36605902777778
2022-05-21,120.16448263888888
2022-05-22,121.298734375
2022-05-23,122.85720833333333
2022-05-24,119.846765625
2022-05-25,124.47559548611112
2022-05-26,126.13597395833334
2022-05-27,123.85340972222222
2022-05-28,123.39814756944445
2022-05-29,123.87343055555556
2022-05-30,130.2394826388889
2022-05-31,135.14933333333335
2022-06-01,132.89689409722223
2022-06-02,129.32243576388888
2022-06-03,128.82093402777778
2022-06-04,127.168234375
2022-06-05,126.81388715277778
2022-06-06,132.8799982638889
2022-06-07,127.62881770833333
2022-06-08,128.54723958333332
2022-06-09,126.83744097222223
2022-06-10,124.42161458333334
2022-06-11,121.49383854166666
2022-06-12,115.97226909722222
2022-06-13,102.44491493055556
2022-06-14,94.89257986111112
2022-06-15,91.10058333333333
2022-06-16,91.328796875
2022-06-17,88.53815625
2022-06-18,82.41903645833334
2022-06-19,81.47453125
2022-06-20,85.57689409722222
2022-06-21,88.71883333333334
2022-06-22,86.30587152777778
2022-06-23,88.91292534722223
2022-06-24,91.17008506944444
2022-06-25,91.855015625
2022-06-26,92.24681770833334
2022-06-27,90.78774652777778
2022-06-28,89.33625694444444
2022-06-29,86.89159548611111
2022-06-30,83.38294097222222
2022-07-01,84.49508680555556
2022-07-02,83.41943576388888
2022-07-03,82.45012673611112
2022-07-04,83.86853993055556
2022-07-05,86.63857291666666
2022-07-06,88.14336631944444
2022-07-07,92.05199826388889
2022-07-08,96.16372743055555
2022-07-09,95.41240277777777
2022-07-10,92.49784895833334
2022-07-11,89.63697743055556
2022-07-12,86.86086979166667
2022-07-13,86.37441840277778
2022-07-14,90.31024479166666
2022-07-15,92.68938541666667
2022-07-16,92.2429704861111
2022-07-17,93.34217534722222
2022-07-18,96.21775347222223
2022-07-19,100.15396006944444
2022-07-20,104.6311875
2022-07-21,103.38226041666667
2022-07-22,107.89719097222222
2022-07-23,104.42056076388889
2022-07-24,104.06951388888889
2022-07-25,100.82394097222222
2022-07-26,96.80757638888889
2022-07-27,99.6165798611111
2022-07-28,107.4413125
2022-07-29,110.34777604166666
2022-07-30,110.8739357638889
2022-07-31,109.248828125
2022-08-01,106.94225173611112
2022-08-02,105.80942881944445
2022-08-03,107.00731944444445
2022-08-04,104.91899652777778
2022-08-05,104.93488020833334
2022-08-06,105.49322048611111
2022-08-07,104.1598298611111
2022-08-08,107.58190451388889
2022-08-09,106.78281770833334
2022-08-10,107.01289930555555
2022-08-11,111.05391493055555
2022-08-12,109.14169270833334
2022-08-13,111.25017708333333
2022-08-14,110.74176736111112
2022-08-15,109.31052777777778
2022-08-16,108.31774305555555
2022-08-17,107.38659375
2022-08-18,106.02307465277778
2022-08-19,98.19397222222223
2022-08-20,94.94104166666666
2022-08-21,95.65125347222222
2022-08-22,95.17816319444445
2022-08-23,95.97730208333333
2022-08-24,96.22138541666666
2022-08-25,96.82118229166667
2022-08-26,94.777078125
2022-08-27,90.26508506944444
2022-08-28,89.30788541666666
2022-08-29,89.42147395833334
2022-08-30,90.36447743055555
2022-08-31,85.15359548611112
2022-09-01,82.3933263888889
2022-09-02,83.03742708333333
2022-09-03,82.37335243055556
2022-09-04,81.21740972222223
2022-09-05,81.29205555555555
2022-09-06,80.75609895833334
2022-09-07,78.04799479166667
2022-09-08,79.556109375
2022-09-09,85.76372048611111
2022-09-10,88.1073767361111
2022-09-11,88.62945486111111
2022-09-12,90.84568055555556
2022-09-13,88.13915972222222
2022-09-14,81.01551909722222
2022-09-15,79.94091666666667
2022-09-16,78.82433506944444
2022-09-17,79.9226579861111
2022-09-18,78.95377777777777
2022-09-19,75.58972916666667
2022-09-20,76.43135069444445
2022-09-21,75.74248263888889
2022-09-22,75.66239583333333
2022-09-23,76.0943576388889
2022-09-24,76.06953645833333
2022-09-25,75.28255208333333
2022-09-26,75.61616840277777
2022-09-27,78.84904166666666
2022-09-28,77.80625868055556
2022-09-29,78.91681423611111
2022-09-30,79.55098958333333
2022-10-01,78.56105381944444
2022-10-02,77.82724479166667
2022-10-03,78.22053819444444
2022-10-04,80.82215451388889
2022-10-05,81.36860243055555
2022-10-06,81.59566145833334
2022-10-07,80.08618923611111
2022-10-08,78.74544444444444
2022-10-09,78.38964236111111
2022-10-10,72.98660590277778
2022-10-11,67.87310416666666
2022-10-12,68.15265104166667
2022-10-13,68.12372916666666
2022-10-14,69.99335416666666
2022-10-15,68.47767361111111
2022-10-16,68.2450920138889
2022-10-17,69.24352777777777
2022-10-18,69.89780902777778
2022-10-19,69.11115798611111
2022-10-20,68.55514930555556
2022-10-21,68.18560069444445
2022-10-22,68.48811458333333
2022-10-23,68.60838194444445
2022-10-24,66.79065625
2022-10-25,67.89040972222222
2022-10-26,71.93832118055556
2022-10-27,71.88569618055556
2022-10-28,70.96116319444444
2022-10-29,72.20927777777777
2022-10-30,71.87275347222223
2022-10-31,71.04348958333334
2022-11-01,71.04126909722223
2022-11-02,70.846140625
2022-11-03,70.60234722222222
2022-11-04,72.07606770833333
2022-11-05,74.42502256944445
2022-11-06,73.54189409722223
2022-11-07,72.11992881944444
2022-11-08,68.29528993055555
2022-11-09,61.221602430555556
2022-11-10,59.445880208333335
2022-11-11,60.00428819444444
2022-11-12,58.57447222222222
2022-11-13,57.871402777777774
2022-11-14,57.50190104166666
2022-11-15,59.533109375
2022-11-16,59.199171875
2022-11-17,58.92249652777778
2022-11-18,59.82727951388889
2022-11-19,59.24998090277778
2022-11-20,57.91301736111111
2022-11-21,55.857105902777775
2022-11-22,55.923401041666665
2022-11-23,57.8801875
2022-11-24,58.45041840277778
2022-11-25,57.865015625
2022-11-26,58.40732638888889
2022-11-27,57.81771701388889
2022-11-28,56.40144618055555
2022-11-29,57.37874826388889
2022-11-30,59.04878645833333
2022-12-01,59.836565972222225
2022-12-02,59.696012152777776
2022-12-03,59.81060763888889
2022-12-04,59.269446180555555
2022-12-05,59.67040277777778
2022-12-06,63.449576388888886
2022-12-07,63.42340277777778
2022-12-08,63.086765625
2022-12-09,64.011890625
2022-12-10,63.90269618055556
2022-12-11,63.646348958333334
2022-12-12,63.049697916666666
2022-12-13,65.10276909722222
2022-12-14,66.44308680555555
2022-12-15,65.94554861111111
2022-12-16,63.929010416666664
2022-12-17,62.73484895833333
2022-12-18,62.445237847222224
2022-12-19,61.45525868055555
2022-12-20,60.95750347222222
2022-12-21,61.05398090277778
2022-12-22,60.78513541666667
2022-12-23,60.972732638888886
2022-12-24,61.30734548611111
2022-12-25,61.177428819444444
2022-12-26,60.928192708333334
2022-12-27,61.259366319444446
2022-12-28,60.62087152777778
2022-12-29,60.26998611111111
2022-12-30,60.158359375
2022-12-31,59.841208333333334
2023-01-01,59.424223958333336
2023-01-02,59.76739236111111
2023-01-03,61.77289409722222
2023-01-04,62.963458333333335
2023-01-05,63.02342708333333
2023-01-06,62.92012673611111
2023-01-07,63.01479861111111
2023-01-08,62.983046875
2023-01-09,64.11961458333333
2023-01-10,64.47069444444445
2023-01-11,65.07657986111111
2023-01-12,68.69998611111112
2023-01-13,71.60360763888889
2023-01-14,78.0015920138889
2023-01-15,76.51063888888889
2023-01-16,70.95725173611112
2023-01-17,71.74549826388889
2023-01-18,71.77454340277778
2023-01-19,70.97697569444445
2023-01-20,72.66188368055556
2023-01-21,78.35570138888889
2023-01-22,77.460171875
2023-01-23,77.50615625
2023-01-24,78.12092708333333
2023-01-25,77.17371701388889
2023-01-26,78.03819791666666
2023-01-27,77.90714756944445
2023-01-28,78.165140625
2023-01-29,76.47697395833333
2023-01-30,75.08117881944445
2023-01-31,74.71327951388889
2023-02-01,75.92620486111112
2023-02-02,77.92189930555556
2023-02-03,76.86378472222222
2023-02-04,77.0022795138889
2023-02-05,75.34445138888888
2023-02-06,74.52809027777778
2023-02-07,75.17614409722222
2023-02-08,75.44449131944444
2023-02-09,73.54793576388889
2023-02-10,71.15056076388889
2023-02-11,71.35576909722222
2023-02-12,71.57426909722223
2023-02-13,71.10668055555556
2023-02-14,72.12356076388889
2023-02-15,75.27268576388889
2023-02-16,81.33892881944445
2023-02-17,79.27486631944444
2023-02-18,80.76938020833333
2023-02-19,80.44540451388889
2023-02-20,80.54016493055556
2023-02-21,80.74308506944445
2023-02-22,78.5584357638889
2023-02-23,78.92730208333333
2023-02-24,77.34865451388889
2023-02-25,69.33842361111111
2023-02-26,69.24344444444445
2023-02-27,69.64683680555555
2023-02-28,70.15936979166666
2023-03-01,70.895828125
2023-03-02,69.97938194444444
2023-03-03,67.33820833333333
2023-03-04,66.80838020833333
2023-03-05,66.69009375
2023-03-06,66.8316875
2023-03-07,67.03294965277777
2023-03-08,66.04825173611111
2023-03-09,65.1803298611111
2023-03-10,61.42636458333333
2023-03-11,61.00902256944445
2023-03-12,61.47425347222222
2023-03-13,68.24730381944444
2023-03-14,74.14556597222222
2023-03-15,74.20289756944445
2023-03-16,74.00334895833333
2023-03-17,79.28047916666667
2023-03-18,82.48527604166667
2023-03-19,81.75967881944445
2023-03-20,83.10836111111111
2023-03-21,83.44752430555556
2023-03-22,83.73144791666667
2023-03-23,82.84916145833333
2023-03-24,78.09505902777778
2023-03-25,76.86070833333333
2023-03-26,76.54040625
2023-03-27,75.7613576388889
2023-03-28,74.72468402777778
2023-03-29,77.79875347222222
2023-03-30,78.44430555555556
2023-03-31,77.84814236111112
2023-04-01,79.56369444444445
2023-04-02,78.13046701388889
2023-04-03,77.19700520833334
2023-04-04,78.03932291666666
2023-04-05,78.75775868055555
2023-04-06,77.19682118055556
2023-04-07,75.77278298611111
2023-04-08,75.52678819444445
2023-04-09,75.080359375
2023-04-10,76.82429861111112
2023-04-11,81.53034375
2023-04-12,81.06092708333334
2023-04-13,81.571375
2023-04-14,82.61683854166667
2023-04-15,81.94928472222222
2023-04-16,81.33354340277778
2023-04-17,79.56113715277777
2023-04-18,80.29605208333334
2023-04-19,79.31009201388889
2023-04-20,76.31045659722223
2023-04-21,74.16526388888889
2023-04-22,72.34215104166667
2023-04-23,72.33160590277778
2023-04-24,72.23058506944444
2023-04-25,73.15945138888888
2023-04-26,76.96319097222222
2023-04-27,78.73016145833333
2023-04-28,79.52738194444444
2023-04-29,79.56988368055555
2023-04-30,79.53449652777778
2023-05-01,77.40367881944445
2023-05-02,79.46997569444444
2023-05-03,84.97705729166667
2023-05-04,83.89712847222222
2023-05-05,88.32861458333333
2023-05-06,91.36696180555556
2023-05-07,95.50645659722223
2023-05-08,121.64496527777777
2023-05-09,115.98417708333334
2023-05-10,102.26192361111111
2023-05-11,87.57167881944444
2023-05-12,83.52938715277777
2023-05-13,81.51865625
2023-05-14,77.82200868055556
2023-05-15,77.16872048611111
2023-05-16,78.81508159722222
2023-05-17,77.78956770833334
2023-05-18,76.51594965277778
2023-05-19,77.30286979166667
2023-05-20,76.29849479166667
2023-05-21,74.29346875
2023-05-22,73.17953819444445
2023-05-23,74.21921006944444
2023-05-24,72.650078125
2023-05-25,72.39527430555556
2023-05-26,74.45978993055556
2023-05-27,73.58497048611112
2023-05-28,73.70590451388888
2023-05-29,75.3394392361111
2023-05-30,75.99930902777778
2023-05-31,74.02103125
2023-06-01,71.51444791666667
2023-06-02,71.65453645833334
2023-06-03,70.83928125
2023-06-04,69.95905208333333
2023-06-05,67.84329166666667
2023-06-06,69.01225694444445
2023-06-07,73.13669097222223
2023-06-08,70.79250520833334
2023-06-09,69.40367361111112
2023-06-10,67.75841319444444
2023-06-11,65.86643055555555
2023-06-12,65.9311736111111
2023-06-13,66.604578125
2023-06-14,65.46675694444444
2023-06-15,63.112430555555555
2023-06-16,64.57158506944444
2023-06-17,66.96102604166667
2023-06-18,66.1226857638889
2023-06-19,65.6947048611111
2023-06-20,67.83422048611111
2023-06-21,73.82180555555556
2023-06-22,76.525
2023-06-23,76.35705902777778
2023-06-24,76.89348958333333
2023-06-25,76.02043229166667
2023-06-26,75.0025625
2023-06-27,75.95108159722223
2023-06-28,75.6879392361111
2023-06-29,78.79234027777778
2023-06-30,78.57700868055555
2023-07-01,78.348265625
2023-07-02,77.77641840277778
2023-07-03,78.35103472222222
2023-07-04,79.1894982638889
2023-07-05,77.67233159722223
2023-07-06,77.46204513888888
2023-07-07,76.40248784722222
2023-07-08,76.03132986111112
2023-07-09,76.03147916666667
2023-07-10,76.17460243055555
2023-07-11,77.03816666666667
2023-07-12,73.29855555555555
2023-07-13,73.19658506944444
2023-07-14,74.31140451388889
2023-07-15,72.38527951388889
2023-07-16,71.89350347222222
2023-07-17,71.62038541666666
2023-07-18,71.15997916666667
2023-07-19,71.29657986111111
2023-07-20,71.54461111111111
2023-07-21,71.77957638888888
2023-07-22,72.2467361111111
2023-07-23,73.01346701388889
2023-07-24,70.54844270833334
2023-07-25,69.57443229166667
2023-07-26,70.73757638888888
2023-07-27,72.122765625
2023-07-28,71.95515277777778
2023-07-29,72.00023263888889
2023-07-30,71.724078125
2023-07-31,71.61164756944444
2023-08-01,71.13131423611111
2023-08-02,72.18260763888888
2023-08-03,71.64038020833334
2023-08-04,71.96938194444445
2023-08-05,71.636625
2023-08-06,71.06005381944445
2023-08-07,71.09220486111111
2023-08-08,72.90118576388889
2023-08-09,73.61900868055555
2023-08-10,72.77125694444445
2023-08-11,72.44506076388889
2023-08-12,72.12178298611111
2023-08-13,71.73785763888888
2023-08-14,71.63339409722222
2023-08-15,71.50774305555555
2023-08-16,71.10675868055556
2023-08-17,68.81471875
2023-08-18,64.511234375
2023-08-19,63.91232465277778
2023-08-20,63.660583333333335
2023-08-21,63.50493055555555
2023-08-22,62.430921875
2023-08-23,60.39597222222222
2023-08-24,60.68717881944445
2023-08-25,60.06122222222222
2023-08-26,60.08111458333333
2023-08-27,60.024178819444444
2023-08-28,59.97695486111111
2023-08-29,61.65005034722222
2023-08-30,63.25760069444444
2023-08-31,62.399487847222225
2023-09-01,60.19127604166667
2023-09-02,59.89873958333333
2023-09-03,59.86879513888889
2023-09-04,59.797784722222225
2023-09-05,59.71747222222222
2023-09-06,61.53547743055555
2023-09-07,62.147425347222224
2023-09-08,62.57254513888889
