,ust_market_cap_usd
2026-04-15 00:00:00,26956992.688402098
2026-04-18 00:00:00,30446552.45814481
2026-04-21 00:00:00,29228359.097283985
2026-04-24 00:00:00,31755325.694844283
2026-04-27 00:00:00,32807636.07745882
2026-04-30 00:00:00,33574801.85355322
2026-05-03 00:00:00,41661634.97524765
2026-05-06 00:00:00,44667645.64478794
2026-05-09 00:00:00,41419619.98050872
2026-05-12 00:00:00,42677696.73238463
2026-05-15 00:00:00,37661185.06379072
2026-05-18 00:00:00,34138034.929510444
2026-05-21 00:00:00,34536474.95127784
2026-05-24 00:00:00,34839024.5073702
2026-05-27 00:00:00,35310464.13499287
2026-05-30 00:00:00,36102833.75443806
2026-06-02 00:00:00,37255073.17428937
2026-06-05 00:00:00,33024637.370030113
2026-06-08 00:00:00,32646627.429162
2026-06-11 00:00:00,32457451.98141234
2026-06-14 00:00:00,33790161.5376861
2026-06-17 00:00:00,34650432.03331412
2026-06-20 00:00:00,32450629.070303954
2026-06-23 00:00:00,31861982.59642146
2026-06-26 00:00:00,29451005.443043124
2026-06-29 00:00:00,30384068.89442604
2026-07-02 00:00:00,30953118.991402417
2026-07-05 00:00:00,31997665.44572547
2026-07-08 00:00:00,32603602.784083135
2026-07-11 00:00:00,31563974.668715507
2026-07-14 00:00:00,30127071.465048257
2026-07-17 00:00:00,30314824.612019435
2026-07-20 00:00:00,29386075.910033878
2026-07-23 00:00:00,30069415.169661537
2026-07-26 00:00:00,29534285.450932194
2026-07-29 00:00:00,27816360.156988874
2026-08-01 00:00:00,27508395.378792763
2026-08-04 00:00:00,27818267.436117433
2026-08-07 00:00:00,27671725.613972142
2026-08-10 00:00:00,28111679.782193977
2026-08-13 00:00:00,27485758.28584841
2026-08-16 00:00:00,27574199.487029348
2026-08-19 00:00:00,26623604.145954754
2026-08-22 00:00:00,30836891.785247635
2026-08-25 00:00:00,30110587.230942544
2026-08-28 00:00:00,30615485.778699405
2026-08-31 04:42:18,28806891.84
