date,blockchain,daily_mint,daily_redeem,cumulative_mint,cumulative_redeem,cumulative_net_supply
2026-01-25 00:00:00.000 UTC,avalanche,698820,-1163000,141177834,-55073539.38398158,86104294.61601843
2026-01-25 00:00:00.000 UTC,ethereum,2438855,-2758490,136808833,-52267681.766728245,84541151.23327175
2026-01-26 00:00:00.000 UTC,avalanche,1964500,-2901947,143142334,-57975486.38398158,85166847.61601843
2026-01-26 00:00:00.000 UTC,ethereum,2769000,-615820.0000000031,139577833,-52883501.766728245,86694331.23327175
2026-01-26 00:00:00.000 UTC,polygon,12110021,-6063472.3,670629101,-457891702.39366424,212737398.60633576
2026-01-27 00:00:00.000 UTC,ethereum,5444000,-2040192,145021833,-54923693.766728245,90098139.23327175
2026-01-27 00:00:00.000 UTC,polygon,10547994,-6213805,681177095,-464105507.39366424,217071587.60633576
2026-01-27 00:00:00.000 UTC,avalanche,915600,-2260439,144057934,-60235925.38398158,83822008.61601843
2026-01-28 00:00:00.000 UTC,polygon,13710743,-9013217.095474806,694887838,-473118724.489139,221769113.51086095
2026-01-28 00:00:00.000 UTC,avalanche,1324000,-178000,145381934,-60413925.38398158,84968008.61601843
2026-01-28 00:00:00.000 UTC,ethereum,2500000,-1750000,147521833,-56673693.766728245,90848139.23327175
2026-01-29 00:00:00.000 UTC,avalanche,1120000,-3000,146501934,-60416925.38398158,86085008.61601843
2026-01-29 00:00:00.000 UTC,ethereum,7056600,-294207,154578433,-56967900.766728245,97610532.23327175
2026-01-29 00:00:00.000 UTC,polygon,11055182,-11323433,705943020,-484442157.489139,221500862.51086095
2026-01-30 00:00:00.000 UTC,ethereum,4498000,-960000,159076433,-57927900.766728245,101148532.23327175
2026-01-30 00:00:00.000 UTC,polygon,12667656,-8180088,718610676,-492622245.489139,225988430.51086095
2026-01-30 00:00:00.000 UTC,avalanche,1961200,-1084200,148463134,-61501125.38398158,86962008.61601843
2026-01-31 00:00:00.000 UTC,polygon,10204018,-10046630,728814694,-502668875.489139,226145818.51086095
2026-01-31 00:00:00.000 UTC,avalanche,324000,-52294,148787134,-61553419.38398158,87233714.61601843
2026-01-31 00:00:00.000 UTC,ethereum,577995,-79500,159654428,-58007400.766728245,101647027.23327175
2026-02-01 00:00:00.000 UTC,avalanche,303000,-14000,149090134,-61567419.38398158,87522714.61601843
2026-02-01 00:00:00.000 UTC,ethereum,3474350,-1670495,163128778,-59677895.766728245,103450882.23327175
2026-02-01 00:00:00.000 UTC,polygon,11093558,-6335063.601666087,739908252,-509003939.0908051,230904312.90919486
2026-02-02 00:00:00.000 UTC,ethereum,4471000,-1872000,167599778,-61549895.766728245,106049882.23327175
2026-02-02 00:00:00.000 UTC,polygon,10440000,-7860477,750348252,-516864416.0908051,233483835.90919486
2026-02-02 00:00:00.000 UTC,avalanche,326000,-455139,149416134,-62022558.38398158,87393575.61601843
2026-02-03 00:00:00.000 UTC,polygon,15945616,-9033332,766293868,-525897748.0908051,240396119.90919486
2026-02-03 00:00:00.000 UTC,avalanche,595000,-2087100,150011134,-64109658.38398158,85901475.61601843
2026-02-03 00:00:00.000 UTC,ethereum,5134000,-1346653.81533098,172733778,-62896549.58205923,109837228.41794077
2026-02-04 00:00:00.000 UTC,avalanche,1416000,-108015,151427134,-64217673.38398158,87209460.61601843
2026-02-04 00:00:00.000 UTC,ethereum,5931000,-1533000,178664778,-64429549.58205923,114235228.41794077
2026-02-04 00:00:00.000 UTC,polygon,14733855,-9241040.259897722,781027723,-535138788.3507028,245888934.64929715
2026-02-05 00:00:00.000 UTC,ethereum,4052050,-833000,182716828,-65262549.58205923,117454278.41794077
2026-02-05 00:00:00.000 UTC,polygon,13305606,-10719650,794333329,-545858438.3507028,248474890.64929715
2026-02-05 00:00:00.000 UTC,avalanche,621000,,152048134,-64217673.38398158,87830460.61601843
2026-02-06 00:00:00.000 UTC,polygon,19425500,-6094266,813758829,-551952704.3507028,261806124.64929715
2026-02-06 00:00:00.000 UTC,avalanche,1315000,-62344.99999999999,153363134,-64280018.38398158,89083115.61601843
2026-02-06 00:00:00.000 UTC,ethereum,6093000,-2057999,188809828,-67320548.58205923,121489279.41794077
2026-02-07 00:00:00.000 UTC,avalanche,189000,-6000,153552134,-64286018.38398158,89266115.61601843
2026-02-07 00:00:00.000 UTC,ethereum,1850000,-839532,190659828,-68160080.58205923,122499747.41794077
2026-02-07 00:00:00.000 UTC,polygon,5718100,-4169813,819476929,-556122517.3507028,263354411.64929715
2026-02-08 00:00:00.000 UTC,ethereum,380500,-6000,191040328,-68166080.58205923,122874247.41794077
2026-02-08 00:00:00.000 UTC,polygon,7663000,-3901150,827139929,-560023667.3507028,267116261.64929715
2026-02-08 00:00:00.000 UTC,avalanche,407000,-73600,153959134,-64359618.38398158,89599515.61601843
2026-02-09 00:00:00.000 UTC,polygon,12383468,-6645390.2272,839523397,-566669057.5779028,272854339.42209715
2026-02-09 00:00:00.000 UTC,avalanche,1365000,-151500,155324134,-64511118.38398158,90813015.61601843
2026-02-09 00:00:00.000 UTC,ethereum,389010,-889624,191429338,-69055704.58205923,122373633.41794077
2026-02-10 00:00:00.000 UTC,avalanche,1081000,-2003000,156405134,-66514118.38398158,89891015.61601843
2026-02-10 00:00:00.000 UTC,ethereum,3332000,-3207300,194761338,-72263004.58205923,122498333.41794077
2026-02-10 00:00:00.000 UTC,polygon,11733751,-8041455,851257148,-574710512.5779028,276546635.42209715
2026-02-11 00:00:00.000 UTC,ethereum,3274000,-1848530,198035338,-74111534.58205923,123923803.41794077
2026-02-11 00:00:00.000 UTC,polygon,9616500,-14477865.5950963,860873648,-589188378.1729991,271685269.82700086
2026-02-11 00:00:00.000 UTC,avalanche,427000,-1037800,156832134,-67551918.38398159,89280215.61601843
2026-02-12 00:00:00.000 UTC,polygon,14309667,-8738320,875183315,-597926698.1729991,277256616.82700086
2026-02-12 00:00:00.000 UTC,avalanche,240000,-746432,157072134,-68298350.38398159,88773783.61601843
2026-02-12 00:00:00.000 UTC,ethereum,2797000,-1450554,200832338,-75562088.58205923,125270249.41794077
2026-02-13 00:00:00.000 UTC,avalanche,2712000,-49999.99999999999,159784134,-68348350.38398159,91435783.61601843
2026-02-13 00:00:00.000 UTC,ethereum,1955000,-496000,202787338,-76058088.58205923,126729249.41794077
2026-02-13 00:00:00.000 UTC,polygon,12424660,-9584076.28750903,887607975,-607510774.4605082,280097200.53949183
2026-02-14 00:00:00.000 UTC,ethereum,301500,-728505,203088838,-76786593.58205923,126302244.41794077
2026-02-14 00:00:00.000 UTC,polygon,7772800,-9943525,895380775,-617454299.4605082,277926475.53949183
2026-02-14 00:00:00.000 UTC,avalanche,173000,-172581,159957134,-68520931.38398159,91436202.61601843
2026-02-15 00:00:00.000 UTC,polygon,8934317,-9523731,904315092,-626978030.4605082,277337061.53949183
2026-02-15 00:00:00.000 UTC,avalanche,,-1060000,159957134,-69580931.38398159,90376202.61601843
2026-02-15 00:00:00.000 UTC,ethereum,1122000,,204210838,-76786593.58205923,127424244.41794077
2026-02-16 00:00:00.000 UTC,avalanche,398300,-694312.9999999999,160355434,-70275244.38398159,90080189.61601843
2026-02-16 00:00:00.000 UTC,ethereum,1284298,-2019045,205495136,-78805638.58205923,126689497.41794077
2026-02-16 00:00:00.000 UTC,polygon,16015437,-17509994.6082,920330529,-644488025.0687082,275842503.9312918
2026-02-17 00:00:00.000 UTC,ethereum,1085000,-7500,206580136,-78813138.58205923,127766997.41794077
2026-02-17 00:00:00.000 UTC,polygon,9959475,-14829514,930290004,-659317539.0687082,270972464.9312918
2026-02-17 00:00:00.000 UTC,avalanche,50000,-1201960,160405434,-71477204.38398159,88928229.61601843
2026-02-18 00:00:00.000 UTC,polygon,9284830,-11791157,939574834,-671108696.0687082,268466137.9312918
2026-02-18 00:00:00.000 UTC,avalanche,6000,-1313105,160411434,-72790309.38398159,87621124.61601843
2026-02-18 00:00:00.000 UTC,ethereum,1772700,-76979,208352836,-78890117.58205923,129462718.41794077
2026-02-19 00:00:00.000 UTC,avalanche,138998,,160550432,-72790309.38398159,87760122.61601843
2026-02-19 00:00:00.000 UTC,ethereum,1741581,-1835465,210094417,-80725582.58205923,129368834.41794077
2026-02-19 00:00:00.000 UTC,polygon,7351000,-8458650,946925834,-679567346.0687082,267358487.93129182
2026-02-20 00:00:00.000 UTC,ethereum,384000,-853067,210478417,-81578649.58205923,128899767.41794077
2026-02-20 00:00:00.000 UTC,polygon,13181800,-14418433,960107634,-693985779.0687082,266121854.93129182
2026-02-20 00:00:00.000 UTC,avalanche,225000,-1000000,160775432,-73790309.38398159,86985122.61601843
2026-02-21 00:00:00.000 UTC,polygon,5472129,-10173183,965579763,-704158962.0687082,261420800.93129182
2026-02-21 00:00:00.000 UTC,avalanche,48000,-84518,160823432,-73874827.38398159,86948604.61601843
2026-02-21 00:00:00.000 UTC,ethereum,1623000,-1166000,212101417,-82744649.58205923,129356767.41794077
2026-02-22 00:00:00.000 UTC,avalanche,671100,-234760.00000000003,161494532,-74109587.38398159,87384944.61601843
2026-02-22 00:00:00.000 UTC,ethereum,1498000,-2588723,213599417,-85333372.58205923,128266044.41794077
2026-02-22 00:00:00.000 UTC,polygon,8338596,-9188809.203716502,973918359,-713347771.2724247,260570587.7275753
2026-02-23 00:00:00.000 UTC,ethereum,1023000,-2099762,214622417,-87433134.58205923,127189282.41794077
2026-02-23 00:00:00.000 UTC,polygon,10648415,-15099321.00000001,984566774,-728447092.2724247,256119681.7275753
2026-02-23 00:00:00.000 UTC,avalanche,16000,-17101,161510532,-74126688.38398159,87383843.61601843
2026-02-24 00:00:00.000 UTC,polygon,12781463,-8192614.560655851,997348237,-736639706.8330805,260708530.16691944
2026-02-24 00:00:00.000 UTC,avalanche,52000,-1073000,161562532,-75199688.38398159,86362843.61601843
2026-02-24 00:00:00.000 UTC,ethereum,4787000,-3078615,219409417,-90511749.58205923,128897667.41794077
2026-02-25 00:00:00.000 UTC,avalanche,861995,-1840785,162424527,-77040473.38398159,85384053.61601843
2026-02-25 00:00:00.000 UTC,ethereum,1724000,-3001505,221133417,-93513254.58205923,127620162.41794077
2026-02-25 00:00:00.000 UTC,polygon,18480165,-16413865.5314654,1015828402,-753053572.364546,262774829.63545403
2026-02-26 00:00:00.000 UTC,ethereum,1410000,-911900,222543417,-94425154.58205923,128118262.41794077
2026-02-26 00:00:00.000 UTC,polygon,11347679,-12962223,1027176081,-766015795.364546,261160285.63545403
2026-02-26 00:00:00.000 UTC,avalanche,252000,-73217,162676527,-77113690.38398159,85562836.61601843
2026-02-27 00:00:00.000 UTC,polygon,10537600,-11064649.801499821,1037713681,-777080445.1660458,260633235.83395422
2026-02-27 00:00:00.000 UTC,avalanche,216000,-10000,162892527,-77123690.38398159,85768836.61601843
2026-02-27 00:00:00.000 UTC,ethereum,427300,-1969221,222970717,-96394375.58205923,126576341.41794077
2026-02-28 00:00:00.000 UTC,avalanche,251000,-1045048,163143527,-78168738.38398159,84974788.61601843
2026-02-28 00:00:00.000 UTC,ethereum,1718000,-1969500,224688717,-98363875.58205923,126324841.41794077
2026-02-28 00:00:00.000 UTC,polygon,9269068,-7698153,1046982749,-784778598.1660458,262204150.83395422
2026-03-01 00:00:00.000 UTC,ethereum,593000,-2110000,225281717,-100473875.58205923,124807841.41794077
2026-03-01 00:00:00.000 UTC,polygon,10094102,-8201983,1057076851,-792980581.1660458,264096269.83395422
2026-03-01 00:00:00.000 UTC,avalanche,442000,-2000000,163585527,-80168738.38398159,83416788.61601843
2026-03-02 00:00:00.000 UTC,polygon,13004075,-8299386,1070080926,-801279967.1660458,268800958.8339542
2026-03-02 00:00:00.000 UTC,avalanche,1898199,-3400,165483726,-80172138.38398159,85311587.61601843
2026-03-02 00:00:00.000 UTC,ethereum,5330500,-1659528,230612217,-102133403.58205923,128478813.41794077
2026-03-03 00:00:00.000 UTC,avalanche,574500,-38341,166058226,-80210479.38398159,85847746.61601843
2026-03-03 00:00:00.000 UTC,ethereum,3662500,-2188728,234274717,-104322131.58205923,129952585.41794077
2026-03-03 00:00:00.000 UTC,polygon,13713741,-11377633,1083794667,-812657600.1660458,271137066.8339542
2026-03-04 00:00:00.000 UTC,ethereum,1886839,-2701516,236161556,-107023647.58205923,129137908.41794077
2026-03-04 00:00:00.000 UTC,polygon,13605221,-11050725,1097399888,-823708325.1660458,273691562.8339542
2026-03-04 00:00:00.000 UTC,avalanche,1430000,-259576.99999999997,167488226,-80470056.38398159,87018169.61601843
2026-03-05 00:00:00.000 UTC,polygon,9997135,-6896620,1107397023,-830604945.1660458,276792077.8339542
2026-03-05 00:00:00.000 UTC,avalanche,548000,-1479410.46837,168036226,-81949466.85235159,86086759.14764842
2026-03-05 00:00:00.000 UTC,ethereum,2536000,-1363279,238697556,-108386926.58205923,130310629.41794077
2026-03-06 00:00:00.000 UTC,avalanche,1120780,-1161000,169157006,-83110466.85235159,86046539.14764842
2026-03-06 00:00:00.000 UTC,ethereum,560325,-1480051,239257881,-109866977.58205923,129390903.41794077
2026-03-06 00:00:00.000 UTC,polygon,13843027,-10244806.866712883,1121240050,-840849752.0327587,280390297.96724135
2026-03-07 00:00:00.000 UTC,ethereum,2693000,-478959,241950881,-110345936.58205923,131604944.41794077
2026-03-07 00:00:00.000 UTC,polygon,5883770,-8261960,1127123820,-849111712.0327587,278012107.96724135
2026-03-07 00:00:00.000 UTC,avalanche,34000,,169191006,-83110466.85235159,86080539.14764842
2026-03-08 00:00:00.000 UTC,polygon,9234800,-9043659,1136358620,-858155371.0327587,278203248.96724135
2026-03-08 00:00:00.000 UTC,avalanche,1380000,-343150,170571006,-83453616.85235159,87117389.14764842
2026-03-08 00:00:00.000 UTC,ethereum,451500,-520000,242402381,-110865936.58205923,131536444.41794077
2026-03-09 00:00:00.000 UTC,avalanche,739000,-470999.99999999994,171310006,-83924616.85235159,87385389.14764842
2026-03-09 00:00:00.000 UTC,ethereum,1446452,-3577648,243848833,-114443584.58205923,129405248.41794077
2026-03-09 00:00:00.000 UTC,polygon,13595175,-16140595,1149953795,-874295966.0327587,275657828.96724135
2026-03-10 00:00:00.000 UTC,ethereum,864000,-3327000,244712833,-117770584.58205923,126942248.41794077
2026-03-10 00:00:00.000 UTC,polygon,14339602,-10154637,1164293397,-884450603.0327587,279842793.96724135
2026-03-10 00:00:00.000 UTC,avalanche,435000,-1942910,171745006,-85867526.85235159,85877479.14764842
2026-03-11 00:00:00.000 UTC,polygon,9850696,-10254033,1174144093,-894704636.0327587,279439456.96724135
2026-03-11 00:00:00.000 UTC,avalanche,630999.9999999999,-13400,172376006,-85880926.85235159,86495079.14764842
2026-03-11 00:00:00.000 UTC,ethereum,1421000,-664591,246133833,-118435175.58205923,127698657.41794077
2026-03-12 00:00:00.000 UTC,avalanche,229000,-143500,172605006,-86024426.85235159,86580579.14764842
2026-03-12 00:00:00.000 UTC,ethereum,707000,-146451,246840833,-118581626.58205923,128259206.41794077
2026-03-12 00:00:00.000 UTC,polygon,5978406,-12323731.312167991,1180122499,-907028367.3449267,273094131.65507334
2026-03-13 00:00:00.000 UTC,ethereum,1892704,-2418027,248733537,-120999653.58205923,127733883.41794077
2026-03-13 00:00:00.000 UTC,polygon,15768440,-9994000,1195890939,-917022367.3449267,278868571.65507334
2026-03-13 00:00:00.000 UTC,avalanche,2177000,-342175,174782006,-86366601.85235159,88415404.14764842
2026-03-14 00:00:00.000 UTC,polygon,5991800,-12844394,1201882739,-929866761.3449267,272015977.65507334
2026-03-14 00:00:00.000 UTC,avalanche,1084000,,175866006,-86366601.85235159,89499404.14764842
2026-03-14 00:00:00.000 UTC,ethereum,1857900,-1955900,250591437,-122955553.58205923,127635883.41794077
2026-03-15 00:00:00.000 UTC,avalanche,486999.99999999994,-3000,176353006,-86369601.85235159,89983404.14764842
2026-03-15 00:00:00.000 UTC,ethereum,475000,-1688929,251066437,-124644482.58205923,126421954.41794077
2026-03-15 00:00:00.000 UTC,polygon,9018480,-2559593,1210901219,-932426354.3449267,278474864.65507334
2026-03-16 00:00:00.000 UTC,ethereum,3797800,-1677654,254864237,-126322136.58205923,128542100.41794077
2026-03-16 00:00:00.000 UTC,polygon,11244750,-9695888,1222145969,-942122242.3449267,280023726.65507334
2026-03-16 00:00:00.000 UTC,avalanche,356000,-599323,176709006,-86968924.85235159,89740081.14764842
2026-03-17 00:00:00.000 UTC,polygon,13854892,-10517667,1236000861,-952639909.3449267,283360951.65507334
2026-03-17 00:00:00.000 UTC,avalanche,245000,-1413669,176954006,-88382593.85235159,88571412.14764842
2026-03-17 00:00:00.000 UTC,ethereum,2472500,-3063900,257336737,-129386036.58205923,127950700.41794077
2026-03-18 00:00:00.000 UTC,avalanche,1332642,-105999.99999999999,178286648,-88488593.85235159,89798054.14764842
2026-03-18 00:00:00.000 UTC,ethereum,3038000,-2516947,260374737,-131902983.58205923,128471753.41794077
2026-03-18 00:00:00.000 UTC,polygon,12534778,-9953487.98428,1248535639,-962593397.3292067,285942241.67079335
2026-03-19 00:00:00.000 UTC,ethereum,5369000,-2440210,265743737,-134343193.58205923,131400543.41794077
2026-03-19 00:00:00.000 UTC,polygon,11107201,-17316973,1259642840,-979910370.3292067,279732469.67079335
2026-03-19 00:00:00.000 UTC,avalanche,148500,-2083000,178435148,-90571593.85235159,87863554.14764842
2026-03-20 00:00:00.000 UTC,polygon,8199825,-4411254,1267842665,-984321624.3292067,283521040.67079335
2026-03-20 00:00:00.000 UTC,avalanche,780000,-1003136,179215148,-91574729.85235159,87640418.14764842
2026-03-20 00:00:00.000 UTC,ethereum,2746000,-2680000,268489737,-137023193.58205923,131466543.41794077
2026-03-21 00:00:00.000 UTC,avalanche,107999.99999999999,-1761770,179323148,-93336499.85235159,85986648.14764842
2026-03-21 00:00:00.000 UTC,ethereum,848000,-2572058,269337737,-139595251.58205923,129742485.41794077
2026-03-21 00:00:00.000 UTC,polygon,7524260,-7375243.454515809,1275366925,-991696867.7837225,283670057.21627754
2026-03-22 00:00:00.000 UTC,ethereum,1331000,-2477307,270668737,-142072558.58205923,128596178.41794077
2026-03-22 00:00:00.000 UTC,polygon,10765730,-5346542.781430316,1286132655,-997043410.5651529,289089244.43484724
2026-03-22 00:00:00.000 UTC,avalanche,163000,-50000,179486148,-93386499.85235159,86099648.14764842
2026-03-23 00:00:00.000 UTC,polygon,9773461,-11776306,1295906116,-1008819716.5651529,287086399.43484724
2026-03-23 00:00:00.000 UTC,avalanche,399000,,179885148,-93386499.85235159,86498648.14764842
2026-03-23 00:00:00.000 UTC,ethereum,3576800,-1726991,274245537,-143799549.58205923,130445987.41794077
2026-03-24 00:00:00.000 UTC,avalanche,346000,-503000,180231148,-93889499.85235159,86341648.14764842
2026-03-24 00:00:00.000 UTC,ethereum,3294099,-3448700,277539636,-147248249.58205923,130291386.41794077
2026-03-24 00:00:00.000 UTC,polygon,14025865,-8993447,1309931981,-1017813163.5651529,292118817.43484724
2026-03-25 00:00:00.000 UTC,ethereum,1799000,-1862914,279338636,-149111163.58205923,130227472.41794077
2026-03-25 00:00:00.000 UTC,polygon,11626815,-11418869,1321558796,-1029232032.5651529,292326763.43484724
2026-03-25 00:00:00.000 UTC,avalanche,476000,-1115841,180707148,-95005340.85235159,85701807.14764842
2026-03-26 00:00:00.000 UTC,polygon,11171653,-10178226.26793,1332730449,-1039410258.8330829,293320190.16691726
2026-03-26 00:00:00.000 UTC,avalanche,422000,-78000,181129148,-95083340.85235159,86045807.14764842
2026-03-26 00:00:00.000 UTC,ethereum,2432084,-1798026,281770720,-150909189.58205923,130861530.41794077
2026-03-27 00:00:00.000 UTC,avalanche,53000,-10000,181182148,-95093340.85235159,86088807.14764842
2026-03-27 00:00:00.000 UTC,ethereum,3097000,-6080965,284867720,-156990154.58205923,127877565.41794077
2026-03-27 00:00:00.000 UTC,polygon,7871064,-8786338,1340601513,-1048196596.8330829,292404916.16691726
2026-03-28 00:00:00.000 UTC,ethereum,1561000,-2032999,286428720,-159023153.58205923,127405566.41794077
2026-03-28 00:00:00.000 UTC,polygon,8907149,-7445335,1349508662,-1055641931.8330829,293866730.16691726
2026-03-28 00:00:00.000 UTC,avalanche,1136000,-348349,182318148,-95441689.85235159,86876458.14764842
2026-03-29 00:00:00.000 UTC,polygon,7596276,-5038864,1357104938,-1060680795.8330829,296424142.16691726
2026-03-29 00:00:00.000 UTC,avalanche,199000,,182517148,-95441689.85235159,87075458.14764842
2026-03-29 00:00:00.000 UTC,ethereum,1053300,-3296169,287482020,-162319322.58205923,125162697.41794077
2026-03-30 00:00:00.000 UTC,avalanche,1191900,-228899.99999999997,183709048,-95670589.85235159,88038458.14764842
2026-03-30 00:00:00.000 UTC,ethereum,2979664,-2667896,290461684,-164987218.58205923,125474465.41794077
2026-03-30 00:00:00.000 UTC,polygon,10974900,-9913934.558912985,1368079838,-1070594730.3919959,297485107.6080043
2026-03-31 00:00:00.000 UTC,ethereum,2945500,-3140021,293407184,-168127239.58205923,125279944.41794077
2026-03-31 00:00:00.000 UTC,polygon,16783193,-13414380,1384863031,-1084009110.391996,300853920.6080043
2026-03-31 00:00:00.000 UTC,avalanche,1359228,-1003200,185068276,-96673789.85235159,88394486.14764842
2026-04-01 00:00:00.000 UTC,polygon,15463457,-10271079,1400326488,-1094280189.391996,306046298.6080043
2026-04-01 00:00:00.000 UTC,avalanche,999000,-101000,186067276,-96774789.85235159,89292486.14764842
2026-04-01 00:00:00.000 UTC,ethereum,3239000,-6088608,296646184,-174215847.58205923,122430336.41794077
2026-04-02 00:00:00.000 UTC,avalanche,1291000,-289779,187358276,-97064568.85235159,90293707.14764842
2026-04-02 00:00:00.000 UTC,ethereum,4893000,-3604590,301539184,-177820437.58205923,123718746.41794077
2026-04-02 00:00:00.000 UTC,polygon,14705030,-12313409,1415031518,-1106593598.391996,308437919.6080043
2026-04-03 00:00:00.000 UTC,ethereum,1908000,-2765531,303447184,-180585968.58205923,122861215.41794077
2026-04-03 00:00:00.000 UTC,polygon,11689300,-12648009,1426720818,-1119241607.391996,307479210.6080043
2026-04-03 00:00:00.000 UTC,avalanche,1991000,-606501,189349276,-97671069.85235159,91678206.14764842
2026-04-04 00:00:00.000 UTC,polygon,9545400,-9889005,1436266218,-1129130612.391996,307135605.6080043
2026-04-04 00:00:00.000 UTC,avalanche,408000,-689314,189757276,-98360383.85235159,91396892.14764842
2026-04-04 00:00:00.000 UTC,ethereum,869000,-4135953,304316184,-184721921.58205923,119594262.41794077
2026-04-05 00:00:00.000 UTC,avalanche,364674,-1012000,190121950,-99372383.85235159,90749566.14764842
2026-04-05 00:00:00.000 UTC,ethereum,908000,-1679032,305224184,-186400953.58205923,118823230.41794077
2026-04-05 00:00:00.000 UTC,polygon,10562043,-7735734,1446828261,-1136866346.391996,309961914.6080043
2026-04-06 00:00:00.000 UTC,ethereum,555003,-4903552,305779187,-191304505.58205923,114474681.41794077
2026-04-06 00:00:00.000 UTC,polygon,10537115,-9589961,1457365376,-1146456307.391996,310909068.6080043
2026-04-06 00:00:00.000 UTC,avalanche,1295100,-2323422,191417050,-101695805.85235159,89721244.14764842
2026-04-07 00:00:00.000 UTC,polygon,7895711,-15574267,1465261087,-1162030574.391996,303230512.6080043
2026-04-07 00:00:00.000 UTC,avalanche,1373000,-2900426,192790050,-104596231.85235159,88193818.14764842
2026-04-07 00:00:00.000 UTC,ethereum,4563000,-3610602,310342187,-194915107.58205923,115427079.41794077
2026-04-08 00:00:00.000 UTC,avalanche,147000,-1588002,192937050,-106184233.85235159,86752816.14764842
2026-04-08 00:00:00.000 UTC,ethereum,5304138,-6659291,315646325,-201574398.58205923,114071926.41794077
2026-04-08 00:00:00.000 UTC,polygon,14149700,-7966026,1479410787,-1169996600.391996,309414186.6080043
2026-04-09 00:00:00.000 UTC,ethereum,5476900,-5912488,321123225,-207486886.58205923,113636338.41794077
2026-04-09 00:00:00.000 UTC,polygon,11356939,-9545557,1490767726,-1179542157.391996,311225568.6080043
2026-04-09 00:00:00.000 UTC,avalanche,943000,-1489271,193880050,-107673504.85235159,86206545.14764842
2026-04-10 00:00:00.000 UTC,polygon,10531300,-10772591,1501299026,-1190314748.391996,310984277.6080043
2026-04-10 00:00:00.000 UTC,avalanche,475999.99999999994,-77272,194356050,-107750776.85235159,86605273.14764842
2026-04-10 00:00:00.000 UTC,ethereum,4097179,-3741277,325220404,-211228163.58205923,113992240.41794077
2026-04-11 00:00:00.000 UTC,avalanche,1222000,-1136000,195578050,-108886776.85235159,86691273.14764842
2026-04-11 00:00:00.000 UTC,ethereum,955000,-2062800,326175404,-213290963.58205923,112884440.41794077
2026-04-11 00:00:00.000 UTC,polygon,8870200,-11857914.4,1510169226,-1202172662.791996,307996563.2080043
2026-04-12 00:00:00.000 UTC,ethereum,3297000,-1255830.0000000305,329472404,-214546793.58205926,114925610.41794074
2026-04-12 00:00:00.000 UTC,polygon,7187359,-6874935,1517356585,-1209047597.791996,308308987.2080043
2026-04-12 00:00:00.000 UTC,avalanche,109000,-10979,195687050,-108897755.85235159,86789294.14764842
2026-04-13 00:00:00.000 UTC,polygon,13375100,-13426921.000000007,1530731685,-1222474518.791996,308257166.2080043
2026-04-13 00:00:00.000 UTC,avalanche,724000,-184739,196411050,-109082494.85235159,87328555.14764842
2026-04-13 00:00:00.000 UTC,ethereum,3808500,-3853681,333280904,-218400474.58205926,114880429.41794074
2026-04-14 00:00:00.000 UTC,avalanche,44000,-349746,196455050,-109432240.85235159,87022809.14764842
2026-04-14 00:00:00.000 UTC,ethereum,2541500,-3703600,335822404,-222104074.58205926,113718329.41794074
2026-04-14 00:00:00.000 UTC,polygon,14781605,-10111110,1545513290,-1232585628.791996,312927661.2080043
2026-04-15 00:00:00.000 UTC,ethereum,2770145,-2700935,338592549,-224805009.58205926,113787539.41794074
2026-04-15 00:00:00.000 UTC,polygon,9880233,-12126739,1555393523,-1244712367.791996,310681155.2080043
2026-04-15 00:00:00.000 UTC,avalanche,679000,-671215,197134050,-110103455.85235159,87030594.14764842
2026-04-16 00:00:00.000 UTC,polygon,14422588,-12269489,1569816111,-1256981856.791996,312834254.2080043
2026-04-16 00:00:00.000 UTC,avalanche,1518000,-12939,198652050,-110116394.85235159,88535655.14764842
2026-04-16 00:00:00.000 UTC,ethereum,2675000,-2186822,341267549,-226991831.58205926,114275717.41794074
2026-04-17 00:00:00.000 UTC,avalanche,81730,-892401,198733780,-111008795.85235159,87724984.14764842
2026-04-17 00:00:00.000 UTC,ethereum,4254500,-3009400,345522049,-230001231.58205926,115520817.41794074
2026-04-17 00:00:00.000 UTC,polygon,12373100,-11603419,1582189211,-1268585275.791996,313603935.2080043
2026-04-18 00:00:00.000 UTC,ethereum,1419490,-2976105,346941539,-232977336.58205926,113964202.41794074
2026-04-18 00:00:00.000 UTC,polygon,7338759,-5129758,1589527970,-1273715033.791996,315812936.2080043
2026-04-18 00:00:00.000 UTC,avalanche,112000,-3468.9999999999995,198845780,-111012264.85235159,87833515.14764842
2026-04-19 00:00:00.000 UTC,polygon,10577115,-11454714,1600105085,-1285169747.791996,314935337.2080043
2026-04-19 00:00:00.000 UTC,avalanche,1586000,,200431780,-111012264.85235159,89419515.14764842
2026-04-19 00:00:00.000 UTC,ethereum,2216000,-1988334,349157539,-234965670.58205926,114191868.41794074
2026-04-20 00:00:00.000 UTC,avalanche,239000,-367531,200670780,-111379795.85235159,89290984.14764842
2026-04-20 00:00:00.000 UTC,ethereum,6457500,-4785559,355615039,-239751229.58205926,115863809.41794074
2026-04-20 00:00:00.000 UTC,polygon,11653840,-12737531,1611758925,-1297907278.791996,313851646.2080043
2026-04-21 00:00:00.000 UTC,ethereum,2311800,-5706588,357926839,-245457817.58205926,112469021.41794074
2026-04-21 00:00:00.000 UTC,polygon,11211773,-5993768,1622970698,-1303901046.791996,319069651.2080043
