date,blockchain,daily_mint,daily_redeem,cumulative_mint,cumulative_redeem,cumulative_net_supply
2026-04-21 00:00:00.000 UTC,avalanche,1333000,-10000,202003780,-111389795.85235159,90613984.14764842
2026-04-22 00:00:00.000 UTC,polygon,10384158,-13182667.971032737,1633354856,-1317083714.7630286,316271141.23697156
2026-04-22 00:00:00.000 UTC,avalanche,1493406,-2191473,203497186,-113581268.85235159,89915917.14764842
2026-04-22 00:00:00.000 UTC,ethereum,2915000,-4174987,360841839,-249632804.58205926,111209034.41794074
2026-04-23 00:00:00.000 UTC,avalanche,834000,-741524,204331186,-114322792.85235159,90008393.14764842
2026-04-23 00:00:00.000 UTC,ethereum,2216000,-4131611,363057839,-253764415.58205926,109293423.41794074
2026-04-23 00:00:00.000 UTC,polygon,12995137,-10632110,1646349993,-1327715824.7630286,318634168.23697156
2026-04-24 00:00:00.000 UTC,ethereum,3338000,-1750000,366395839,-255514415.58205926,110881423.41794074
2026-04-24 00:00:00.000 UTC,polygon,12053080,-14540290.827999022,1658403073,-1342256115.5910277,316146957.40897256
2026-04-24 00:00:00.000 UTC,avalanche,1236000,-753706,205567186,-115076498.85235159,90490687.14764842
2026-04-25 00:00:00.000 UTC,polygon,10128715,-8823527,1668531788,-1351079642.5910277,317452145.40897256
2026-04-25 00:00:00.000 UTC,avalanche,256000,-1953723,205823186,-117030221.85235159,88792964.14764842
2026-04-25 00:00:00.000 UTC,ethereum,2043200,-743681,368439039,-256258096.58205926,112180942.41794074
2026-04-26 00:00:00.000 UTC,avalanche,589003,-387285,206412189,-117417506.85235159,88994682.14764842
2026-04-26 00:00:00.000 UTC,ethereum,1231000,-1189766,369670039,-257447862.58205926,112222176.41794074
2026-04-26 00:00:00.000 UTC,polygon,13873664,-11684572,1682405452,-1362764214.5910277,319641237.40897256
2026-04-27 00:00:00.000 UTC,ethereum,6864200,-4455477,376534239,-261903339.58205926,114630899.41794074
2026-04-27 00:00:00.000 UTC,polygon,9884222,-12958719,1692289674,-1375722933.5910277,316566740.40897256
2026-04-27 00:00:00.000 UTC,avalanche,1138000,-1409493,207550189,-118826999.85235159,88723189.14764842
2026-04-28 00:00:00.000 UTC,polygon,10963968,-12761202,1703253642,-1388484135.5910277,314769506.40897256
2026-04-28 00:00:00.000 UTC,avalanche,299500,-1165357,207849689,-119992356.85235159,87857332.14764842
2026-04-28 00:00:00.000 UTC,ethereum,4068000,-8037577,380602239,-269940916.58205926,110661322.41794074
2026-04-29 00:00:00.000 UTC,avalanche,704000,-58222,208553689,-120050578.85235159,88503110.14764842
2026-04-29 00:00:00.000 UTC,ethereum,3592000,-2102563,384194239,-272043479.58205926,112150759.41794074
2026-04-29 00:00:00.000 UTC,polygon,9424536,-12240804,1712678178,-1400724939.5910277,311953238.40897256
2026-04-30 00:00:00.000 UTC,ethereum,5800734,-4402572,389994973,-276446051.58205926,113548921.41794074
2026-04-30 00:00:00.000 UTC,polygon,22743478,-19532657,1735421656,-1420257596.5910277,315164059.40897256
2026-04-30 00:00:00.000 UTC,avalanche,1837000,-1727977,210390689,-121778555.85235159,88612133.14764842
2026-05-01 00:00:00.000 UTC,polygon,27557805,-14176684.102784202,1762979461,-1434434280.693812,328545180.30618834
2026-05-01 00:00:00.000 UTC,avalanche,1973500,-883898,212364189,-122662453.85235159,89701735.14764842
2026-05-01 00:00:00.000 UTC,ethereum,4479000,-2412957,394473973,-278859008.58205926,115614964.41794074
2026-05-02 00:00:00.000 UTC,avalanche,192000,-395505,212556189,-123057958.85235159,89498230.14764842
2026-05-02 00:00:00.000 UTC,ethereum,1214998,-1423998,395688971,-280283006.58205926,115405964.41794074
2026-05-02 00:00:00.000 UTC,polygon,11621401,-12286706.527406305,1774600862,-1446720987.221218,327879874.778782
2026-05-03 00:00:00.000 UTC,ethereum,646000,-1080000,396334971,-281363006.58205926,114971964.41794074
2026-05-03 00:00:00.000 UTC,polygon,6218490,-8546753,1780819352,-1455267740.221218,325551611.778782
2026-05-03 00:00:00.000 UTC,avalanche,1101300,-13469.650000000001,213657489,-123071428.5023516,90586060.49764842
2026-05-04 00:00:00.000 UTC,polygon,6597500,-9428944,1787416852,-1464696684.221218,322720167.778782
2026-05-04 00:00:00.000 UTC,avalanche,1455000,-653605,215112489,-123725033.5023516,91387455.49764842
2026-05-04 00:00:00.000 UTC,ethereum,4022000,-3795779,400356971,-285158785.58205926,115198185.41794074
2026-05-05 00:00:00.000 UTC,avalanche,80000,-3000,215192489,-123728033.5023516,91464455.49764842
2026-05-05 00:00:00.000 UTC,ethereum,5020000,-3744700,405376971,-288903485.58205926,116473485.41794074
2026-05-05 00:00:00.000 UTC,polygon,4735292,-11929248,1792152144,-1476625932.221218,315526211.778782
2026-05-06 00:00:00.000 UTC,ethereum,1558000,-3396700,406934971,-292300185.58205926,114634785.41794074
2026-05-06 00:00:00.000 UTC,polygon,9698857,-15345740,1801851001,-1491971672.221218,309879328.778782
2026-05-06 00:00:00.000 UTC,avalanche,429000,-1339799,215621489,-125067832.5023516,90553656.49764842
2026-05-07 00:00:00.000 UTC,polygon,17049158,-20932586,1818900159,-1512904258.221218,305995900.778782
2026-05-07 00:00:00.000 UTC,avalanche,795319,-304060,216416808,-125371892.5023516,91044915.49764842
2026-05-07 00:00:00.000 UTC,ethereum,4106000,-6014560,411040971,-298314745.58205926,112726225.41794074
2026-05-08 00:00:00.000 UTC,avalanche,3722000,,220138808,-125371892.5023516,94766915.49764842
2026-05-08 00:00:00.000 UTC,ethereum,2430300,-3417137,413471271,-301731882.58205926,111739388.41794074
2026-05-08 00:00:00.000 UTC,polygon,14723636,-15938890,1833623795,-1528843148.221218,304780646.778782
2026-05-09 00:00:00.000 UTC,ethereum,2608000,-3165000,416079271,-304896882.58205926,111182388.41794074
2026-05-09 00:00:00.000 UTC,polygon,11362700,-15218264,1844986495,-1544061412.221218,300925082.778782
2026-05-09 00:00:00.000 UTC,avalanche,693000,-1393868,220831808,-126765760.5023516,94066047.49764842
2026-05-10 00:00:00.000 UTC,polygon,8325096,-7272030.96612,1853311591,-1551333443.187338,301978147.812662
2026-05-10 00:00:00.000 UTC,avalanche,632808,-47674,221464616,-126813434.5023516,94651181.49764842
2026-05-10 00:00:00.000 UTC,ethereum,2743000,-1509800,418822271,-306406682.58205926,112415588.41794074
2026-05-11 00:00:00.000 UTC,avalanche,998999.9999999999,-1018000,222463616,-127831434.5023516,94632181.49764842
2026-05-11 00:00:00.000 UTC,ethereum,7439800,-2889600,426262071,-309296282.58205926,116965788.41794074
2026-05-11 00:00:00.000 UTC,polygon,12553445,-12983546,1865865036,-1564316989.187338,301548046.812662
2026-05-12 00:00:00.000 UTC,ethereum,9832800,-2871602,436094871,-312167884.58205926,123926986.41794074
2026-05-12 00:00:00.000 UTC,polygon,14175281,-8228890,1880040317,-1572545879.187338,307494437.812662
2026-05-12 00:00:00.000 UTC,avalanche,1563000,-333000,224026616,-128164434.5023516,95862181.49764842
2026-05-13 00:00:00.000 UTC,polygon,11655983,-8288315,1891696300,-1580834194.187338,310862105.812662
2026-05-13 00:00:00.000 UTC,avalanche,574000,-2789776,224600616,-130954210.5023516,93646405.49764842
2026-05-13 00:00:00.000 UTC,ethereum,3210250,-3377207,439305121,-315545091.58205926,123760029.41794074
2026-05-14 00:00:00.000 UTC,avalanche,132000,-8000,224732616,-130962210.5023516,93770405.49764842
2026-05-14 00:00:00.000 UTC,ethereum,8730500,-3429047,448035621,-318974138.58205926,129061482.41794074
2026-05-14 00:00:00.000 UTC,polygon,16661900,-14630684.250693794,1908358200,-1595464878.438032,312893321.5619682
2026-05-15 00:00:00.000 UTC,ethereum,6303000,-854400,454338621,-319828538.58205926,134510082.41794074
2026-05-15 00:00:00.000 UTC,polygon,17879062,-12217901,1926237262,-1607682779.438032,318554482.5619682
2026-05-15 00:00:00.000 UTC,avalanche,491000,-603000,225223616,-131565210.5023516,93658405.49764842
2026-05-15 00:00:00.000 UTC,kaia,107999.99999999999,-3000,107999.99999999999,-3000,104999.99999999999
2026-05-16 00:00:00.000 UTC,avalanche,13000,-168469,225236616,-131733679.5023516,93502936.49764842
2026-05-16 00:00:00.000 UTC,kaia,3000,,110999.99999999999,-3000,107999.99999999999
2026-05-16 00:00:00.000 UTC,ethereum,4444200,-1464000,458782821,-321292538.58205926,137490282.41794074
2026-05-16 00:00:00.000 UTC,polygon,11082846,-14118657,1937320108,-1621801436.438032,315518671.5619682
2026-05-17 00:00:00.000 UTC,ethereum,2042000,-1000000,460824821,-322292538.58205926,138532282.41794074
2026-05-17 00:00:00.000 UTC,polygon,6822720,-9071295,1944142828,-1630872731.438032,313270096.5619682
2026-05-17 00:00:00.000 UTC,avalanche,1057000,-1147194.78668,226293616,-132880874.2890316,93412741.71096842
2026-05-17 00:00:00.000 UTC,kaia,30000,,141000,-3000,138000
2026-05-18 00:00:00.000 UTC,avalanche,217000,-3468.9999999999995,226510616,-132884343.2890316,93626272.71096842
2026-05-18 00:00:00.000 UTC,kaia,41000,,182000,-3000,179000
2026-05-18 00:00:00.000 UTC,ethereum,7617500,-2694000,468442321,-324986538.58205926,143455782.41794074
2026-05-18 00:00:00.000 UTC,polygon,13610786,-9658507,1957753614,-1640531238.438032,317222375.5619682
2026-05-19 00:00:00.000 UTC,ethereum,4226500,-2956040,472668821,-327942578.58205926,144726242.41794074
2026-05-19 00:00:00.000 UTC,polygon,13363982,-12029969.27027,1971117596,-1652561207.708302,318556388.2916982
2026-05-19 00:00:00.000 UTC,avalanche,1392000,-449141,227902616,-133333484.2890316,94569131.71096842
2026-05-19 00:00:00.000 UTC,kaia,52999.99999999999,,235000,-3000,232000
2026-05-20 00:00:00.000 UTC,avalanche,210999.99999999997,-1459023.809060603,228113616,-134792508.0980922,93321107.90190782
2026-05-20 00:00:00.000 UTC,kaia,3000,,238000,-3000,235000
2026-05-20 00:00:00.000 UTC,ethereum,8731000,-3051840,481399821,-330994418.58205926,150405402.41794074
2026-05-20 00:00:00.000 UTC,polygon,15227876,-15558267,1986345472,-1668119474.708302,318225997.2916982
2026-05-21 00:00:00.000 UTC,ethereum,8803000,-2602000,490202821,-333596418.58205926,156606402.41794074
2026-05-21 00:00:00.000 UTC,polygon,26642670,-21026189,2012988142,-1689145663.708302,323842478.2916982
2026-05-21 00:00:00.000 UTC,avalanche,892167,-1486269,229005783,-136278777.0980922,92727005.90190782
2026-05-21 00:00:00.000 UTC,kaia,3000,,241000,-3000,238000
2026-05-22 00:00:00.000 UTC,avalanche,143612,-1000000,229149395,-137278777.0980922,91870617.90190782
2026-05-22 00:00:00.000 UTC,kaia,21754500,-15000,21995500,-18000,21977500
2026-05-22 00:00:00.000 UTC,ethereum,4373000,-2670443.0000000102,494575821,-336266861.58205926,158308959.41794074
2026-05-22 00:00:00.000 UTC,polygon,14925080,-9338739,2027913222,-1698484402.708302,329428819.2916982
2026-05-23 00:00:00.000 UTC,ethereum,3793000,-4208337,498368821,-340475198.58205926,157893622.41794074
2026-05-23 00:00:00.000 UTC,polygon,3649544,-11544632.501128688,2031562766,-1710029035.2094307,321533730.79056954
2026-05-23 00:00:00.000 UTC,avalanche,729000,-3000,229878395,-137281777.0980922,92596617.90190782
2026-05-23 00:00:00.000 UTC,kaia,76711500,-238000,98707000,-256000,98451000
2026-05-24 00:00:00.000 UTC,avalanche,1197000,-1509445,231075395,-138791222.0980922,92284172.90190782
2026-05-24 00:00:00.000 UTC,kaia,37328600,-28000,136035600,-284000,135751600
2026-05-24 00:00:00.000 UTC,ethereum,5136000,-3360929,503504821,-343836127.58205926,159668693.41794074
2026-05-24 00:00:00.000 UTC,polygon,11221220,-11524577,2042783986,-1721553612.2094307,321230373.79056954
2026-05-25 00:00:00.000 UTC,ethereum,6066000,-10272135,509570821,-354108262.58205926,155462558.41794074
2026-05-25 00:00:00.000 UTC,polygon,21037011,-22204178,2063820997,-1743757790.2094307,320063206.79056954
2026-05-25 00:00:00.000 UTC,avalanche,1002000,-1064804,232077395,-139856026.0980922,92221368.90190782
2026-05-25 00:00:00.000 UTC,kaia,43362880,-5574100,179398480,-5858100,173540380
2026-05-26 00:00:00.000 UTC,avalanche,192000,-156000,232269395,-140012026.0980922,92257368.90190782
2026-05-26 00:00:00.000 UTC,kaia,11836101,-1831998.96263848,191234581,-7690098.96263848,183544482.03736153
2026-05-26 00:00:00.000 UTC,ethereum,4260000,-5228624,513830821,-359336886.58205926,154493934.41794074
2026-05-26 00:00:00.000 UTC,polygon,25823843,-18346862,2089644840,-1762104652.2094307,327540187.79056954
2026-05-27 00:00:00.000 UTC,ethereum,2348500,-5512279,516179321,-364849165.58205926,151330155.41794074
2026-05-27 00:00:00.000 UTC,polygon,21342586,-19677737.159378145,2110987426,-1781782389.3688087,329205036.6311914
2026-05-27 00:00:00.000 UTC,avalanche,353151,-226055.64999999997,232622546,-140238081.7480922,92384464.25190781
2026-05-27 00:00:00.000 UTC,kaia,12299000,-31000,203533581,-7721098.96263848,195812482.03736153
2026-05-28 00:00:00.000 UTC,avalanche,127999.99999999999,-128481.25,232750546,-140366562.9980922,92383983.00190781
2026-05-28 00:00:00.000 UTC,kaia,9137000,-967620.72988487,212670581,-8688719.69252335,203981861.30747667
2026-05-28 00:00:00.000 UTC,ethereum,3277100,-6777677,519456421,-371626842.58205926,147829578.41794074
2026-05-28 00:00:00.000 UTC,polygon,23333216,-19200847,2134320642,-1800983236.3688087,333337405.6311914
2026-05-29 00:00:00.000 UTC,ethereum,3649779,-7755345,523106200,-379382187.58205926,143724012.41794074
2026-05-29 00:00:00.000 UTC,polygon,23094032,-19540080.2328767,2157414674,-1820523316.6016855,336891357.39831465
2026-05-29 00:00:00.000 UTC,avalanche,115000,-70000,232865546,-140436562.9980922,92428983.00190781
2026-05-29 00:00:00.000 UTC,kaia,15964000,-199984.06690141,228634581,-8888703.75942476,219745877.24057525
2026-05-30 00:00:00.000 UTC,avalanche,535045,-5000,233400591,-140441562.9980922,92959028.00190781
2026-05-30 00:00:00.000 UTC,kaia,14198658,-346999.66319301,242833239,-9235703.422617769,233597535.57738224
2026-05-30 00:00:00.000 UTC,ethereum,430000,-5079343,523536200,-384461530.58205926,139074669.41794074
2026-05-30 00:00:00.000 UTC,polygon,15971326,-15920757.870140001,2173386000,-1836444074.4718256,336941925.52817464
2026-05-31 00:00:00.000 UTC,ethereum,4417595,-7349812,527953795,-391811342.58205926,136142452.41794074
2026-05-31 00:00:00.000 UTC,polygon,13313485,-17209342,2186699485,-1853653416.4718256,333046068.52817464
2026-05-31 00:00:00.000 UTC,avalanche,174000,-503000,233574591,-140944562.9980922,92630028.00190781
2026-05-31 00:00:00.000 UTC,kaia,5159100,-3503000,247992339,-12738703.422617769,235253635.57738224
2026-06-01 00:00:00.000 UTC,avalanche,536000,-178840,234110591,-141123402.9980922,92987188.00190781
2026-06-01 00:00:00.000 UTC,kaia,6941870,-1754001,254934209,-14492704.422617769,240441504.57738224
2026-06-01 00:00:00.000 UTC,ethereum,7356000,-6128456,535309795,-397939798.58205926,137369996.41794074
2026-06-01 00:00:00.000 UTC,polygon,12157779,-21891362.16598952,2198857264,-1875544778.637815,323312485.3621851
2026-06-02 00:00:00.000 UTC,ethereum,4362900,-7062916,539672695,-405002714.58205926,134669980.41794074
2026-06-02 00:00:00.000 UTC,polygon,17455595,-15409586,2216312859,-1890954364.637815,325358494.3621851
2026-06-02 00:00:00.000 UTC,avalanche,349332.99999999994,-1838364,234459924,-142961766.9980922,91498157.00190781
2026-06-02 00:00:00.000 UTC,kaia,9643000,-719000,264577209,-15211704.422617769,249365504.57738224
2026-06-03 00:00:00.000 UTC,avalanche,1556000,-38600,236015924,-143000366.9980922,93015557.00190781
2026-06-03 00:00:00.000 UTC,kaia,5846100,-2414999.9556485396,270423309,-17626704.37826631,252796604.6217337
2026-06-03 00:00:00.000 UTC,ethereum,5470290,-11283588,545142985,-416286302.58205926,128856682.41794074
2026-06-03 00:00:00.000 UTC,polygon,24728705,-23833775.62450749,2241041564,-1914788140.2623224,326253423.73767763
2026-06-04 00:00:00.000 UTC,ethereum,2389999,-8316567,547532984,-424602869.58205926,122930114.41794074
2026-06-04 00:00:00.000 UTC,polygon,19737923,-12243733,2260779487,-1927031873.2623224,333747613.73767763
2026-06-04 00:00:00.000 UTC,avalanche,130000,-1173814,236145924,-144174180.9980922,91971743.00190781
2026-06-04 00:00:00.000 UTC,kaia,3744000,-2703000,274167309,-20329704.37826631,253837604.6217337
2026-06-05 00:00:00.000 UTC,avalanche,871999.9999999999,-1071107,237017924,-145245287.9980922,91772636.00190781
2026-06-05 00:00:00.000 UTC,kaia,4218000,-1000000,278385309,-21329704.37826631,257055604.6217337
2026-06-05 00:00:00.000 UTC,ethereum,4698500,-8051237,552231484,-432654106.58205926,119577377.41794074
2026-06-05 00:00:00.000 UTC,polygon,18837113,-17200883,2279616600,-1944232756.2623224,335383843.73767763
2026-06-06 00:00:00.000 UTC,ethereum,4039000,-3721979,556270484,-436376085.58205926,119894398.41794074
2026-06-06 00:00:00.000 UTC,polygon,14317200,-8824839,2293933800,-1953057595.2623224,340876204.73767763
2026-06-06 00:00:00.000 UTC,avalanche,6000,-202999.99999999997,237023924,-145448287.9980922,91575636.00190781
2026-06-06 00:00:00.000 UTC,kaia,4028002,-1306000,282413311,-22635704.37826631,259777606.6217337
2026-06-07 00:00:00.000 UTC,avalanche,33000,-6459,237056924,-145454746.9980922,91602177.00190781
2026-06-07 00:00:00.000 UTC,kaia,1236000,-2334999.53380911,283649311,-24970703.91207542,258678607.0879246
2026-06-07 00:00:00.000 UTC,ethereum,2956497,-6386273,559226981,-442762358.58205926,116464622.41794074
2026-06-07 00:00:00.000 UTC,polygon,9534710,-5248195,2303468510,-1958305790.2623224,345162719.73767763
2026-06-08 00:00:00.000 UTC,ethereum,2875000,-6769703,562101981,-449532061.58205926,112569919.41794074
2026-06-08 00:00:00.000 UTC,polygon,12314704,-15137466,2315783214,-1973443256.2623224,342339957.73767763
2026-06-08 00:00:00.000 UTC,avalanche,2411000,-2408800.714798756,239467924,-147863547.71289095,91604376.28710905
2026-06-08 00:00:00.000 UTC,kaia,2623000,-2413000,286272311,-27383703.91207542,258888607.0879246
2026-06-09 00:00:00.000 UTC,avalanche,2022000,-1172469,241489924,-149036016.71289095,92453907.28710905
2026-06-09 00:00:00.000 UTC,kaia,1724000,-1407000,287996311,-28790703.91207542,259205607.0879246
2026-06-09 00:00:00.000 UTC,ethereum,3145000,-6482776,565246981,-456014837.58205926,109232143.41794074
2026-06-09 00:00:00.000 UTC,polygon,12848999,-15974079,2328632213,-1989417335.2623224,339214877.73767763
2026-06-10 00:00:00.000 UTC,ethereum,4593000,-6769597,569839981,-462784434.58205926,107055546.41794074
2026-06-10 00:00:00.000 UTC,polygon,19429076,-10611565,2348061289,-2000028900.2623224,348032388.73767763
2026-06-10 00:00:00.000 UTC,avalanche,997999,-2113000,242487923,-151149016.71289095,91338906.28710905
2026-06-10 00:00:00.000 UTC,kaia,1811000,-1630840,289807311,-30421543.91207542,259385767.0879246
2026-06-11 00:00:00.000 UTC,avalanche,1538100,-1782140,244026023,-152931156.71289095,91094866.28710905
2026-06-11 00:00:00.000 UTC,kaia,2206000,-2400000,292013311,-32821543.91207542,259191767.0879246
2026-06-11 00:00:00.000 UTC,ethereum,4736000,-2939045,574575981,-465723479.58205926,108852501.41794074
2026-06-11 00:00:00.000 UTC,polygon,11757657,-14010498.550836872,2359818946,-2014039398.8131592,345779547.1868408
2026-06-12 00:00:00.000 UTC,ethereum,1169913,-2805971,575745894,-468529450.58205926,107216443.41794074
2026-06-12 00:00:00.000 UTC,polygon,15072176,-9475984,2374891122,-2023515382.8131592,351375739.1868408
2026-06-12 00:00:00.000 UTC,avalanche,60999.99999999999,-59800,244087023,-152990956.71289095,91096066.28710905
2026-06-12 00:00:00.000 UTC,kaia,63190000,-1200000,355203311,-34021543.912075415,321181767.0879246
2026-06-13 00:00:00.000 UTC,avalanche,136300,-166800,244223323,-153157756.71289095,91065566.28710905
2026-06-13 00:00:00.000 UTC,kaia,21308000,-409200,376511311,-34430743.912075415,342080567.0879246
2026-06-13 00:00:00.000 UTC,ethereum,1123800,-598756,576869694,-469128206.58205926,107741487.41794074
2026-06-13 00:00:00.000 UTC,polygon,5847000,-5664826,2380738122,-2029180208.8131592,351557913.1868408
2026-06-14 00:00:00.000 UTC,ethereum,3551000,-2724813,580420694,-471853019.58205926,108567674.41794074
2026-06-14 00:00:00.000 UTC,polygon,8321376,-7717964,2389059498,-2036898172.8131592,352161325.1868408
2026-06-14 00:00:00.000 UTC,avalanche,131000,,244354323,-153157756.71289095,91196566.28710905
2026-06-14 00:00:00.000 UTC,kaia,9110000,-2203000,385621311,-36633743.912075415,348987567.0879246
2026-06-15 00:00:00.000 UTC,avalanche,1288500,-1167000,245642823,-154324756.71289095,91318066.28710905
2026-06-15 00:00:00.000 UTC,kaia,11007002,-7576000,396628313,-44209743.912075415,352418569.0879246
2026-06-15 00:00:00.000 UTC,polygon,13240360,-4695055.196013918,2402299858,-2041593228.0091732,360706629.99082685
2026-06-15 00:00:00.000 UTC,ethereum,2739800,-1168000,583160494,-473021019.58205926,110139474.41794074
