month,Arbitrum,BNB Chain,Base,Bitcoin,Ethereum,Monad,Solana
2021-01-01,,0.0665056680536705,,5.741903676346289,3.9623286619866933,,1.4874090341781872e-05
2021-02-01,,0.11914269702398074,,10.162965108625936,10.221089459887565,,4.1598929102891164e-05
2021-03-01,,0.16342834821594196,,8.756786628104328,8.424720452439084,,7.175585957501282e-05
2021-04-01,,0.2066684549413916,,13.432712513852119,9.605035722800348,,0.00014178567956344576
2021-05-01,1.716380871301612,0.21063439202975898,,7.881733148839959,11.464884668312186,,0.00020781371607777742
2021-06-01,0.7002999032148899,0.18156962229014764,,2.519802401573232,2.1790021650289404,,0.00017708547949730333
2021-07-01,0.4276373482824111,0.1867283116240173,,1.6442101559810025,2.247389781177374,,0.0001523294250831516
2021-08-01,1.9682063752588437,0.28367705109616176,,0.43630484968628996,6.922476513515971,,0.00026751294322831286
2021-09-01,2.777756969319849,0.24191590700190244,,0.6115566801241396,13.446899152698679,,0.00073557119791662
2021-10-01,3.135297542265151,0.21571919224126132,,0.901067869886628,14.985240717657216,,0.0008319062540002129
2021-11-01,5.49803151005915,0.3185172786189236,,0.7945131611497851,24.603248600546415,,0.0011106576744377833
2021-12-01,3.5315368539564975,0.2698187193050148,,0.6613614113891501,14.939656656522953,,0.0009411485663081904
2022-01-01,3.5007152357849285,0.20573488186121577,,0.5396186887806671,17.923346586975395,,0.0006973439548130515
2022-02-01,1.5463777654893873,0.1749614405995247,,0.5435174308060323,10.436647284289297,,0.0004986225012400393
2022-03-01,0.7315039220969943,0.16189760835476175,,0.5456429024800162,4.685046891404821,,0.00045364058499739357
2022-04-01,0.954547098720964,0.16936285461796716,,0.5530053115507819,6.464563934411118,,0.0005541357126322199
2022-05-01,0.8191811174749359,0.12837525210068723,,0.7384304652258552,4.642976244595185,,0.00032569864231306127
2022-06-01,0.48921066079961123,0.10080399519692787,,0.5948640555639226,3.211463122313474,,0.00018574240492720667
2022-07-01,0.24452359920192848,0.0888928410383088,,0.6302162611237064,1.344425557091375,,0.00018846352886580324
2022-08-01,0.1692310453814354,0.11252026992901734,,0.44065526896427726,1.0844829665672753,,0.0001988479734702516
2022-09-01,0.06879322526100652,0.09124680894109094,,0.42720252231662426,0.9412070267081429,,0.00016452167080021336
2022-10-01,0.07011012150767805,0.08563321810621645,,0.33041551759780385,1.323921113761474,,0.00015693117399508065
2022-11-01,0.06867691724674714,0.08019474771894843,,0.6426933043951898,1.2093182639210125,,0.00010404262582005716
2022-12-01,0.06400160679181097,0.06411803802088269,,0.5148346933982172,0.9718477330200139,,6.452873959419221e-05
2023-01-01,0.09225473835921631,0.07280440306132828,,0.3539254787945576,1.4988082661929,,9.119834116744265e-05
2023-02-01,0.13100666093221677,0.08293677056779233,,0.6550573041239698,2.3223225028170584,,0.00011728350423870358
2023-03-01,0.1254615976239762,0.0687404096968866,,0.9882908951863878,2.28988217723654,,0.00010480848967430056
2023-04-01,0.16785090215167295,0.06291048432031623,,0.9717911853152944,3.341380793192465,,0.00011021232252596666
2023-05-01,0.2528155760384564,0.05054534511693426,,3.872802600919189,6.272809540045531,,0.00010517890169644675
2023-06-01,0.13050003886748363,0.04150505760192749,0.11609439058630985,1.5428436486891708,2.1452608268538356,,8.870661334466609e-05
2023-07-01,0.1513284862931852,0.03517273526995842,0.5085129713138399,0.5784508197248034,2.4606339464609994,,0.00011386720382405265
2023-08-01,0.1265525812730216,0.033150627524611884,0.1620111641428952,0.42633361492485505,2.040696881913221,,0.00011455859649273549
2023-09-01,0.08318027152272767,0.03228382907557372,0.06989508257798281,0.7131081735083458,1.2616741822116047,,9.729120529426703e-05
2023-10-01,0.08025865534092008,0.033368336211305284,0.04351936383716559,0.9328536587317137,1.027388762186194,,0.0001242144589876
2023-11-01,0.16661095923242505,0.036293690630591714,0.13407624050587333,4.085461961391861,2.941069307446156,,0.00025196541810596336
2023-12-01,0.21758338897497784,0.03176256411598176,0.21098641981125998,10.030440680236957,3.9955540925361652,,0.00044195623517409355
2024-01-01,0.16170636867911653,0.04317001286036638,0.13070807293071074,5.062833987285137,2.5298384226016397,,0.0005951485808282129
2024-02-01,0.24434112249953788,0.04652121005381226,0.20773937877744542,2.3498649833340446,3.8408445687101187,,0.0006920184325512621
2024-03-01,0.299403497427851,0.07226951618728346,0.3319269166803541,3.3642563244165506,7.5600077245212605,,0.0021005731241644965
2024-04-01,0.010293431552218063,0.05793862443337219,0.03530907835091462,8.551860794819971,2.804757591456974,,0.0020208124250128134
2024-05-01,0.005478975937940523,0.04938581715914806,0.028101819891154036,1.4198986935400535,1.286901927108486,,0.0015263541008108613
2024-06-01,0.0068922300115101835,0.0405368768372997,0.004069623501150426,1.9945809681043856,1.7278977782350822,,0.0016156337030196132
2024-07-01,0.005472339233550548,0.03771694276161429,0.003924905600165916,0.47149160442114785,0.9306164946565514,,0.0012071836859421097
2024-08-01,0.005985519940396958,0.03581214540642932,0.002553328086124287,0.2509694358296927,0.5818475089363226,,0.0012040015916306615
2024-09-01,0.0046338206074461,0.02966258142376561,0.0015161964731473432,0.2146732945143473,1.0367718526726264,,0.0009641289659324034
2024-10-01,0.005510356350901326,0.029886188944041485,0.002201915922593032,0.8635726563707583,1.6733447687932523,,0.0012768439898067838
2024-11-01,0.009589478703016288,0.02794474474068356,0.006903632283348563,0.8930899647778668,2.1375098415213,,0.002038571629233363
2024-12-01,0.014453517478205643,0.03629827358672455,0.012302930436499868,1.2465480802496653,2.404529651478088,,0.0016741698604612065
2025-01-01,0.009325214625741728,0.030209700861622037,0.009224975573334739,0.6902449285761022,1.5638026238577492,,0.002033086603965132
2025-02-01,0.00581543916589399,0.0287003522690276,0.0048945425613829,0.5287627619683193,0.3928767619020003,,0.0016146921217265714
2025-03-01,0.0038370879864485776,0.03588558324024837,0.0022024739045840742,0.4786676116564049,0.14027646724003395,,0.0008219371667782645
2025-04-01,0.003450561740916317,0.034439814309884714,0.0017823173018102966,0.41656167438589076,0.11543138423035842,,0.00095836113395991
2025-05-01,0.004123875760523445,0.02140891457399119,0.0015877770500033453,0.5572111230986807,0.27498801226419123,,0.0011192392008707935
2025-06-01,0.003560484375196073,0.014024601170652717,0.0013897369662797998,0.5514002224170589,0.2873303461746091,,0.0008824250558796633
2025-07-01,0.00411979055419751,0.011217567262735428,0.0026451644064634096,0.4779445077693178,0.3215734027474025,,0.000981794843898513
2025-08-01,0.0043710863164950165,0.008289204468320674,0.002977046585320416,0.3872426360748123,0.2283553996493706,,0.0011448733925749548
2025-09-01,0.003914057141320684,0.009737679508866327,0.00158651366854004,0.24432635486109694,0.16821585354950017,,0.0012743957865095198
2025-10-01,0.004326561771593109,0.009614862616088968,0.0037530251698420967,0.2713289496237691,0.15668253120227874,,0.0011680366382420871
2025-11-01,0.0042278692039183574,0.005563288398041173,0.0020269935778303733,0.25430539054978796,0.1111015116084449,0.002808411094747086,0.0008430442761733367
2025-12-01,0.004197661346419326,0.0047274783777372644,0.0004982296371923936,0.17215508279683608,0.029284167013808902,0.0012762599121127001,0.0007163658564935161
2026-01-01,0.003489416525677329,0.005237796305330162,0.002068068791201829,0.21367864116074992,0.015184567062156751,0.0008854596312464387,0.0007547672406737741
2026-02-01,0.0024727776155605216,0.00333887627173695,0.002805542309573032,0.14749491918030336,0.02062896546464083,0.0008592730330238465,0.000519327827647275
2026-03-01,0.0024880347525759743,0.0029436177200117,0.001649629954927942,0.12304720089960736,0.0132782939350215,0.0007798573957847161,0.00047820955286329676
2026-04-01,0.0027966209051179265,0.0025080481821063167,0.00144950438514474,0.05497052138562165,0.06676153975804891,0.0011043654957307934,0.0004583633280857534
2026-05-01,0.004126019927201506,0.002736003656776803,0.0014483578968267161,0.09212017795318435,0.051123854323444365,0.0009296167285782935,0.0004721341901779871
2026-06-01,0.00365199046388201,0.00279828586849976,0.00153127962452482,0.09379215486509822,0.03049558417558288,0.0007521259648787333,0.0003700278262489234
2026-07-01,0.003946063410457806,0.0030016012135468837,0.0011297025932472354,0.06408192024829375,0.015237194429631225,0.0010395688231729227,0.00041618527416575804
2026-08-01,0.0033004209361717483,0.003613848177325897,0.0010470938903147807,0.07066501315058563,0.02683569532186292,0.0010768284382917032,0.0004518479494606968
