date,ev_b,nav_b
2024-05-29,0.060380629935024,0.007954275653999998
2024-05-30,0.05962032962116,0.0080448176376
2024-05-31,0.056191497615344,0.0079428521052
2024-06-01,0.056191497615344,0.0079719148188
2024-06-02,0.056191497615344,0.0079738254144
2024-06-03,0.06750351498637601,0.008098076519999999
2024-06-04,0.072442066756752,0.0083042419104
2024-06-05,0.09148493740864799,0.0083723770692
2024-06-06,0.08518899795806399,0.0083314729008
2024-06-07,0.09215496056091499,0.0081608836716
2024-06-08,0.09215496056091499,0.008158472766
2024-06-09,0.09215496056091499,0.0081977700564
2024-06-10,0.09368884945780201,0.009804114268829999
2024-06-11,0.102877386738766,0.00949641020363
2024-06-12,0.124072870505438,0.0096278982506
2024-06-13,0.10988198393199002,0.00941491630835
2024-06-14,0.10386978946415999,0.00931130530169
2024-06-15,0.10386978946415999,0.009337771631999999
2024-06-16,0.10386978946415999,0.00939938439125
2024-06-17,0.10250546283197699,0.009378655418509999
2024-06-18,0.096655156102764,0.0091911706488
2024-06-19,0.09541401677336699,0.00916168539909
2024-06-20,0.09257035235462999,0.00914716778248
2024-06-21,0.09888997000286401,0.00904551201988
2024-06-22,0.09888997000286401,0.00906169709571
2024-06-23,0.09888997000286401,0.008911656801529999
2024-06-24,0.10810412588219499,0.008501361673
2024-06-25,0.10808686512443,0.00871673617941
2024-06-26,0.11918343422050001,0.008579469864280001
2024-06-27,0.12264594222815899,0.00869214468269
2024-06-28,0.118000254698756,0.00850846459785
2024-06-29,0.118000254698756,0.00858920235257
2024-06-30,0.11800025039384,0.00884067410646
2024-07-01,0.11863829020200001,0.010132363744579998
2024-07-02,0.1073770088856,0.010004978118519999
2024-07-03,0.1016473459893,0.00969934518266
2024-07-04,0.09630832128,0.00919895774924
2024-07-05,0.0965408872704,0.00913401431838
2024-07-06,0.0965408872704,0.009392897853499999
2024-07-07,0.0965408872704,0.009007365677939999
2024-07-08,0.0966426980192,0.01155148827276
2024-07-09,0.10423488745267999,0.011826206613520001
2024-07-10,0.10518513755407999,0.01175790138588
2024-07-11,0.11483190215899998,0.01168214975364
2024-07-12,0.11325590418968,0.01179792249996
2024-07-13,0.11325590418968,0.012065942132559999
2024-07-14,0.11325590418968,0.012388621023439999
2024-07-15,0.11325590418968,0.01319310572112
2024-07-16,0.12325805869867999,0.01468466194491
2024-07-17,0.15631368039044,0.01445833550829
2024-07-18,0.1505480424425,0.01443510906174
2024-07-19,0.17344943327060003,0.015049837184490001
2024-07-20,0.17344943327060003,0.01515276452247
2024-07-21,0.17344943327060003,0.01538231039952
2024-07-22,0.20656416653465998,0.0166186465378
2024-07-23,0.26319089643,0.0162203936476
2024-07-24,0.360668751,0.016079480736
2024-07-25,0.2659090114428,0.016185015365800002
2024-07-26,0.28040296002576,0.0167086444392
2024-07-27,0.28040296002576,0.016702575865900002
2024-07-28,0.28040296002576,0.016787415357000002
2024-07-29,0.24342115201638,0.016425108985500002
2024-07-30,0.18593447303309998,0.0162770795832
2024-07-31,0.14925045850674,0.0158933204238
2024-08-01,0.11420180078490598,0.0160602393982
2024-08-02,0.10799343350196,0.0151082285794
2024-08-03,0.10799343350196,0.0149254260307
2024-08-04,0.10799343350196,0.0142996323905
2024-08-05,0.09081570972822,0.013290623228800001
2024-08-06,0.08709719757234,0.0137872671992
2024-08-07,0.09826165512601799,0.013565881119000001
2024-08-08,0.12374850826646,0.015178955624200002
2024-08-09,0.16095125396672003,0.0149714753587
2024-08-10,0.16095125396672003,0.014989405569800001
2024-08-11,0.16095125396672003,0.0144451453151
2024-08-12,0.16095125396672003,0.014601666292200001
2024-08-13,0.152279256517424,0.018368402666670003
2024-08-14,0.14673677290495998,0.017788716087660004
2024-08-15,0.13771030540256,0.017441065385730002
2024-08-16,0.152530355110184,0.01784884064607
2024-08-17,0.152530355110184,0.01803327273657
2024-08-18,0.152530355110184,0.017712118424700003
2024-08-19,0.14684978544092,0.01801968810831
2024-08-20,0.16296106190034199,0.021267932837939995
2024-08-21,0.163548291026102,0.02204116656048
2024-08-22,0.170825226358064,0.02176008468414
2024-08-23,0.20184247982083997,0.02309467493952
2024-08-24,0.20184247982083997,0.023128156544579996
2024-08-25,0.20184247982083997,0.023154211006379998
2024-08-26,0.23929005573365,0.02264539944
2024-08-27,0.23105694713521996,0.021420025308240002
2024-08-28,0.21864827970212,0.021278127592079997
2024-08-29,0.18476877482015003,0.02139293659602
2024-08-30,0.186859179689486,0.021302232473819998
2024-08-31,0.186859179689486,0.02125019562342
2024-09-01,0.186859179689486,0.020648611434
2024-09-02,0.16463083120376,0.02131198397778
2024-09-03,0.15239967703052,0.020709815995439997
2024-09-04,0.13894119218138,0.020890777386
2024-09-05,0.15813497238439997,0.02023700859612
2024-09-06,0.1519432255225,0.01944174930366
2024-09-07,0.1519432255225,0.01951610001678
2024-09-08,0.1519432255225,0.019777286086259997
2024-09-09,0.14981687047904,0.020560285727400002
2024-09-10,0.158621321257342,0.0229907906597
2024-09-11,0.158108258372128,0.0228740132357
2024-09-12,0.15770702048290003,0.0231869950782
2024-09-13,0.150914189866768,0.024146504280499997
2024-09-14,0.150914189866768,0.023934725550499997
2024-09-15,0.150914189866768,0.0235797588739
2024-09-16,0.150914189866768,0.0232153957625
2024-09-17,0.14608981220406997,0.024054474258
2024-09-18,0.149830551960208,0.0246354020594
2024-09-19,0.158153066949238,0.0251103926362
2024-09-20,0.16077744637653402,0.0252103194927
2024-09-21,0.16077744637653402,0.025270961594199996
2024-09-22,0.16077744637653402,0.0253566781378
2024-09-23,0.16077744637653402,0.0252614415221
2024-09-24,0.15003515596825603,0.0256339726719
2024-09-25,0.14691946929456,0.0251784928587
2024-09-26,0.1449164743779,0.025994626664299997
2024-09-27,0.150623916130512,0.026238626869999997
2024-09-28,0.150623916130512,0.0262665409817
2024-09-29,0.150623916130512,0.026163251988299996
2024-09-30,0.14761631622320098,0.0252464375375
2024-10-01,0.14515496522131202,0.03080490697
2024-10-02,0.1436579032351,0.030724522327910002
2024-10-03,0.14460904563989602,0.03223827736785
2024-10-04,0.156094021095816,0.03295247115765
2024-10-05,0.156094021095816,0.03293155037235
2024-10-06,0.156094021095816,0.0333346655649
2024-10-07,0.17218581400573998,0.03977714126028
2024-10-08,0.176224734473904,0.03972709391202
2024-10-09,0.1846415602342,0.038739870638279994
2024-10-10,0.1847564896265,0.038548819714529996
2024-10-11,0.19997614961137003,0.046795284375
2024-10-12,0.19997614961137003,0.047295821295
2024-10-13,0.19997614961137003,0.047039707050000004
2024-10-14,0.19997614961137003,0.049450139025
2024-10-15,0.23874951297263003,0.0573653119416
2024-10-16,0.2580816683848,0.0582368960894
2024-10-17,0.24065252667895898,0.05805935602705
2024-10-18,0.24418727800258597,0.05894122476235
2024-10-19,0.24418727800258597,0.05888749156604999
2024-10-20,0.24418727800258597,0.059448365181100006
2024-10-21,0.269676421498105,0.05801096341774999
2024-10-22,0.291678141719872,0.0580401902108
2024-10-23,0.26352789094404,0.05736919713735
2024-10-24,0.26728311424639994,0.058709279623399994
2024-10-25,0.255327366748302,0.05733767044634999
2024-10-26,0.255327366748302,0.0577236139956
2024-10-27,0.255327366748302,0.05852524471815
2024-10-28,0.2720650940843,0.071195028165
2024-10-29,0.325518670393524,0.0740457514395
2024-10-30,0.36765373383302996,0.0736370172747
2024-10-31,0.33981162187124997,0.07147332457109999
2024-11-01,0.37815787753111196,0.07072951065929999
2024-11-02,0.37815787753111196,0.0706191919398
2024-11-03,0.37815787753111196,0.06998715273059998
2024-11-04,0.37815787753111196,0.0690395419116
2024-11-05,0.40530352867509,0.07064137786409999
2024-11-06,0.49122466265445,0.0770210478135
2024-11-07,0.494637259005512,0.07729946639999999
2024-11-08,0.3767663340922,0.0779579474841
2024-11-09,0.3767663340922,0.0781099908102
2024-11-10,0.3767663340922,0.08189031347639998
2024-11-11,0.41274270800350005,0.0903836941641
2024-11-12,0.43799888775108,0.08963503376309999
2024-11-13,0.39604433180989207,0.0921380927094
2024-11-14,0.48675390139060404,0.08892737506799998
2024-11-15,0.464365023592396,0.0927128904012
2024-11-16,0.464365023592396,0.0922831004808
2024-11-17,0.464365023592396,0.09151993115729999
2024-11-18,0.47878989088614404,0.09216505385099999
2024-11-19,0.5493558826899201,0.10558859278809998
2024-11-20,0.539076203710964,0.10782435131349999
2024-11-21,0.6119463227737599,0.1124459881161
2024-11-22,0.6376663745132001,0.1131141592287
2024-11-23,0.6376663745132001,0.1116917111833
2024-11-24,0.6376663745132001,0.11197660973219999
2024-11-25,0.6243455957283441,0.1062329814229
2024-11-26,0.6128733413908,0.10501019424659999
2024-11-27,0.53721324446672,0.1096040848251
2024-11-28,0.569433597172312,0.1092777782637
2024-11-29,0.5705500090295,0.1113624917824
2024-11-30,0.5705500090295,0.1101914846118
2024-12-01,0.5705500090295,0.11110275788219999
2024-12-02,0.5777645422971139,0.1095032206181
2024-12-03,0.5760678733642599,0.1095736199508
2024-12-04,0.564801913310508,0.11279684248960001
2024-12-05,0.68740984532756,0.1108526534867
2024-12-06,0.64929110092688,0.11410489019150001
2024-12-07,0.64929110092688,0.1141482629428
2024-12-08,0.64929110092688,0.11557117932710001
2024-12-09,0.6503064329372099,0.11117315721489998
2024-12-10,0.6483096798088399,0.11041461954039998
2024-12-11,0.7012105629762382,0.1156021582319
2024-12-12,0.79751506710146,0.11426380557629999
2024-12-13,0.79353280402826,0.1158610468375
2024-12-14,0.79353280402826,0.1158281945771
2024-12-15,0.79353280402826,0.1193096317704
2024-12-16,0.9474160810402001,0.12119675196489998
2024-12-17,1.00439539011536,0.12123922230709999
2024-12-18,0.8648377423500799,0.11440117737169998
2024-12-19,0.908881281793,0.11122730176090001
2024-12-20,0.9005512982735501,0.11167598185
2024-12-21,0.9005512982735501,0.1110649480832
2024-12-22,0.9005512982735501,0.10861778594749999
2024-12-23,0.8882494189119601,0.1669742070744
2024-12-24,0.81465806775924,0.17372247019530002
2024-12-25,0.86056507420308,0.1750471518972
2024-12-26,0.86437923354819,0.16856868468510003
2024-12-27,0.8639826393158999,0.16592992846110002
2024-12-28,0.8639826393158999,0.1676195535318
2024-12-29,0.8639826393158999,0.1648576870665
2024-12-30,0.8756693845807201,0.16319676481290002
2024-12-31,0.8756582676072,0.16448920209780002
2025-01-01,0.8756582676072,0.1663029417441
2025-01-02,0.8756582676072,0.17074245174810002
2025-01-03,0.8756582676072,0.1729155492549
2025-01-04,0.8756582676072,0.1730447736015
2025-01-05,0.8756582676072,0.17328348800670001
2025-01-06,0.8991484278651001,0.1802152976259
2025-01-07,0.9461680544153999,0.17081079934020002
2025-01-08,0.89508765083765,0.16745359169370003
2025-01-09,0.87640122205293,0.1630676638056
2025-01-10,0.8950040264445599,0.1668625321482
2025-01-11,0.8950040264445599,0.16662261958980001
2025-01-12,0.8950040264445599,0.1665250053438
2025-01-13,0.8950040264445599,0.1665194198355
2025-01-14,0.91701663015256,0.17009363417040002
2025-01-15,0.9069809196150799,0.17709802015770001
2025-01-16,0.93488522412336,0.1761668965422
2025-01-17,1.07205351315804,0.18343549293
2025-01-18,1.07205351315804,0.18401342565
2025-01-19,1.07205351315804,0.1783329989487
2025-01-20,1.25263696280667,0.17997922620569998
2025-01-21,1.0773616057817201,0.1870515545274
2025-01-22,1.0753973138316202,0.1826604111489
2025-01-23,1.01223876693996,0.1831172070564
2025-01-24,1.10416293000456,0.18474512723730002
2025-01-25,1.10416293000456,0.18453948538440001
2025-01-26,1.10416293000456,0.18071498037
2025-01-27,1.03380269738199,0.17983296341580002
2025-01-28,1.05864149222976,0.1784719671
2025-01-29,1.11323392447562,0.1828016170275
2025-01-30,1.2562326158678698,0.1845554842536
2025-01-31,1.25397926161285,0.1804476160074
2025-02-01,1.25397926161285,0.1772982174615
2025-02-02,1.25397926161285,0.1721050514748
2025-02-03,1.1394261811047601,0.178771857798
2025-02-04,1.2668803316241,0.17231390014950002
2025-02-05,1.32741420845442,0.1702757710767
2025-02-06,1.3943419241269,0.1701458947938
2025-02-07,1.4260106972159199,0.1700973695892
2025-02-08,1.4260106972159199,0.16999018773750002
2025-02-09,1.4260106972159199,0.1699894300818
2025-02-10,1.5258460803818403,0.1716960759759
2025-02-11,1.5523828803818402,0.16875297121920002
2025-02-12,1.7241748016225003,0.1724327992347
2025-02-13,1.6829426881040401,0.17025279472709998
2025-02-14,1.5573333661161002,0.1718099357697
2025-02-15,1.5573333661161002,0.1719648323106
2025-02-16,1.5573333661161002,0.1693622673612
2025-02-17,1.5985686131012797,0.194573064156
2025-02-18,1.6039920660274802,0.19421878450799998
2025-02-19,1.627033346928,0.19630023838260002
2025-02-20,1.70718404356566,0.20653010347200002
2025-02-21,1.6883191379731601,0.2019307245703
2025-02-22,1.6883191379731601,0.2028234178212
2025-02-23,1.6883191379731601,0.20215952065980003
2025-02-24,1.6883191379731601,0.19217363710820004
2025-02-25,1.6377402717967202,0.19798554473740002
2025-02-26,1.36678684533804,0.18799066941780002
2025-02-27,1.0913045010945002,0.18913814590190003
2025-02-28,0.9108437695345201,0.1884062695273
2025-03-01,0.9108437695345201,0.19225278878760002
2025-03-02,0.9108437695345201,0.2106842904548
2025-03-03,1.21140838810724,0.20601205171100004
2025-03-04,0.99935299915579,0.20861552685960003
2025-03-05,1.2136322415664498,0.2616644782773
2025-03-06,1.3418451079565,0.25969520201850005
2025-03-07,1.24583241794326,0.2505550258098
2025-03-08,1.24583241794326,0.24896578278690001
2025-03-09,1.24583241794326,0.2330600099517
2025-03-10,1.0861627471875999,0.22683790792710004
2025-03-11,1.0113989921278401,0.2394579340251
2025-03-12,1.0950330751204798,0.2551620980943
2025-03-13,1.18830457039635,0.2472747722343
2025-03-14,1.1581526494004,0.25614133430490005
2025-03-15,1.1581526494004,0.25727279651460006
2025-03-16,1.1581526494004,0.25181666412570003
2025-03-17,1.2264057045953998,0.256235610114
2025-03-18,1.2189639124039002,0.2646368589876
2025-03-19,1.2364034696963402,0.2780103407796
2025-03-20,1.2364034696963402,0.26938778583420003
2025-03-21,1.4398502296949,0.2689991126196001
2025-03-22,1.4398502296949,0.2683273345203
2025-03-23,1.4398502296949,0.27549826892940005
2025-03-24,1.57328942412136,0.2932050022362
2025-03-25,1.5442225382177601,0.2928842722788
2025-03-26,1.5661350021145999,0.2912030027601
2025-03-27,1.4740621593455399,0.29217943017479997
2025-03-28,1.35231243449704,0.282679873818
2025-03-29,1.35231243449704,0.2767672066683
2025-03-30,1.35246032699704,0.27597375679979996
2025-03-31,1.25719123616044,0.33393468406320004
2025-04-01,1.29399931192574,0.3446001687237
2025-04-02,1.29421378251912,0.3469541013808
2025-04-03,1.28038769226416,0.34983206372330006
2025-04-04,1.2374573539140001,0.3527166715616
2025-04-05,1.2374573539140001,0.3511944744825
2025-04-06,1.2374573539140001,0.3296281582075
2025-04-07,0.9845053500642601,0.3328636734601
2025-04-08,1.14543287186496,0.3207151603564
2025-04-09,1.0496292091593,0.3473943444475
2025-04-10,1.18679533057944,0.3345979375634
2025-04-11,1.2018610303350001,0.3506990906247
2025-04-12,1.2018610303350001,0.3586507207701
2025-04-13,1.2018610303350001,0.35218212975070007
2025-04-14,1.26087892082154,0.3827722249036
2025-04-15,1.28499252335188,0.3784255907978
2025-04-16,1.2146464420285,0.3802307982872
2025-04-17,1.2833067896435202,0.38445376386970004
2025-04-18,1.24301013375664,0.38221162141470005
2025-04-19,1.24301013375664,0.38496518049990003
2025-04-20,1.24301013375664,0.3854283152734
2025-04-21,1.2583516560116401,0.42492052507070005
2025-04-22,1.2199995462354798,0.45389051539100006
2025-04-23,1.32687269088832,0.4551131040092
2025-04-24,1.2691395921186002,0.4701107402196001
2025-04-25,1.1927687412401002,0.4735448970879
2025-04-26,1.1927687412401002,0.4733341466664
2025-04-27,1.1927687412401002,0.4689037878057001
2025-04-28,1.23741742891952,0.47521380042570005
2025-04-29,1.23741742891952,0.4713563927109
2025-04-30,1.3688895804544,0.4709136418254
2025-05-01,1.40037324834488,0.4826258652498
2025-05-02,1.56530254016536,0.4846500192981
2025-05-03,1.56530254016536,0.4793076086133
2025-05-04,1.56530254016536,0.47136369272550005
2025-05-05,1.56530254016536,0.4736708973399001
2025-05-06,1.56530254016536,0.48419681839170003
2025-05-07,1.8382134111713597,0.5391599381832
2025-05-08,1.9579268447034002,0.5735741694849
2025-05-09,2.02977312080416,0.5720935926696
2025-05-10,2.02977312080416,0.5822827586619
2025-05-11,2.02977312080416,0.5784855204761999
2025-05-12,2.122865814832,0.6986312551621001
2025-05-13,2.3491749365294003,0.7076757250706001
2025-05-14,2.4675674488729604,0.7036954379338001
2025-05-15,2.4210320440513002,0.7053336161443
2025-05-16,2.5641291946742997,0.7033872388803001
2025-05-17,2.5641291946742997,0.7010836633307
2025-05-18,2.5641291946742997,0.7235946988946
2025-05-19,2.8584735080122203,0.8238072601618001
2025-05-20,3.2669965512824,0.8336903408324001
2025-05-21,3.91183576241276,0.8556575089953999
2025-05-22,4.52644042009658,0.8714368512253001
2025-05-23,3.44976268779872,0.8371720312961001
2025-05-24,3.44976268779872,0.8407943559401
2025-05-25,3.44976268779872,0.8505807944867999
2025-05-26,4.0764615272897595,0.8538227906432
2025-05-27,4.6579626198392,0.8500330777846
2025-05-28,5.13012146370592,0.8409915401928999
2025-05-29,4.8328766293012,0.8234671797258001
2025-05-30,4.531238135613981,0.8114604683326
2025-05-31,4.531238135613981,0.8162388324587
2025-06-01,4.531238135613981,0.8244449889794
2025-06-02,5.01153656393284,0.94128310672
2025-06-03,5.692124285436599,0.9372202241600001
2025-06-04,5.577344595064121,0.9310480414400001
2025-06-05,5.78520016670488,0.9027559376000001
2025-06-06,5.642415774515941,0.92788933512
2025-06-07,5.642415774515941,0.93874184976
2025-06-08,5.642415774515941,0.9402117471999999
2025-06-09,6.49508833085648,0.9803566211999999
2025-06-10,6.575159948092439,0.98034853312
2025-06-11,6.291041288131321,0.9658533605599999
2025-06-12,6.809161010667359,0.9396486923999999
2025-06-13,6.37331091913734,0.9431830056
2025-06-14,6.37331091913734,0.9373766529600001
2025-06-15,6.37331091913734,0.938566134
2025-06-16,8.1560666820644,1.0685338
2025-06-17,7.921980318053201,1.0459044
2025-06-18,7.7879068845086,1.049156
2025-06-19,7.7124992134084005,1.046719
2025-06-20,7.612385362932679,1.033178
2025-06-21,7.612385362932679,1.0216003
2025-06-22,7.612385362932679,1.0099687
2025-06-23,7.009366082010099,1.17131484229
2025-06-24,6.63958976216536,1.179332651
2025-06-25,7.19178325188008,1.19332384442
2025-06-26,6.85277931405144,1.3212809058
2025-06-27,6.7510393244728,1.3223146761000002
2025-06-28,6.7510393244728,1.325262909
2025-06-29,6.7510393244728,1.3380306017999999
2025-06-30,7.703379628678999,1.4307623535
2025-07-01,7.40227519428432,1.411252263
2025-07-02,7.3128883548728,1.453659072
2025-07-03,7.28424198364044,1.4635448805
2025-07-04,7.206127361020699,1.44218181
2025-07-05,7.206127361020699,1.4450927775
2025-07-06,7.206127361020699,1.458060033
2025-07-07,7.20880643569664,1.6841373612000001
2025-07-08,7.2398055995641,1.6948423121999998
2025-07-09,7.126459707723719,1.73100473175
2025-07-10,7.143653541128001,1.8048668715
2025-07-11,7.288956233840559,1.8289904987999999
2025-07-12,7.288956233840559,1.82728707075
2025-07-13,7.288956233840559,1.85307974955
2025-07-14,7.294546805219239,1.9600113859200001
2025-07-15,6.6826240682838405,1.92596537728
2025-07-16,6.299454949588439,1.94068283136
2025-07-17,6.2958507184724795,1.95036337888
2025-07-18,6.21257963573274,1.9299129136000002
2025-07-19,6.21257963573274,1.92813250784
2025-07-20,6.21257963573274,1.9182972703999999
2025-07-21,6.21257963573274,1.9201955740799999
2025-07-22,5.4315827847874,1.9626720198399998
2025-07-23,5.869169393679001,1.94278831488
2025-07-24,5.830891864500501,1.93602839808
2025-07-25,5.6045962167413395,1.92353923104
2025-07-26,5.6045962167413395,1.92903938976
2025-07-27,5.6045962167413395,1.95350018304
2025-07-28,5.842688410168,2.0227853478799998
2025-07-29,5.633527534478641,2.02043483748
2025-07-30,5.6004272995744,2.0186661298
2025-07-31,5.3566324999309005,1.98321967916
2025-08-01,5.11239329227444,1.9401772423599999
2025-08-02,5.11239329227444,1.92808222168
2025-08-03,5.11239329227444,1.95674388636
2025-08-04,4.7643581020761,2.02433730075
2025-08-05,4.464315799141,2.00781735525
2025-08-06,4.44658689283776,2.0239322638500004
2025-08-07,4.730416838274,2.0676850465500003
2025-08-08,4.878118957657559,2.05305128505
2025-08-09,4.878118957657559,2.0496857134499997
2025-08-10,4.878118957657559,2.09924836515
2025-08-11,4.878118957657559,2.0885588748
2025-08-12,4.7917504489215,2.1756100293399996
2025-08-13,4.91776236334056,2.23452165619
2025-08-14,4.68400507038048,2.14439426627
2025-08-15,4.337051570299799,2.12713565648
2025-08-16,4.337051570299799,2.12747473184
2025-08-17,4.337051570299799,2.1280710118000004
2025-08-18,4.480858950371999,2.19642432288
2025-08-19,4.44824030918004,2.13162771672
2025-08-20,4.15846003901796,2.158445088
2025-08-21,4.1838503952984,2.1245279064
2025-08-22,4.19629792252,2.2081711478399995
2025-08-23,4.19629792252,2.17937053656
2025-08-24,4.23436759752,2.143372464
2025-08-25,4.60698953442048,2.09143591034
2025-08-26,4.342239754566959,2.12296609791
2025-08-27,4.5666260077158,2.11280971111
2025-08-28,4.63448618667132,2.1379089763500003
2025-08-29,4.530310035643141,2.05821267512
2025-08-30,4.530310035643141,2.06675121863
2025-08-31,4.55878636360314,2.0557368184500002
2025-09-01,4.29739808305968,2.184811
2025-09-02,4.37553710279076,2.2249588
2025-09-03,4.114034994944,2.2351282
2025-09-04,3.8186304618456,2.2144158
2025-09-05,3.66508375767386,2.2134004
2025-09-06,3.66508375767386,2.204252
2025-09-07,3.66508375767386,2.2225922
2025-09-08,3.5245448856867605,2.25669326952
2025-09-09,3.17894970420708,2.24615710752
2025-09-10,3.6906475676715598,2.29518121992
2025-09-11,3.3422991276456,2.32651344
2025-09-12,3.0547559717088606,2.33791102008
2025-09-13,3.0547559717088606,2.3351386956
2025-09-14,3.0547336517088604,2.3219653216800005
2025-09-15,3.0547336517088604,2.32331342688
2025-09-16,4.7107895721704995,2.3525404281599998
2025-09-17,3.2634500524930172,2.3455298784000003
2025-09-18,2.7369018043264166,2.35828784664
2025-09-19,3.337465057928816,2.3295449148
2025-09-20,3.337465057928816,2.3307903264000003
2025-09-21,3.337465057928816,2.3213237887200004
2025-09-22,3.8318995921052035,2.88098355745
2025-09-23,3.8318995921052035,2.86259980155
2025-09-24,3.5849881810318442,2.89661248435
2025-09-25,3.3435762662772843,2.7864078246
2025-09-26,3.228798811570644,2.80331424595
2025-09-27,3.228798811570644,2.8029020438
2025-09-28,3.228798811570644,2.86721145685
2025-09-29,3.206925192498504,2.9225993638500003
2025-09-30,4.328576051895959,3.5159090253300005
2025-10-01,3.895293328229639,3.65745625531
2025-10-02,4.379907346478219,3.71791094636
2025-10-03,4.703860767911399,3.7702200431999997
2025-10-04,4.703860767911399,3.77454019488
2025-10-05,4.703860767911399,3.8072813101699996
2025-10-06,4.379179792071779,3.84424733407
2025-10-07,4.5786448795969195,3.74172572085
2025-10-08,4.181142547471639,3.80180899475
2025-10-09,4.064913848827959,3.75160634173
2025-10-10,4.040583405385959,3.48239117044
2025-10-11,4.040583405385959,3.41422949647
2025-10-12,4.040583405385959,3.54674034754
2025-10-13,4.040583405385959,3.55309142669
2025-10-14,3.5155918341732795,3.485094964
2025-10-15,3.3641970776983596,3.4153153907599996
2025-10-16,3.1527049836473595,3.334986954
2025-10-17,2.935058315452439,3.2815182959
2025-10-18,2.935058315452439,3.30450023293
2025-10-19,2.935058315452439,3.34974438994
2025-10-20,3.328706613954559,3.40803931338
2025-10-21,3.0751833932889188,3.34005024821
2025-10-22,3.0451141635627588,3.31612266154
2025-10-23,3.076106350955639,3.39410639269
2025-10-24,3.3914974344243594,3.4226515729900004
2025-10-25,3.3914974344243594,3.4418875908300004
2025-10-26,3.3914974344243594,3.53071577807
2025-10-27,3.533436443912759,3.51650545038
2025-10-28,3.6338514965934787,3.48012475525
2025-10-29,3.440660922017959,3.3915203429900003
2025-10-30,3.496482726739419,3.33838303214
2025-10-31,3.528365888117499,3.37682208721
2025-11-01,3.528365888117499,3.39214050175
2025-11-02,3.528365888117499,3.40705143623
2025-11-03,3.528365888117499,3.28443661754
2025-11-04,3.2360298198197746,3.12755278745
2025-11-05,3.1595739714205546,3.201554187
2025-11-06,3.054915369566735,3.1220770815
2025-11-07,2.9806629683693746,3.18353105421
2025-11-08,2.9806629683693746,3.15274812411
2025-11-09,2.9806629683693746,3.22701244385
2025-11-10,3.0553471492672544,3.2666024297400003
2025-11-11,2.9511523107954747,3.1750571950500004
2025-11-12,3.0264510352882747,3.13281920523
2025-11-13,2.8253741986693943,3.0704189664199997
2025-11-14,2.847085407049774,2.9128955590800003
2025-11-15,2.847085407049774,2.9449816856199997
2025-11-16,2.847085407049774,2.90303250731
2025-11-17,2.7087982486263553,2.8388167938000004
2025-11-18,2.3735715712435344,2.8639024005800002
2025-11-19,2.616545888379275,2.8191208968000003
2025-11-20,2.697991191095615,2.66732625224
2025-11-21,2.503355503808152,2.6220780882400003
2025-11-22,2.503355503808152,2.610214932
2025-11-23,2.503355503808152,2.6756916144400003
2025-11-24,2.503355503808152,2.7206290826
2025-11-25,2.5667791442623122,2.69161878323
2025-11-26,2.567406252874972,2.7885210553199995
2025-11-27,2.745230953028812,2.8146546441
2025-11-28,2.821934674959812,2.8018939221
