time,funding_rate,annualized_pct
2026-05-21 16:00:00.001,5e-05,5.4750000000000005
2026-05-22 00:00:00.001,5e-05,5.4750000000000005
2026-05-22 08:00:00.001,5e-05,5.4750000000000005
2026-05-22 16:00:00.001,5e-05,5.4750000000000005
2026-05-23 00:00:00.001,5e-05,5.4750000000000005
2026-05-23 08:00:00.001,5e-05,5.4750000000000005
2026-05-23 16:00:00.001,5e-05,5.4750000000000005
2026-05-24 00:00:00.001,5e-05,5.4750000000000005
2026-05-24 08:00:00.001,5e-05,5.4750000000000005
2026-05-24 16:00:00.001,5e-05,5.4750000000000005
2026-05-25 00:00:00.001,5e-05,5.4750000000000005
2026-05-25 08:00:00.001,5e-05,5.4750000000000005
2026-05-25 16:00:00.001,5e-05,5.4750000000000005
2026-05-26 00:00:00.001,5e-05,5.4750000000000005
2026-05-26 08:00:00.001,5e-05,5.4750000000000005
2026-05-26 16:00:00.001,5e-05,5.4750000000000005
2026-05-27 00:00:00.001,5e-05,5.4750000000000005
2026-05-27 08:00:00.001,5e-05,5.4750000000000005
2026-05-27 16:00:00.001,5e-05,5.4750000000000005
2026-05-28 00:00:00.001,5e-05,5.4750000000000005
2026-05-28 08:00:00.001,5e-05,5.4750000000000005
2026-05-28 16:00:00.001,5e-05,5.4750000000000005
2026-05-29 00:00:00.001,5e-05,5.4750000000000005
2026-05-29 08:00:00.001,5e-05,5.4750000000000005
2026-05-29 16:00:00.001,5e-05,5.4750000000000005
2026-05-30 00:00:00.001,5e-05,5.4750000000000005
2026-05-30 08:00:00.001,5e-05,5.4750000000000005
2026-05-30 16:00:00.001,5e-05,5.4750000000000005
2026-05-31 00:00:00.001,5e-05,5.4750000000000005
2026-05-31 08:00:00.001,5e-05,5.4750000000000005
2026-05-31 16:00:00.001,5e-05,5.4750000000000005
2026-06-01 00:00:00.001,5e-05,5.4750000000000005
2026-06-01 08:00:00.001,5e-05,5.4750000000000005
2026-06-01 16:00:00.001,5e-05,5.4750000000000005
2026-06-02 00:00:00.001,5e-05,5.4750000000000005
2026-06-02 08:00:00.001,5e-05,5.4750000000000005
2026-06-02 16:00:00.001,5e-05,5.4750000000000005
2026-06-03 00:00:00.001,5e-05,5.4750000000000005
2026-06-03 08:00:00.001,5e-05,5.4750000000000005
2026-06-03 16:00:00.001,5e-05,5.4750000000000005
2026-06-04 00:00:00.001,5e-05,5.4750000000000005
2026-06-04 08:00:00.001,5e-05,5.4750000000000005
2026-06-04 16:00:00.001,5e-05,5.4750000000000005
2026-06-05 00:00:00.001,5e-05,5.4750000000000005
2026-06-05 08:00:00.001,5e-05,5.4750000000000005
2026-06-05 16:00:00.001,5e-05,5.4750000000000005
2026-06-06 00:00:00.001,5e-05,5.4750000000000005
2026-06-06 08:00:00.001,5e-05,5.4750000000000005
2026-06-06 16:00:00.001,5e-05,5.4750000000000005
2026-06-07 00:00:00.002,5e-05,5.4750000000000005
2026-06-07 08:00:00.001,5e-05,5.4750000000000005
2026-06-07 16:00:00.001,5e-05,5.4750000000000005
2026-06-08 00:00:00.001,5e-05,5.4750000000000005
2026-06-08 08:00:00.001,5e-05,5.4750000000000005
2026-06-08 16:00:00.001,5e-05,5.4750000000000005
2026-06-09 00:00:00.001,5e-05,5.4750000000000005
2026-06-09 08:00:00.001,5e-05,5.4750000000000005
2026-06-09 16:00:00.001,5e-05,5.4750000000000005
2026-06-10 00:00:00.001,5e-05,5.4750000000000005
2026-06-10 08:00:00.001,5e-05,5.4750000000000005
2026-06-10 16:00:00.001,5e-05,5.4750000000000005
2026-06-11 00:00:00.001,5e-05,5.4750000000000005
2026-06-11 08:00:00.001,5e-05,5.4750000000000005
2026-06-11 16:00:00.001,5e-05,5.4750000000000005
2026-06-12 00:00:00.001,5e-05,5.4750000000000005
2026-06-12 08:00:00.001,5e-05,5.4750000000000005
2026-06-12 16:00:00.001,5e-05,5.4750000000000005
2026-06-13 00:00:00.001,0.0,0.0
2026-06-13 08:00:00.001,0.0,0.0
2026-06-13 16:00:00.001,0.0,0.0
2026-06-14 00:00:00.001,0.0,0.0
2026-06-14 08:00:00.001,0.00034016,37.24752
2026-06-14 16:00:00.001,0.0,0.0
2026-06-15 00:00:00.001,2.515e-05,2.753925
2026-06-15 08:00:00.002,0.0,0.0
2026-06-15 16:00:00.001,0.0,0.0
2026-06-16 00:00:00.001,-0.00074041,-81.07489500000001
2026-06-16 08:00:00.001,-0.00041451,-45.388845
2026-06-16 16:00:00.001,0.0,0.0
2026-06-17 00:00:00.001,-4.768e-05,-5.22096
2026-06-17 08:00:00.001,0.0,0.0
2026-06-17 16:00:00.001,0.0,0.0
2026-06-18 00:00:00.001,0.0002838,31.0761
2026-06-18 08:00:00.001,0.0007562,82.8039
2026-06-18 16:00:00.001,0.00092548,101.34006
2026-06-19 00:00:00.001,0.0005626,61.6047
2026-06-19 08:00:00.001,-0.0004021,-44.02995
2026-06-19 16:00:00.001,0.0,0.0
2026-06-20 00:00:00.001,0.0,0.0
2026-06-20 08:00:00.001,0.0,0.0
2026-06-20 16:00:00.001,0.0,0.0
2026-06-21 00:00:00.001,0.0,0.0
2026-06-21 08:00:00.001,0.0,0.0
2026-06-21 16:00:00.001,0.0,0.0
2026-06-22 00:00:00.001,-0.00107149,-117.328155
2026-06-22 08:00:00.001,0.00017384,19.035480000000003
2026-06-22 16:00:00.001,0.00095371,104.431245
2026-06-23 00:00:00.001,0.00030035,32.888325
2026-06-23 08:00:00.002,0.00048499,53.10640499999999
2026-06-23 16:00:00.001,0.00050441,55.23289499999999
2026-06-24 00:00:00.001,0.00036722,40.210589999999996
2026-06-24 08:00:00.001,0.0004403,48.21285
2026-06-24 16:00:00.001,0.00035467,38.836365
2026-06-25 00:00:00.002,0.00074542,81.62349
2026-06-25 08:00:00.001,0.00061673,67.531935
2026-06-25 16:00:00.001,0.00077731,85.11544500000001
2026-06-26 00:00:00.001,0.00011001,12.046095
2026-06-26 08:00:00.002,0.00060996,66.79062
2026-06-26 16:00:00.001,0.00038112,41.732639999999996
2026-06-27 00:00:00.001,0.0,0.0
2026-06-27 08:00:00.001,0.0,0.0
2026-06-27 16:00:00.001,0.0,0.0
2026-06-28 00:00:00.002,0.0,0.0
2026-06-28 08:00:00.002,0.0,0.0
2026-06-28 16:00:00.001,0.0,0.0
2026-06-29 00:00:00.001,0.00045999,50.368905000000005
2026-06-29 08:00:00.001,0.00053148,58.19706
2026-06-29 16:00:00.001,0.00035811,39.213045
2026-06-30 00:00:00.000,0.00081754,89.52063
2026-06-30 08:00:00.000,0.0,0.0
2026-06-30 16:00:00.001,0.0,0.0
2026-07-01 00:00:00.000,0.0,0.0
2026-07-01 08:00:00.001,0.0,0.0
2026-07-01 16:00:00.001,7.01e-05,7.675949999999999
2026-07-02 00:00:00.000,1.4e-05,1.533
2026-07-02 08:00:00.001,0.00068807,75.34366500000002
2026-07-02 16:00:00.001,0.00016659,18.241605
2026-07-03 00:00:00.001,5.608e-05,6.14076
2026-07-03 08:00:00.001,0.0,0.0
2026-07-03 16:00:00.001,-1.228e-05,-1.34466
2026-07-04 00:00:00.001,0.0,0.0
2026-07-04 08:00:00.001,0.0,0.0
2026-07-04 16:00:00.001,0.0,0.0
2026-07-05 00:00:00.002,0.0,0.0
2026-07-05 08:00:00.001,0.0,0.0
2026-07-05 16:00:00.001,0.0,0.0
2026-07-06 00:00:00.001,0.0,0.0
2026-07-06 08:00:00.001,7.993e-05,8.752335
2026-07-06 16:00:00.001,1.285e-05,1.407075
2026-07-07 00:00:00.001,0.0,0.0
2026-07-07 08:00:00.001,0.0,0.0
2026-07-07 16:00:00.001,6.155e-05,6.739725000000001
2026-07-08 00:00:00.002,0.00025265,27.665174999999998
2026-07-08 08:00:00.001,8.696e-05,9.522120000000001
2026-07-08 16:00:00.001,3.712e-05,4.06464
2026-07-09 00:00:00.001,0.0,0.0
2026-07-09 08:00:00.001,0.00013407,14.680664999999998
2026-07-09 16:00:00.001,0.0,0.0
2026-07-10 00:00:00.001,0.0,0.0
2026-07-10 08:00:00.001,0.0,0.0
2026-07-10 16:00:00.001,0.00013039,14.277705000000001
2026-07-11 00:00:00.001,0.00071791,78.611145
2026-07-11 08:00:00.001,0.0,0.0
