,Ethereum,Solana,Base,BSC,Tron,Others
2025-08-10,60.43176097335642,7.152303158656109,3.04608162676871,4.813320396806485,4.262652420374517,20.293881424037757
2025-08-17,61.229146529930496,7.032925513110834,3.11685184052523,4.632210562222033,4.21712611845551,19.771739435755897
2025-08-24,60.39101780508484,7.142245462222955,3.169009700618387,4.845836172719861,4.189921563128495,20.261969296225463
2025-08-31,60.522742436716854,7.363091134113716,3.103639664963793,4.804557615907524,4.065817145601451,20.140152002696656
2025-09-07,59.972985835209286,7.584994944368697,3.1557565496264304,4.791608350612285,4.014826108341105,20.479828211842197
2025-09-14,59.483543610011296,8.007143614382702,3.15027318696739,4.740395108611288,4.024479710560484,20.594164769466836
2025-09-21,59.25834324607217,7.977435410277003,3.166656022724293,4.803943456054257,4.042394732799235,20.751227132073037
2025-09-28,58.4600900403186,7.5810042636466495,3.197177057358595,5.049755591098292,4.047580343386535,21.66439270419133
2025-10-05,56.64126597814171,7.503749285613028,3.1964413073205464,4.995731327132759,3.8971946692749753,23.765617432516972
2025-10-12,56.328179774624445,7.497114285234976,3.2314603217232736,5.407725050024843,3.8504317690290724,23.685088799363395
2025-10-19,56.762084029140475,7.430898527291052,3.2599370975620627,5.659190126191086,3.867764718898414,23.02012550091691
2025-10-26,56.86773801295844,7.547985208720536,3.369071409392751,5.608983376627548,3.892735385790477,22.713486606510255
2025-11-02,57.41965041388003,7.704572306728517,3.4728050669194084,5.634888885549507,3.643305259870297,22.12477806705225
2025-11-09,57.34353820141865,7.740215946804203,3.605358558673658,5.84185768411591,3.7388129201037104,21.73021668888387
2025-11-16,57.87601026902298,7.705319822124742,3.6518665829375094,5.7949215038665844,3.7515358789366964,21.22034594311149
2025-11-23,58.09239585586085,7.786435470537709,3.617346155564811,5.9690691623810945,3.800557528861809,20.73419582679372
2025-11-30,58.20962997651767,7.729833091862626,3.672644618250406,5.996157964905014,3.788681641323734,20.603052707140552
2025-12-07,58.619352251493694,7.588405873266764,3.785533456933003,5.932928848267511,3.7624563894328524,20.311323180606173
2025-12-14,59.051054604978965,7.4230612781713115,3.796447241481893,5.808035337788025,3.7403332710322066,20.1810682665476
2025-12-21,59.295446778730955,7.4248991061076035,3.7418920833505536,5.669889978464027,3.743811687174747,20.12406036617211
2025-12-28,59.41509592072459,7.256557242738216,3.8176929616575106,5.576664433302743,3.825378276618667,20.10861116495827
2026-01-04,59.562879106062084,7.276983286866956,3.9065105370737996,5.703341205917731,3.834626902988532,19.715658961090902
2026-01-11,59.91119770356356,7.303225202288376,3.9492250811593377,5.661671560421658,3.8408036498269147,19.33387680274016
2026-01-18,59.46001907655148,7.248169037474445,4.0853065363635,5.696672273921657,3.8068508429418273,19.702982232747086
2026-01-25,59.00693020283253,7.056477784334608,4.161622616509965,5.743746186459148,4.058224630625064,19.972998579238684
2026-02-01,59.09259348718201,7.056093031698003,4.081474889444979,5.803221260627981,4.070060461489965,19.896556869557063
2026-02-08,58.28428970564406,7.055053224114521,4.159733658039956,5.876276327195036,4.2158174253603535,20.408829659646074
2026-02-15,58.755590413492556,6.833930360795385,4.192650144326942,5.922652391604425,4.289996342711977,20.005180347068713
2026-02-22,58.42012894107252,7.122262056054849,4.203716543999377,6.230225259490118,4.423202629026835,19.600464570356298
2026-03-01,58.74018497635617,7.234608387541877,4.285342504837662,6.272916062309056,4.597366312241873,18.86958175671336
2026-03-08,58.63289762153505,7.305060008169129,4.376745861062185,6.324071155957065,4.429463735433829,18.931761617842742
2026-03-15,59.440845304994205,7.2389686147430155,4.394514132792101,6.266886490930797,4.255504245838842,18.40328121070104
2026-03-22,59.844428545961925,7.322732345377105,4.414181618473602,6.067127478336487,4.265205925969387,18.086324085881497
2026-03-29,58.5305672655888,7.1479372720914345,4.409148155852969,5.831862674876446,4.418124908288526,19.66235972330182
2026-04-05,57.91000975423592,6.343831336652969,4.425755574717027,5.8451979975046084,5.190993402627908,20.284211934261567
2026-04-12,57.67937576590735,6.100401398951114,4.569464287982414,5.804147742354247,5.2762164451540245,20.57039435965085
2026-04-19,57.565353936880065,6.148858689152392,4.714060905527768,5.816985550188874,5.348168393302596,20.406572524948302
2026-04-26,54.881490446607685,6.690424047048606,5.183169613260325,6.612649873121612,6.062319619042945,20.569946400918827
2026-05-03,54.74114631518283,6.653973768556997,5.361175288533039,6.663061701679936,6.144643005844096,20.435999920203095
2026-05-10,54.39609615977362,6.716568015447689,5.482586291448176,6.644179777652637,6.177611887320011,20.582957868357862
2026-05-17,53.5537699344082,6.707269634888407,5.767709143556095,6.726682232712149,6.12746553078675,21.117103523648392
2026-05-24,53.17556501689172,6.767180756848825,5.60894686343149,6.8014939800478995,6.321288613995071,21.325524768784998
2026-05-31,53.22998499187945,6.783537922759312,5.596615824342677,6.94599232558497,6.314502307905712,21.12936662752788
2026-06-07,52.90049356766166,6.826906677281378,5.538482988441014,7.187464253292275,6.221218701644529,21.325433811679147
2026-06-14,53.256253107824946,6.777885969725452,5.676152988643056,7.382205766866875,6.348724581569678,20.55877758536999
2026-06-21,53.91807516644404,6.768486392963244,5.862447681822274,7.170814911927087,6.357049379131006,19.923126467712354
2026-06-28,53.90333526506875,6.887119480948896,5.934895464732439,7.149589714346844,6.522608281719681,19.602451793183395
2026-07-05,54.053629337549914,7.094908366723513,6.018602445605312,6.918882185059446,6.369966734311142,19.544010930750677
2026-07-12,54.42542709090878,6.923382265439711,6.110894019772526,6.783083164319405,6.656867514617604,19.10034594494198
2026-07-19,54.996910291084006,6.625521053923355,6.141535429015401,6.662918577775746,6.464510653568537,19.10860399463295
2026-07-26,55.390969504510466,6.567975885350661,6.168645604895753,6.463262901965559,6.457456278360161,18.9516898249174
2026-08-02,55.87310151281196,6.52313322275389,6.2004099936268116,6.537327035897908,6.581580518060917,18.28444771684852
2026-08-09,56.0736329852602,6.495860990075238,6.283471543770401,6.584697677364221,6.597146772595884,17.965190030934057
2026-08-16,55.93751385222049,6.580231406939911,6.30159611091887,6.683609663500221,6.547321733325641,17.94972723309487
2026-08-23,56.55199181549718,6.499902991503707,6.337871736103824,6.563206706417851,6.2985560561495,17.74847069432793
2026-08-30,56.873786093403154,6.696089025839251,6.372758039000772,6.42397807780565,6.0274626048027296,17.60592615914845
2026-09-06,56.689444781539486,6.706219168575597,6.426368439920484,6.355411068603469,6.164999469683042,17.65755707167793
