date,coin,notional_usd
2026-03-12,INTC,8260435.596464999
2026-03-12,JPY,12670114.075575
2026-03-12,META,3171306.0167
2026-03-12,MSFT,1875151.3037625
2026-03-12,MSTR,5493206.079954999
2026-03-12,MU,9087892.4157
2026-03-12,NATGAS,26861607.224812504
2026-03-12,NFLX,2639380.687242
2026-03-12,NVDA,15881360.221875
2026-03-12,ORCL,5838803.8578
2026-03-12,PALLADIUM,33639.042085
2026-03-12,PLATINUM,15703288.520605002
2026-03-12,PLTR,16534459.7443575
2026-03-12,RIVN,1579876.283885
2026-03-12,SILVER,255364049.0902125
2026-03-12,SKHX,3485953.6936250003
2026-03-12,SMSN,896360.04009
2026-03-12,SNDK,12406285.51488
2026-03-12,TSLA,15834001.0192
2026-03-12,TSM,3004001.4186
2026-03-12,URNM,348529.40395
2026-03-12,USAR,969265.0123199999
2026-03-12,XYZ100,328289294.40965
2026-03-13,AAPL,3227897.7015000004
2026-03-13,AMD,2386237.37925
2026-03-13,AMZN,3208754.1122000003
2026-03-13,BABA,2585043.58515
2026-03-13,BRENTOIL,160123599.86181
2026-03-13,CL,732939593.9739498
2026-03-13,COIN,19885881.919545
2026-03-13,COPPER,7537617.69478
2026-03-13,CRCL,17480988.6161
2026-03-13,CRWV,2693495.9173675
2026-03-13,EUR,14611129.234065
2026-03-13,EWJ,454630.8899549999
2026-03-13,EWY,8373883.604415
2026-03-13,GOLD,105393113.49405
2026-03-13,GOOGL,13253649.389789999
2026-03-13,HOOD,20348909.458738
2026-03-13,HYUNDAI,139187.905155
2026-03-13,INTC,8891534.0572675
2026-03-13,JPY,4654276.939249999
2026-03-13,META,4327940.32328
2026-03-13,MSFT,2506291.1820975
2026-03-13,MSTR,15750949.00995
2026-03-13,MU,11718434.2333
2026-03-13,NATGAS,20111915.4122625
2026-03-13,NFLX,1620328.1862145
2026-03-13,NVDA,22110914.329790004
2026-03-13,ORCL,5434876.06717
2026-03-13,PALLADIUM,102876.62983500001
2026-03-13,PLATINUM,7865458.688920001
2026-03-13,PLTR,15088283.255475
2026-03-13,RIVN,3037443.14664
2026-03-13,SILVER,263555981.02440748
2026-03-13,SKHX,1165582.5393450002
2026-03-13,SMSN,430008.67167
2026-03-13,SNDK,11703396.000825
2026-03-13,TSLA,14948957.917905001
2026-03-13,TSM,764032.9119599999
2026-03-13,URNM,718291.2016350001
2026-03-13,USAR,1614327.750555
2026-03-13,XYZ100,293194122.68537503
2026-03-14,AAPL,256117.221135
2026-03-14,AMD,664845.09147
2026-03-14,AMZN,471108.9933725
2026-03-14,BABA,83126.94663
2026-03-14,BRENTOIL,91365067.95228751
2026-03-14,CL,268193057.6460915
2026-03-14,COIN,2588563.3831199994
2026-03-14,COPPER,2250173.705754
2026-03-14,CRCL,3336848.04915
2026-03-14,CRWV,771477.7526375001
2026-03-14,EUR,8202224.118164999
2026-03-14,EWJ,11779.033746000001
2026-03-14,EWY,1865754.644
2026-03-14,GOLD,12103560.856692502
2026-03-14,GOOGL,532993.39797
2026-03-14,HOOD,1401986.22547725
2026-03-14,HYUNDAI,29987.623744999997
2026-03-14,INTC,1003970.103675
2026-03-14,JPY,6535178.3925
2026-03-14,META,1821444.417225
2026-03-14,MSFT,283743.7752325
2026-03-14,MSTR,3128659.339685
2026-03-14,MU,1744392.2567175
2026-03-14,NATGAS,3687541.5697625005
2026-03-14,NFLX,105737.67325050003
2026-03-14,NVDA,2441473.11914
2026-03-14,ORCL,161296.333385
2026-03-14,PALLADIUM,10944.26824
2026-03-14,PLATINUM,142359.65359
2026-03-14,PLTR,582061.32764
2026-03-14,RIVN,601613.8896625
2026-03-14,SILVER,13486323.203710001
2026-03-14,SKHX,333007.128475
2026-03-14,SMSN,163278.56584
2026-03-14,SNDK,882746.1106725001
2026-03-14,TSLA,2212462.33916
2026-03-14,TSM,138317.0796
2026-03-14,URNM,72956.29396250001
2026-03-14,USAR,11228.479200000002
2026-03-14,XYZ100,102308546.34674999
2026-03-15,AAPL,578442.9904875
2026-03-15,AMD,790923.3859049999
2026-03-15,AMZN,393363.64634999994
2026-03-15,BABA,41806.6504
2026-03-15,BRENTOIL,133137462.696345
2026-03-15,CL,376508797.89843243
2026-03-15,COIN,1671686.4816774998
2026-03-15,COPPER,2296565.5089575
2026-03-15,CRCL,3479846.144275
2026-03-15,CRWV,135387.5976225
2026-03-15,EUR,12216091.694
2026-03-15,EWJ,34495.524048
2026-03-15,EWY,2156231.7211875003
2026-03-15,GOLD,41421414.7664525
2026-03-15,GOOGL,985951.0995
2026-03-15,HOOD,3452017.6025865
2026-03-15,HYUNDAI,50399.37761250001
2026-03-15,INTC,1041260.0121449999
2026-03-15,JPY,6990461.607249999
2026-03-15,META,2125889.3941250006
2026-03-15,MSFT,208140.12644749996
2026-03-15,MSTR,3094175.8540650005
2026-03-15,MU,1181108.1848300002
2026-03-15,NATGAS,7278893.530035
2026-03-15,NFLX,154695.26427325
2026-03-15,NVDA,6896653.2162675
2026-03-15,ORCL,102082.3259775
2026-03-15,PALLADIUM,157225.74685999998
2026-03-15,PLATINUM,1689370.941505
2026-03-15,PLTR,1239961.1786999998
2026-03-15,RIVN,79835.06051000001
2026-03-15,SILVER,51141567.87967501
2026-03-15,SKHX,625760.7425999999
2026-03-15,SMSN,294201.499555
2026-03-15,SNDK,2032560.407835
2026-03-15,TSLA,6628874.75978
2026-03-15,TSM,1305269.796875
2026-03-15,URNM,43798.936109999995
2026-03-15,USAR,23529.001232500003
2026-03-15,XYZ100,137929539.96800002
2026-03-16,AAPL,1239012.4464000002
2026-03-16,AMD,1681395.5334349999
2026-03-16,AMZN,2859934.0620125
2026-03-16,BABA,2914825.547565
2026-03-16,BRENTOIL,232332418.7436875
2026-03-16,CL,680017299.126855
2026-03-16,COIN,12045455.869070001
2026-03-16,COPPER,10084568.6823
2026-03-16,CRCL,18907577.708605
2026-03-16,CRWV,3583481.5578374993
2026-03-16,EUR,10994716.593810001
2026-03-16,EWJ,689096.7347880001
2026-03-16,EWY,12930863.9418375
2026-03-16,GOLD,59251563.34045749
2026-03-16,GOOGL,4613056.085165
2026-03-16,HOOD,8484951.558076002
2026-03-16,HYUNDAI,303225.51530250005
2026-03-16,INTC,6709456.2249
2026-03-16,JPY,8721972.1111
2026-03-16,META,4332302.0317925
2026-03-16,MSFT,1934689.5372325
2026-03-16,MSTR,9019243.081485001
2026-03-16,MU,7629103.09326
2026-03-16,NATGAS,13890354.078465
2026-03-16,NFLX,1290982.405518
2026-03-16,NVDA,36555747.35127
2026-03-16,ORCL,3091504.19395
2026-03-16,PALLADIUM,181609.1102
2026-03-16,PLATINUM,14442024.668539999
2026-03-16,PLTR,7555824.000762501
2026-03-16,RIVN,3555032.0498174997
2026-03-16,SILVER,299425355.2427725
2026-03-16,SKHX,3025207.4325375
2026-03-16,SMSN,731131.50096
2026-03-16,SNDK,13860782.764125
2026-03-16,TSLA,14913491.93285
2026-03-16,TSM,1297599.633625
2026-03-16,URNM,737857.6527174999
2026-03-16,USAR,1841745.2956375
2026-03-16,XYZ100,203185993.3172
2026-03-17,AAPL,2652260.8861800004
2026-03-17,AMD,1402911.8469799997
2026-03-17,AMZN,5060027.323294999
2026-03-17,BABA,2374310.7486349996
2026-03-17,BRENTOIL,142280645.60149997
2026-03-17,CL,410412405.850931
2026-03-17,COIN,8103321.270279999
2026-03-17,COPPER,4792081.804802501
2026-03-17,CRCL,22975590.301295
2026-03-17,CRWV,2651696.4690149995
2026-03-17,EUR,14239198.9603
2026-03-17,EWJ,641295.3155542499
2026-03-17,EWY,14178212.488999998
2026-03-17,GOLD,35423769.2934125
2026-03-17,GOOGL,4454540.682074999
2026-03-17,HOOD,8902685.785295501
2026-03-17,HYUNDAI,343567.9514575
2026-03-17,INTC,8236053.106725001
2026-03-17,JPY,4986969.55575
2026-03-17,META,1760351.156355
2026-03-17,MSFT,1361324.473685
2026-03-17,MSTR,10772038.445317501
2026-03-17,MU,8097677.401739999
2026-03-17,NATGAS,6305828.38074
2026-03-17,NFLX,978059.676778
2026-03-17,NVDA,17780158.562889997
2026-03-17,ORCL,3260971.6642700005
2026-03-17,PALLADIUM,61809.2688
2026-03-17,PLATINUM,9689047.931829998
2026-03-17,PLTR,6048659.47023
2026-03-17,RIVN,1541009.1526875
2026-03-17,SILVER,161754259.91169
2026-03-17,SKHX,2355971.010495
2026-03-17,SMSN,933120.51249
2026-03-17,SNDK,9795808.404585
2026-03-17,TSLA,11346115.9456125
2026-03-17,TSM,981363.3623049998
2026-03-17,URNM,533319.08223
2026-03-17,USAR,838429.8858
2026-03-17,XYZ100,196583282.464725
2026-03-18,AAPL,2748407.294025
2026-03-18,AMD,2298929.0247
2026-03-18,AMZN,2702697.3752999995
2026-03-18,BABA,6473066.652894999
2026-03-18,BRENTOIL,258363502.861095
2026-03-18,CL,852682368.3639077
2026-03-18,COIN,14003541.026999999
2026-03-18,COPPER,16097943.994535254
2026-03-18,CRCL,25884158.228985
2026-03-18,CRWV,2307009.2223749994
2026-03-18,EUR,11026497.594525
2026-03-18,EWJ,659338.8435440001
2026-03-18,EWY,17333078.044664998
2026-03-18,GOLD,85439844.1322925
2026-03-18,GOOGL,5047312.474425
2026-03-18,HOOD,19834291.795230255
2026-03-18,HYUNDAI,211815.90081499997
2026-03-18,INTC,5997151.827345001
2026-03-18,JPY,9040387.6116
2026-03-18,META,3100909.505537499
2026-03-18,MSFT,2451095.9810399995
2026-03-18,MSTR,8546111.231655002
2026-03-18,MU,23203012.117545
2026-03-18,NATGAS,34085713.70336
2026-03-18,NFLX,1019515.5478665
2026-03-18,NVDA,19481924.346884996
2026-03-18,ORCL,3274357.4877450005
2026-03-18,PALLADIUM,190612.38516749998
2026-03-18,PLATINUM,18479849.391185
2026-03-18,PLTR,8865269.5168675
2026-03-18,RIVN,1744755.7352225
2026-03-18,SILVER,301927424.514735
2026-03-18,SKHX,5098387.1891075
2026-03-18,SMSN,1100770.461245
2026-03-18,SNDK,11099474.9288
2026-03-18,SP500,26760883.366925
2026-03-18,TSLA,9646409.405875
2026-03-18,TSM,947745.8398175
2026-03-18,URNM,1157244.987465
2026-03-18,USAR,1098869.1120225
2026-03-18,XYZ100,295524523.332025
2026-03-19,AAPL,2573140.085065
2026-03-19,AMD,2253676.836405
2026-03-19,AMZN,3319153.79661
2026-03-19,BABA,5560351.424009999
2026-03-19,BRENTOIL,635063212.5604725
2026-03-19,CL,978080014.842468
2026-03-19,COIN,12049890.405759998
2026-03-19,COPPER,28267041.494107503
2026-03-19,CRCL,48998911.25505
2026-03-19,CRWV,2091006.864135
2026-03-19,EUR,9109254.24084
2026-03-19,EWJ,1401818.14389475
2026-03-19,EWY,16767784.149119997
2026-03-19,GOLD,267989123.00481746
2026-03-19,GOOGL,3983628.953025
2026-03-19,HOOD,12916292.85048
2026-03-19,HYUNDAI,156456.019065
2026-03-19,INTC,5524166.5654175
2026-03-19,JPY,10587471.3396
2026-03-19,META,2836240.8000674993
2026-03-19,MSFT,1660918.4455275002
2026-03-19,MSTR,7736089.535410001
2026-03-19,MU,17112989.03699
2026-03-19,NATGAS,52933831.5625
2026-03-19,NFLX,1090880.2692497498
2026-03-19,NVDA,21717986.8842
2026-03-19,ORCL,3048211.26953
2026-03-19,PALLADIUM,548669.26801
2026-03-19,PLATINUM,25372310.874505002
2026-03-19,PLTR,12444656.7455
2026-03-19,RIVN,6381949.83426
2026-03-19,SILVER,853056606.8881125
2026-03-19,SKHX,3190537.1720950003
2026-03-19,SMSN,691055.5516425
2026-03-19,SNDK,13979965.17843
2026-03-19,SP500,122003963.620125
2026-03-19,TSLA,20718098.003700003
2026-03-19,TSM,916381.013415
2026-03-19,URNM,1662530.4007599999
2026-03-19,USAR,973063.4232800001
2026-03-19,XYZ100,365527788.278
2026-03-20,AAPL,3110978.68152
2026-03-20,AMD,1361503.4406875002
2026-03-20,AMZN,3199185.2515224996
2026-03-20,BABA,1162899.8620950002
2026-03-20,BRENTOIL,314452832.31179994
2026-03-20,CL,426055020.58097
2026-03-20,COIN,14114568.62742
2026-03-20,COPPER,11429218.982277501
2026-03-20,CRCL,49107821.641059995
2026-03-20,CRWV,1987136.1810299999
2026-03-20,EUR,11997155.85
2026-03-20,EWJ,3455746.0965755
2026-03-20,EWY,9850434.729075
2026-03-20,GOLD,169795399.7655775
2026-03-20,GOOGL,5514338.5194025
2026-03-20,HOOD,11858219.782738
2026-03-20,HYUNDAI,137683.36974999998
2026-03-20,INTC,6343348.5664099995
2026-03-20,JPY,10990133.944250003
2026-03-20,META,2353296.22346
2026-03-20,MSFT,2679705.1303749997
2026-03-20,MSTR,5841646.6564825
2026-03-20,MU,12503856.331710001
2026-03-20,NATGAS,37267033.274955004
2026-03-20,NFLX,1442157.2199879999
2026-03-20,NVDA,16146624.786224999
2026-03-20,ORCL,2239952.9411025
2026-03-20,PALLADIUM,256556.008825
2026-03-20,PLATINUM,14018166.4112875
2026-03-20,PLTR,14062134.06353
2026-03-20,RIVN,3966077.8839500006
2026-03-20,SILVER,427190864.1534375
2026-03-20,SKHX,2899682.8985500005
2026-03-20,SMSN,378200.94438
2026-03-20,SNDK,14834282.26
2026-03-20,SP500,116772478.74925
2026-03-20,TSLA,24966933.979382504
2026-03-20,TSM,951360.7295500002
2026-03-20,URNM,606781.012425
2026-03-20,USAR,1858683.4165025
2026-03-20,XYZ100,251795325.77400002
2026-03-21,AAPL,341904.21265
2026-03-21,AMD,852114.5755200001
2026-03-21,AMZN,602033.1831699999
2026-03-21,BABA,668912.4673199999
2026-03-21,BRENTOIL,72626637.6616
2026-03-21,CL,71182564.190244
2026-03-21,COIN,2579215.40873
2026-03-21,COPPER,12586707.704408253
2026-03-21,CRCL,5148517.896565
2026-03-21,CRWV,235690.55005
2026-03-21,EUR,5647362.6015975
2026-03-21,EWJ,413690.496912
2026-03-21,EWY,3282450.1032000002
2026-03-21,GOLD,21019926.682214998
2026-03-21,GOOGL,750117.327345
2026-03-21,HOOD,2531117.0005739997
2026-03-21,HYUNDAI,7215.8533275
2026-03-21,INTC,1274070.05884
2026-03-21,JPY,10175512.62425
2026-03-21,META,532232.5111125001
2026-03-21,MSFT,263199.70062
2026-03-21,MSTR,2717460.4284449997
2026-03-21,MU,1742836.2787150005
2026-03-21,NATGAS,4378292.023709999
2026-03-21,NFLX,134042.56215749998
2026-03-21,NVDA,5721457.584075001
2026-03-21,ORCL,185107.225045
2026-03-21,PALLADIUM,20763.806757500002
2026-03-21,PLATINUM,453816.792
2026-03-21,PLTR,1723356.45261
2026-03-21,RIVN,2507.4629325
2026-03-21,SILVER,21407381.1769075
2026-03-21,SKHX,615115.6653825
2026-03-21,SMSN,306197.8082325
2026-03-21,SNDK,826760.002125
2026-03-21,SP500,15244547.708399996
2026-03-21,TSLA,3189859.93242
2026-03-21,TSM,229269.15972999996
2026-03-21,URNM,37910.47031999999
2026-03-21,USAR,109262.14072499998
2026-03-21,XYZ100,40546470.796799995
2026-03-22,AAPL,715332.080205
2026-03-22,AMD,479786.28773249994
2026-03-22,AMZN,879182.066265
2026-03-22,BABA,629063.2158125
2026-03-22,BRENTOIL,202211878.036425
2026-03-22,CL,208385415.35276625
2026-03-22,COIN,3840299.4701025
2026-03-22,COPPER,3014991.094029
2026-03-22,CRCL,5462886.791110001
2026-03-22,CRWV,205170.08107749998
2026-03-22,EUR,9390983.910930002
2026-03-22,EWJ,109994.50147675
2026-03-22,EWY,4325901.751375
2026-03-22,GOLD,66199408.2926
2026-03-22,GOOGL,1025067.30984
2026-03-22,HOOD,5221380.037426
2026-03-22,HYUNDAI,110007.31378
2026-03-22,INTC,1152957.30345
2026-03-22,JPY,9568024.0383
2026-03-22,META,1108759.21722
2026-03-22,MSFT,554892.1112925
2026-03-22,MSTR,5994160.336035
2026-03-22,MU,1896985.26472
2026-03-22,NATGAS,10847582.6074875
2026-03-22,NFLX,57603.105587
2026-03-22,NVDA,6087305.798040001
2026-03-22,ORCL,167390.25167250002
2026-03-22,PALLADIUM,34984.164897500006
2026-03-22,PLATINUM,3292259.7408
2026-03-22,PLTR,1524252.8698649998
2026-03-22,RIVN,26145.492065
2026-03-22,SILVER,102934722.14590502
2026-03-22,SKHX,2347367.91875
2026-03-22,SMSN,476322.98002499994
2026-03-22,SNDK,1440006.3465800001
2026-03-22,SP500,46305894.24225
2026-03-22,TSLA,9024851.88969
2026-03-22,TSM,1062403.69053
2026-03-22,URNM,119834.16880000001
2026-03-22,USAR,88947.8217525
2026-03-22,XYZ100,78835254.52440001
2026-03-23,AAPL,4629726.039085
2026-03-23,AMD,4224721.9672625
2026-03-23,AMZN,6689240.616812499
2026-03-23,BABA,5859607.337325
2026-03-23,BRENTOIL,942838423.3543102
2026-03-23,CL,1254135467.34609
2026-03-23,COIN,15786728.089950003
2026-03-23,COPPER,46548231.5736685
2026-03-23,CRCL,62916161.493204996
2026-03-23,CRWV,6048531.498105
2026-03-23,EUR,11172239.8049625
2026-03-23,EWJ,3623594.3997575
2026-03-23,EWY,25362560.3420175
2026-03-23,GOLD,579839951.5371501
2026-03-23,GOOGL,10407256.84635
2026-03-23,HOOD,16693227.274673
2026-03-23,HYUNDAI,378640.11812500004
2026-03-23,INTC,12065040.664912501
2026-03-23,JPY,10180675.940000001
2026-03-23,META,6346050.833125
2026-03-23,MSFT,4813354.984030001
2026-03-23,MSTR,14790683.189327499
2026-03-23,MU,26290590.733767502
2026-03-23,NATGAS,55356778.518599994
2026-03-23,NFLX,3745914.702375
2026-03-23,NVDA,43850882.256437495
2026-03-23,ORCL,4647362.974415
2026-03-23,PALLADIUM,431165.899125
2026-03-23,PLATINUM,44558964.4045275
2026-03-23,PLTR,18751103.693514995
2026-03-23,RIVN,5505287.775435
2026-03-23,SILVER,1352352289.4626203
2026-03-23,SKHX,6731100.296182499
2026-03-23,SMSN,919001.36895
2026-03-23,SNDK,17689451.387050003
2026-03-23,SP500,289383252.86242497
2026-03-23,TSLA,33769852.10157
2026-03-23,TSM,2544847.4102299996
2026-03-23,URNM,755232.19085
2026-03-23,USAR,3808999.8040749994
2026-03-23,XYZ100,377431923.09625
2026-03-24,AAPL,3231753.081375
2026-03-24,AMD,2377811.5528125004
2026-03-24,AMZN,3309548.6303825
2026-03-24,BABA,2856431.671465
2026-03-24,BRENTOIL,554355110.9968499
2026-03-24,CL,772867297.2002
2026-03-24,COIN,16672150.758159999
2026-03-24,COPPER,23087776.713331494
2026-03-24,CRCL,108834174.91966799
2026-03-24,CRWV,3851050.3473750004
2026-03-24,EUR,13324026.126765002
2026-03-24,EWJ,612700.7408855
2026-03-24,EWY,20785160.593810003
2026-03-24,GOLD,232132306.91475
2026-03-24,GOOGL,4162540.038959999
2026-03-24,HOOD,11415098.95277625
2026-03-24,HYUNDAI,131871.1331
2026-03-24,INTC,7595723.956800001
2026-03-24,JPY,8148265.3629
2026-03-24,META,1631792.6581700002
2026-03-24,MSFT,2908303.69974
2026-03-24,MSTR,6453522.674565001
2026-03-24,MU,21705933.887310006
2026-03-24,NATGAS,30184317.249089997
2026-03-24,NFLX,974076.0295499999
2026-03-24,NVDA,22237935.7724125
2026-03-24,ORCL,1833833.7378025
2026-03-24,PALLADIUM,217780.574375
2026-03-24,PLATINUM,23362249.826387502
2026-03-24,PLTR,13315268.57875
2026-03-24,RIVN,1950267.0388500004
2026-03-24,SILVER,607914907.8967301
2026-03-24,SKHX,4831140.11751
2026-03-24,SMSN,381355.7531699999
2026-03-24,SNDK,9388545.3225625
2026-03-24,SP500,229028397.1085
2026-03-24,TSLA,28345714.053559996
2026-03-24,TSM,892845.8868
2026-03-24,URNM,174777.2310725
2026-03-24,USAR,2292719.1897824993
2026-03-24,XYZ100,296447946.8808
2026-03-25,AAPL,2079640.5404799997
2026-03-25,AMD,3466431.4125625
2026-03-25,AMZN,2540835.4068899998
2026-03-25,BABA,3922130.202185
2026-03-25,BRENTOIL,401356366.06894994
2026-03-25,CL,548208008.07184
2026-03-25,COIN,10647204.7475
2026-03-25,COPPER,12373330.813519
2026-03-25,COST,4006.8865100000003
2026-03-25,CRCL,74589543.92139749
2026-03-25,CRWV,1900374.35468
2026-03-25,DKNG,138296.82118
2026-03-25,EUR,15220460.74615
2026-03-25,EWJ,538870.99791375
2026-03-25,EWY,10990746.115460001
2026-03-25,GOLD,141021780.95367002
2026-03-25,GOOGL,5217660.997412499
2026-03-25,HIMS,6367.191089999999
2026-03-25,HOOD,14014381.488954002
2026-03-25,HYUNDAI,18341.229195
2026-03-25,INTC,12739761.678925
2026-03-25,JPY,8423857.295
2026-03-25,LLY,4273.817789
2026-03-25,META,2405136.3201074996
2026-03-25,MSFT,4244902.384297499
2026-03-25,MSTR,6021662.43191
2026-03-25,MU,18247593.234885
2026-03-25,NATGAS,27361118.497405
2026-03-25,NFLX,1247376.34827
2026-03-25,NVDA,22484520.55902
2026-03-25,ORCL,2700249.16
2026-03-25,PALLADIUM,195359.25262500002
2026-03-25,PLATINUM,20930348.607954998
2026-03-25,PLTR,7184189.2696
2026-03-25,RIVN,1797007.7681
2026-03-25,SILVER,450259616.449335
2026-03-25,SKHX,3115953.040725
2026-03-25,SMSN,502595.45519999997
2026-03-25,SNDK,18938846.3355
2026-03-25,SP500,194006016.2339
2026-03-25,TSLA,20778015.753055
2026-03-25,TSM,818722.9652224999
2026-03-25,URNM,688795.59753
2026-03-25,USAR,2044523.5308749997
2026-03-25,XYZ100,175050307.3704
2026-03-26,AAPL,4050118.18992
2026-03-26,AMD,3041776.1087375
2026-03-26,AMZN,3757260.4339799997
2026-03-26,BABA,948201.906975
2026-03-26,BRENTOIL,352790204.321475
2026-03-26,CL,435261156.5322269
2026-03-26,COIN,8454480.582929999
2026-03-26,COPPER,6650612.84943125
2026-03-26,COST,16347.2291735
2026-03-26,CRCL,41013965.337814495
2026-03-26,CRWV,2668500.983025
2026-03-26,DKNG,45469.319632499995
2026-03-26,EUR,19371191.877074998
2026-03-26,EWJ,445204.89244774997
2026-03-26,EWY,14367240.105434999
2026-03-26,GOLD,127603200.8713375
2026-03-26,GOOGL,6566697.065047501
2026-03-26,HIMS,229348.3257075
2026-03-26,HOOD,8940688.175496
2026-03-26,HYUNDAI,139890.44174
2026-03-26,INTC,6459739.6413275
2026-03-26,JPY,7897001.938799999
2026-03-26,LLY,15757.527806249998
2026-03-26,META,5412454.52538
2026-03-26,MSFT,2961152.4190325
2026-03-26,MSTR,3898187.1074000006
2026-03-26,MU,16049109.909442503
2026-03-26,NATGAS,17175042.04905
2026-03-26,NFLX,4431840.862417
2026-03-26,NVDA,20379481.487985
2026-03-26,ORCL,1327835.3908499999
2026-03-26,PALLADIUM,435696.5031749999
2026-03-26,PLATINUM,20965751.290675
2026-03-26,PLTR,6945428.64015
2026-03-26,RIVN,1294619.2078500001
2026-03-26,SILVER,573867352.63074
2026-03-26,SKHX,4307220.0600000005
2026-03-26,SMSN,483332.8916075
2026-03-26,SNDK,31887119.561175
2026-03-26,SP500,190546317.1232
2026-03-26,TSLA,17767541.55865
2026-03-26,TSM,884665.3277749999
2026-03-26,URNM,214481.93531250002
2026-03-26,USAR,648627.5835375
2026-03-26,XYZ100,214304958.729725
2026-03-27,AAPL,3660739.67552
2026-03-27,AMD,1666372.7813999997
2026-03-27,AMZN,6846407.788815
2026-03-27,BABA,716806.261215
2026-03-27,BRENTOIL,362654812.9097
2026-03-27,CL,397619320.087817
2026-03-27,COIN,9152471.922165
2026-03-27,COPPER,3349789.363266
2026-03-27,COST,7732.8491
2026-03-27,CRCL,40773267.108696
2026-03-27,CRWV,3611940.3575775004
2026-03-27,DKNG,1179.30632
2026-03-27,EUR,18729698.34529
2026-03-27,EWJ,788957.3107875
2026-03-27,EWY,15861876.734830001
2026-03-27,GOLD,144041740.064375
2026-03-27,GOOGL,14758734.082860002
2026-03-27,HIMS,228099.66815999997
2026-03-27,HOOD,10364447.2403985
2026-03-27,HYUNDAI,109024.65798
2026-03-27,INTC,8314850.124687499
2026-03-27,JPY,11603387.532525
2026-03-27,LLY,18719.886808
2026-03-27,META,7786621.640700001
2026-03-27,MSFT,4045410.192785
2026-03-27,MSTR,7965210.593025
2026-03-27,MU,32014466.0281375
2026-03-27,NATGAS,16160066.89748
2026-03-27,NFLX,3477074.72692525
2026-03-27,NVDA,32793286.712159995
2026-03-27,ORCL,1795910.0352
2026-03-27,PALLADIUM,581664.31163
2026-03-27,PLATINUM,21701426.2479175
2026-03-27,PLTR,8302733.743679999
2026-03-27,RIVN,1853307.59875
2026-03-27,SILVER,405785908.86925
2026-03-27,SKHX,1565105.814875
2026-03-27,SMSN,278414.87265
2026-03-27,SNDK,16113409.33406
2026-03-27,SP500,222205576.07770002
2026-03-27,TSLA,34029582.302835
2026-03-27,TSM,874371.5789925
2026-03-27,URNM,829504.9010150001
2026-03-27,USAR,571187.0792499998
2026-03-27,XYZ100,193990198.84435
2026-03-28,AAPL,911894.7345899999
2026-03-28,AMD,504293.48594999994
2026-03-28,AMZN,577639.97845
2026-03-28,BABA,240013.24003
2026-03-28,BRENTOIL,76860038.77037501
2026-03-28,CL,114077027.78580526
2026-03-28,COIN,2271339.751765
2026-03-28,COPPER,256060.93442399998
2026-03-28,COST,215.26246349999997
2026-03-28,CRCL,3189022.876826
2026-03-28,CRWV,132750.66435
2026-03-28,DKNG,10.63296
2026-03-28,EUR,16107696.274319997
2026-03-28,EWJ,33884.825058500006
2026-03-28,EWY,721159.14285
2026-03-28,GOLD,9398572.909274999
2026-03-28,GOOGL,2697308.557355
2026-03-28,HIMS,5901.759555
2026-03-28,HOOD,2433671.0462447507
2026-03-28,HYUNDAI,3307.49352
2026-03-28,INTC,1521541.4539825004
2026-03-28,JPY,7899491.3161
2026-03-28,LLY,989.710368
2026-03-28,META,915285.8783599999
2026-03-28,MSFT,686379.69736
2026-03-28,MSTR,2072485.5250500003
2026-03-28,MU,8311947.981435
2026-03-28,NATGAS,3851535.3624
2026-03-28,NFLX,580975.68973625
2026-03-28,NVDA,3803903.2203
2026-03-28,ORCL,334483.026345
2026-03-28,PALLADIUM,23918.203395
2026-03-28,PLATINUM,376838.92533
2026-03-28,PLTR,1219765.9288799998
2026-03-28,RIVN,9055.60029
2026-03-28,SILVER,7118271.420555
2026-03-28,SKHX,100177.48607
2026-03-28,SMSN,30420.3550125
2026-03-28,SNDK,689215.3224000001
2026-03-28,SP500,31132297.970699996
2026-03-28,TSLA,6829435.1253225
2026-03-28,TSM,148885.97533
2026-03-28,URNM,11646.960885
2026-03-28,USAR,9315.252035000001
2026-03-28,XYZ100,28658126.733599998
2026-03-29,AAPL,554504.51808
2026-03-29,AMD,274217.741
2026-03-29,AMZN,880596.0592225001
2026-03-29,BABA,69188.54107500002
2026-03-29,BRENTOIL,114059087.80105
2026-03-29,CL,181481698.67073825
2026-03-29,COIN,1524384.030635
2026-03-29,COPPER,2081741.8807247502
2026-03-29,COST,372.5014715
2026-03-29,CRCL,3023350.6467937506
2026-03-29,CRWV,25763.74265
2026-03-29,DKNG,689.167975
2026-03-29,EUR,14472827.48961
2026-03-29,EWJ,80751.4492535
2026-03-29,EWY,2066608.71786
2026-03-29,GOLD,32532592.691885002
2026-03-29,GOOGL,1271359.127405
2026-03-29,HIMS,755.9773250000001
2026-03-29,HOOD,1302879.37536
2026-03-29,HYUNDAI,10095.276974999999
2026-03-29,INTC,1189438.7270850001
2026-03-29,JPY,12525944.7049
2026-03-29,LLY,2311.2739540000002
2026-03-29,META,419463.601935
2026-03-29,MSFT,375037.84719999996
2026-03-29,MSTR,1221032.9834
2026-03-29,MU,1522038.6042324998
2026-03-29,NATGAS,14965471.288800001
2026-03-29,NFLX,59311.101792
2026-03-29,NVDA,3872701.3992075
2026-03-29,ORCL,26099.1385875
2026-03-29,PALLADIUM,57206.1026625
