blockchain,date,rev_usd,tps,spot_dex_volume_usd,circulating_stablecoin_supply_usd,median_fee_usd,color_code,title,rnk
ethereum,2022-03-30T00:00:00+00:00,18453950.763317656,13.418416005291006,2349131456.1988626,,5.830526220748846,#6487de,Ethereum,4
ethereum,2022-03-29T00:00:00+00:00,16714432.867683453,13.43864914021164,2535400067.929431,,5.471159535813264,#6487de,Ethereum,4
ethereum,2022-03-28T00:00:00+00:00,31181792.089571208,13.472829034391534,2643540828.0984907,,5.243466762662673,#6487de,Ethereum,4
ethereum,2022-03-27T00:00:00+00:00,19391268.17759214,13.381569113756614,1724147544.1301398,,4.784666504651625,#6487de,Ethereum,4
ethereum,2022-03-26T00:00:00+00:00,10426950.0071299,13.375601851851853,1330776777.43588,,4.599332508363204,#6487de,Ethereum,4
ethereum,2022-03-25T00:00:00+00:00,14989176.160279693,13.381767526455027,2578764859.6820216,,4.545056031023524,#6487de,Ethereum,4
ethereum,2022-03-24T00:00:00+00:00,15775730.212307066,13.578741732804232,2764300710.0771084,,4.493819318425776,#6487de,Ethereum,4
ethereum,2022-03-23T00:00:00+00:00,11899824.931142118,13.61604828042328,1925367679.5450711,,4.50435955290762,#6487de,Ethereum,4
ethereum,2022-03-22T00:00:00+00:00,12818575.250327395,13.734391534391534,2103970157.4648318,,4.41137860814224,#6487de,Ethereum,4
ethereum,2022-03-21T00:00:00+00:00,10098895.231489033,13.684186507936507,1769773971.4166615,,4.2460534648394574,#6487de,Ethereum,4
ethereum,2022-03-20T00:00:00+00:00,8402472.385420745,13.576851851851853,1669206369.5463078,,4.187984611228134,#6487de,Ethereum,4
ethereum,2022-03-19T00:00:00+00:00,9543140.69963322,13.449141865079365,1656145110.021034,,4.170758269023287,#6487de,Ethereum,4
ethereum,2022-03-18T00:00:00+00:00,19044300.48679572,13.43760085978836,3126526793.497786,,3.974073280987121,#6487de,Ethereum,4
ethereum,2022-03-17T00:00:00+00:00,20015537.84854703,13.195190145502645,2615555844.9573975,,3.6223972427294022,#6487de,Ethereum,4
ethereum,2022-03-16T00:00:00+00:00,11312934.499013208,13.286226851851852,2641094228.0216284,,3.2766576168900703,#6487de,Ethereum,4
ethereum,2022-03-15T00:00:00+00:00,10104734.73974745,13.190841600529101,1658056440.043842,,3.304025953391251,#6487de,Ethereum,4
ethereum,2022-03-14T00:00:00+00:00,8808399.132612115,13.199801587301588,1634086418.0877955,,3.316806244918937,#6487de,Ethereum,4
ethereum,2022-03-13T00:00:00+00:00,9118453.701871652,13.326545965608465,1544007993.4945385,,3.3910396509311904,#6487de,Ethereum,4
ethereum,2022-03-12T00:00:00+00:00,6648964.972556805,13.461165674603174,1268207450.768543,,3.5230920368757546,#6487de,Ethereum,4
ethereum,2022-03-11T00:00:00+00:00,8617556.267293392,13.390653108465608,2121304300.289973,,3.7478046750041893,#6487de,Ethereum,4
ethereum,2022-03-10T00:00:00+00:00,9667129.664044725,13.470209986772486,2053087172.023571,,3.9980615537280357,#6487de,Ethereum,4
ethereum,2022-03-09T00:00:00+00:00,10303584.620164976,13.36702876984127,2172446740.6308117,,4.321409688379708,#6487de,Ethereum,4
ethereum,2022-03-08T00:00:00+00:00,11993836.333815346,13.38860119047619,2402194534.5419016,,4.652688226424373,#6487de,Ethereum,4
ethereum,2022-03-07T00:00:00+00:00,11322519.018936202,13.332281746031747,2554442349.908508,,5.125888533874871,#6487de,Ethereum,4
ethereum,2022-03-06T00:00:00+00:00,13239323.473110504,13.222400793650793,1884918380.9537742,,5.590408751890515,#6487de,Ethereum,4
ethereum,2022-03-05T00:00:00+00:00,9852219.604877664,13.225410052910053,1530073472.8519754,,5.732536849461191,#6487de,Ethereum,4
ethereum,2022-03-04T00:00:00+00:00,14138257.101580596,13.373923611111111,2841436483.6462073,,5.890282857424404,#6487de,Ethereum,4
ethereum,2022-03-03T00:00:00+00:00,15259887.517546963,13.325061177248678,1988124554.8070214,,6.0681853563810035,#6487de,Ethereum,4
ethereum,2022-03-02T00:00:00+00:00,16731479.51128715,13.348201058201058,2906599727.3132358,,6.449768361354137,#6487de,Ethereum,4
ethereum,2022-03-01T00:00:00+00:00,17819541.81640798,13.27588458994709,2851089631.383618,,6.7469174894308805,#6487de,Ethereum,4
ethereum,2022-02-28T00:00:00+00:00,19532081.093024857,13.222394179894179,2761238378.333328,,7.092803832210367,#6487de,Ethereum,4
ethereum,2022-02-27T00:00:00+00:00,12776381.165259225,13.265775462962964,2572852761.378832,,7.535733357617884,#6487de,Ethereum,4
ethereum,2022-02-26T00:00:00+00:00,15100952.70443104,13.627554563492064,1757220276.7646763,,7.712187984020008,#6487de,Ethereum,4
ethereum,2022-02-25T00:00:00+00:00,16726570.770876342,13.598387896825397,3117783739.213027,,8.043124020301759,#6487de,Ethereum,4
ethereum,2022-02-24T00:00:00+00:00,23210241.098756995,13.788295304232804,5057648952.719081,,8.88421688057006,#6487de,Ethereum,4
ethereum,2022-02-23T00:00:00+00:00,26270278.827572882,13.72350529100529,2130367536.0946124,,9.0290217738981,#6487de,Ethereum,4
ethereum,2022-02-22T00:00:00+00:00,22707105.472236976,13.80131779100529,2521669765.495887,,9.28307104736968,#6487de,Ethereum,4
ethereum,2022-02-21T00:00:00+00:00,23924263.69719432,13.906178902116402,3117745629.5215006,,9.152307183492043,#6487de,Ethereum,4
ethereum,2022-02-20T00:00:00+00:00,20767560.202292908,13.927959656084656,2236609393.8429265,,8.758305028786307,#6487de,Ethereum,4
ethereum,2022-02-19T00:00:00+00:00,19753614.7706877,13.55002810846561,1411897345.5123112,,8.850825441051173,#6487de,Ethereum,4
ethereum,2022-02-18T00:00:00+00:00,27649608.99781086,13.49130787037037,2352228681.827209,,8.9873184502988,#6487de,Ethereum,4
ethereum,2022-02-17T00:00:00+00:00,24241798.312021293,13.377571097883598,2787919664.6402435,,8.581861057896594,#6487de,Ethereum,4
ethereum,2022-02-16T00:00:00+00:00,26191014.39785494,13.48286044973545,2398968552.9951863,,8.894015846632522,#6487de,Ethereum,4
ethereum,2022-02-15T00:00:00+00:00,22690820.915278245,13.501372354497354,2240595478.329562,,9.132538985185317,#6487de,Ethereum,4
ethereum,2022-02-14T00:00:00+00:00,18269011.639486898,13.48177414021164,1882638109.6893508,,9.660570973026905,#6487de,Ethereum,4
ethereum,2022-02-13T00:00:00+00:00,16826807.80979929,13.507924933862434,1408364496.3108509,,10.73047677798742,#6487de,Ethereum,4
ethereum,2022-02-12T00:00:00+00:00,19522558.03458982,13.604796626984127,1997383991.4559982,,11.035044330978986,#6487de,Ethereum,4
ethereum,2022-02-11T00:00:00+00:00,23406080.810889177,13.803829365079364,3180938189.9263597,,11.091714437879157,#6487de,Ethereum,4
ethereum,2022-02-10T00:00:00+00:00,35562262.02639404,13.779074074074074,3008499150.7713327,,11.616187477453481,#6487de,Ethereum,4
ethereum,2022-02-09T00:00:00+00:00,29614001.069673304,13.622888558201058,2087979395.8764803,,11.803525114561003,#6487de,Ethereum,4
ethereum,2022-02-08T00:00:00+00:00,28216648.96436535,13.534885912698412,2411754026.317151,,12.399278885093155,#6487de,Ethereum,4
ethereum,2022-02-07T00:00:00+00:00,35091465.79700005,13.52235119047619,2453566394.227114,,13.018492152155176,#6487de,Ethereum,4
ethereum,2022-02-06T00:00:00+00:00,22724886.621172957,13.545510912698413,1684427758.4200354,,12.635999059431393,#6487de,Ethereum,4
ethereum,2022-02-05T00:00:00+00:00,40790732.71279095,13.561989087301587,2264386723.744009,,13.024463912877637,#6487de,Ethereum,4
ethereum,2022-02-04T00:00:00+00:00,28642695.497358963,13.416708002645503,2660803683.715433,,13.52667567885629,#6487de,Ethereum,4
ethereum,2022-02-03T00:00:00+00:00,32422809.340815347,13.364732142857143,2126404820.5195985,,13.70935869702391,#6487de,Ethereum,4
ethereum,2022-02-02T00:00:00+00:00,41913151.4410198,13.401883267195768,2253342852.1557713,,14.138163308413047,#6487de,Ethereum,4
ethereum,2022-02-01T00:00:00+00:00,41165616.074749626,13.391054894179895,2479999764.0266657,,13.898842265032181,#6487de,Ethereum,4
ethereum,2022-01-31T00:00:00+00:00,31027141.548924595,13.398397817460317,2325500051.15002,,13.449146943786873,#6487de,Ethereum,4
ethereum,2022-01-30T00:00:00+00:00,33388900.74387748,13.348404431216931,1934055639.8982723,,13.644401090893448,#6487de,Ethereum,4
ethereum,2022-01-29T00:00:00+00:00,29487104.087573808,13.173196097883597,3088974272.878278,,13.807130249734074,#6487de,Ethereum,4
ethereum,2022-01-28T00:00:00+00:00,33182540.623514093,13.268703703703704,6005944497.928901,,14.509549549399846,#6487de,Ethereum,4
ethereum,2022-01-27T00:00:00+00:00,37755970.39509272,13.355243055555556,5009958649.279408,,15.277411263890125,#6487de,Ethereum,4
ethereum,2022-01-26T00:00:00+00:00,34308995.44843601,13.448387896825396,4370537975.467338,,15.476505362545506,#6487de,Ethereum,4
ethereum,2022-01-25T00:00:00+00:00,34033325.16210017,13.575747354497354,2696134810.803698,,15.607411491111991,#6487de,Ethereum,4
ethereum,2022-01-24T00:00:00+00:00,35563503.40388375,13.56233134920635,5598733501.9133215,,15.987342714334531,#6487de,Ethereum,4
ethereum,2022-01-23T00:00:00+00:00,29396707.390067395,13.647665343915344,3377866841.8988776,,16.751745545938782,#6487de,Ethereum,4
ethereum,2022-01-22T00:00:00+00:00,41783362.05943703,13.788323412698412,6803440854.48848,,17.511648782723693,#6487de,Ethereum,4
ethereum,2022-01-21T00:00:00+00:00,54831594.14910545,13.738602843915343,7786345085.968131,,17.649116265643556,#6487de,Ethereum,4
ethereum,2022-01-20T00:00:00+00:00,46090381.20874332,13.785828373015873,3033904034.826721,,18.404079535737683,#6487de,Ethereum,4
ethereum,2022-01-19T00:00:00+00:00,40012896.283467166,13.939437830687831,2790166534.5010815,,19.009366400196576,#6487de,Ethereum,4
ethereum,2022-01-18T00:00:00+00:00,39266453.234318376,14.038979828042327,2710269814.6866007,,20.228007753298634,#6487de,Ethereum,4
ethereum,2022-01-17T00:00:00+00:00,48439576.01573053,14.21775462962963,2848059878.348065,,21.420821638340694,#6487de,Ethereum,4
ethereum,2022-01-16T00:00:00+00:00,43571814.7091865,14.274758597883597,1785982371.000797,,23.003275244953425,#6487de,Ethereum,4
ethereum,2022-01-15T00:00:00+00:00,44443149.840660654,14.18442791005291,1642558948.9122465,,23.225854298228974,#6487de,Ethereum,4
ethereum,2022-01-14T00:00:00+00:00,60786207.40864114,14.199348544973544,2207550517.482046,,22.768658633933484,#6487de,Ethereum,4
ethereum,2022-01-13T00:00:00+00:00,55606868.78390536,14.149794973544974,2954664874.230154,,21.95086981492827,#6487de,Ethereum,4
ethereum,2022-01-12T00:00:00+00:00,63290086.90388736,14.033349867724867,2528224237.6085777,,21.45246584694947,#6487de,Ethereum,4
ethereum,2022-01-11T00:00:00+00:00,56773461.54969523,13.977599206349206,2633382249.1956697,,21.17727517757047,#6487de,Ethereum,4
ethereum,2022-01-10T00:00:00+00:00,65909224.4762154,13.884456018518518,3947618954.780108,,20.489664020445144,#6487de,Ethereum,4
ethereum,2022-01-09T00:00:00+00:00,47336685.949068464,13.844737103174603,1961760546.851606,,18.56545819737651,#6487de,Ethereum,4
ethereum,2022-01-08T00:00:00+00:00,38034199.594158255,13.928364748677248,3133633095.9589963,,18.040060955617342,#6487de,Ethereum,4
ethereum,2022-01-07T00:00:00+00:00,51223222.525787815,13.923596230158731,4401102576.105782,,17.81913749797986,#6487de,Ethereum,4
ethereum,2022-01-06T00:00:00+00:00,47510379.661404386,13.966742724867725,3622608774.948865,,17.24412000373817,#6487de,Ethereum,4
ethereum,2022-01-05T00:00:00+00:00,55694263.45821096,14.038159722222222,3787625150.4669275,,17.070223252547922,#6487de,Ethereum,4
ethereum,2022-01-04T00:00:00+00:00,49919322.6232578,14.04285548941799,2556828354.2508087,,16.890694366349855,#6487de,Ethereum,4
ethereum,2022-01-03T00:00:00+00:00,40416843.979363345,14.075454695767196,2319577744.661349,,16.382520803717853,#6487de,Ethereum,4
ethereum,2022-01-02T00:00:00+00:00,38918407.31367465,14.146327711640211,1790656088.3644447,,15.840539706903696,#6487de,Ethereum,4
ethereum,2022-01-01T00:00:00+00:00,30131470.132060707,14.225762235449736,2215197819.715914,,14.969241787420769,#6487de,Ethereum,4
ethereum,2021-12-31T00:00:00+00:00,34608183.01241143,14.421744378306878,2579460177.146706,,14.910286756335285,#6487de,Ethereum,4
ethereum,2021-12-30T00:00:00+00:00,40073899.963161476,14.560209986772486,2468653375.412322,,14.452635910342517,#6487de,Ethereum,4
ethereum,2021-12-29T00:00:00+00:00,48201354.13752049,14.54293816137566,2497256950.440557,,13.942472704936064,#6487de,Ethereum,4
ethereum,2021-12-28T00:00:00+00:00,42115827.6812415,14.511269841269842,3269844076.396322,,12.679912542591426,#6487de,Ethereum,4
ethereum,2021-12-27T00:00:00+00:00,32743493.942323633,14.449441137566138,2192802360.3790317,,11.987140747357774,#6487de,Ethereum,4
ethereum,2021-12-26T00:00:00+00:00,23507477.62437955,14.365449735449735,1933879376.2235548,,11.634803860874879,#6487de,Ethereum,4
ethereum,2021-12-25T00:00:00+00:00,29434600.525230195,14.250765542328041,2291424650.6231246,,11.554319909204025,#6487de,Ethereum,4
ethereum,2021-12-24T00:00:00+00:00,30478252.452116355,14.019869378306879,2662463056.587112,,11.22385123469117,#6487de,Ethereum,4
ethereum,2021-12-23T00:00:00+00:00,34269364.43684806,13.973616071428571,3430364617.8785863,,11.401154540844365,#6487de,Ethereum,4
ethereum,2021-12-22T00:00:00+00:00,32082158.50789925,13.825160383597884,2666356992.7937093,,11.555055763881397,#6487de,Ethereum,4
ethereum,2021-12-21T00:00:00+00:00,27490441.497482978,13.866739417989418,3426016434.2886796,,11.757557798238158,#6487de,Ethereum,4
ethereum,2021-12-20T00:00:00+00:00,28621581.41774491,13.88536044973545,3471501333.8848715,,11.945562015131587,#6487de,Ethereum,4
ethereum,2021-12-19T00:00:00+00:00,25541777.01065143,13.954373346560846,2633212810.023595,,12.174612280088224,#6487de,Ethereum,4
ethereum,2021-12-18T00:00:00+00:00,26261256.067624915,14.027648809523809,3535192996.3234916,,12.295500320673527,#6487de,Ethereum,4
ethereum,2021-12-17T00:00:00+00:00,40109273.76206152,14.092977843915344,3923164774.022925,,12.444547339246412,#6487de,Ethereum,4
ethereum,2021-12-16T00:00:00+00:00,41864347.41133478,14.039042658730159,2792691849.083386,,12.391388511664866,#6487de,Ethereum,4
ethereum,2021-12-15T00:00:00+00:00,35267849.40765699,14.197577711640212,4518320255.563032,,12.376894549610956,#6487de,Ethereum,4
ethereum,2021-12-14T00:00:00+00:00,30225355.67531504,14.260152116402116,3263158080.8369737,,12.446888341663255,#6487de,Ethereum,4
ethereum,2021-12-13T00:00:00+00:00,36733490.06974382,14.276473214285714,3895629243.5074716,,13.051894590947004,#6487de,Ethereum,4
ethereum,2021-12-12T00:00:00+00:00,26786838.192104027,14.279441137566138,2072890136.5194354,,13.929499881886159,#6487de,Ethereum,4
ethereum,2021-12-11T00:00:00+00:00,30282187.07233692,14.617723214285714,3157636897.0007286,,14.432320373454656,#6487de,Ethereum,4
ethereum,2021-12-10T00:00:00+00:00,39449951.16851094,14.67776455026455,4949738835.014243,,15.977527606346083,#6487de,Ethereum,4
ethereum,2021-12-09T00:00:00+00:00,37574137.79238442,14.634366732804233,4654459877.577749,,17.0896415630851,#6487de,Ethereum,4
ethereum,2021-12-08T00:00:00+00:00,34744606.62779238,14.657428902116402,3283042301.272647,,17.940022706242903,#6487de,Ethereum,4
ethereum,2021-12-07T00:00:00+00:00,41053759.37141011,14.533976521164021,3254387952.660626,,19.769350343226527,#6487de,Ethereum,4
ethereum,2021-12-06T00:00:00+00:00,45137776.536952905,14.626825396825398,5793647155.595797,,20.559839463461408,#6487de,Ethereum,4
ethereum,2021-12-05T00:00:00+00:00,41904885.36016099,14.631645171957672,4410220833.531265,,21.130133033807876,#6487de,Ethereum,4
ethereum,2021-12-04T00:00:00+00:00,60890540.19309926,14.216899801587301,7669755395.278968,,21.92014590727539,#6487de,Ethereum,4
ethereum,2021-12-03T00:00:00+00:00,48984160.015676156,14.179841269841269,4906315547.732757,,21.367838054979625,#6487de,Ethereum,4
ethereum,2021-12-02T00:00:00+00:00,53558205.30871899,14.32209656084656,4161377806.118969,,21.21764767077672,#6487de,Ethereum,4
ethereum,2021-12-01T00:00:00+00:00,63338610.002494745,14.382103174603175,4030499829.200257,,21.568910029346174,#6487de,Ethereum,4
ethereum,2021-11-30T00:00:00+00:00,66088258.94109668,14.58191798941799,5028038704.167513,,20.980543609372607,#6487de,Ethereum,4
ethereum,2021-11-29T00:00:00+00:00,52324111.25107897,14.555575396825397,2915222757.743897,,21.098905993891783,#6487de,Ethereum,4
ethereum,2021-11-28T00:00:00+00:00,46762056.00956558,14.512288359788359,3133394864.8103027,,21.543331144919744,#6487de,Ethereum,4
ethereum,2021-11-27T00:00:00+00:00,49165444.632460624,14.719441137566138,2478220023.045986,,21.433099195118643,#6487de,Ethereum,4
ethereum,2021-11-26T00:00:00+00:00,51389748.356659085,14.631550925925925,5601779729.757359,,21.56430790027821,#6487de,Ethereum,4
ethereum,2021-11-25T00:00:00+00:00,52990673.48014232,14.56254298941799,3651942777.0786343,,21.683184360563416,#6487de,Ethereum,4
ethereum,2021-11-24T00:00:00+00:00,56885689.19393969,14.533892195767196,4006557107.817267,,21.96723455527616,#6487de,Ethereum,4
ethereum,2021-11-23T00:00:00+00:00,56159647.15319234,14.55163029100529,3695091953.4079704,,21.749424504511573,#6487de,Ethereum,4
ethereum,2021-11-22T00:00:00+00:00,64496442.90000091,14.62629794973545,4086441129.971724,,22.083549369733724,#6487de,Ethereum,4
ethereum,2021-11-21T00:00:00+00:00,47328474.47623999,14.738943452380953,2593738641.184803,,22.52730962126278,#6487de,Ethereum,4
ethereum,2021-11-20T00:00:00+00:00,45065273.79873238,14.763422619047619,2382776242.1208906,,22.84251610741374,#6487de,Ethereum,4
ethereum,2021-11-19T00:00:00+00:00,48485957.14484419,14.995459656084655,3188925766.8539186,,23.379676879896003,#6487de,Ethereum,4
ethereum,2021-11-18T00:00:00+00:00,62249991.569405496,15.14318287037037,4718331048.63896,,24.414812086677625,#6487de,Ethereum,4
ethereum,2021-11-17T00:00:00+00:00,57281417.57570119,15.24799933862434,3821245064.0329566,,25.10128295650012,#6487de,Ethereum,4
ethereum,2021-11-16T00:00:00+00:00,67152093.84584655,15.31004794973545,4864221172.955455,,26.25144678878898,#6487de,Ethereum,4
ethereum,2021-11-15T00:00:00+00:00,71733487.4814069,15.349717261904761,2696177928.6897535,,27.550900763123558,#6487de,Ethereum,4
ethereum,2021-11-14T00:00:00+00:00,53161522.305144586,15.414833002645503,2257494095.106254,,26.820477396910697,#6487de,Ethereum,4
ethereum,2021-11-13T00:00:00+00:00,61737043.27727172,15.416906415343915,2270981356.456033,,26.497597932158538,#6487de,Ethereum,4
ethereum,2021-11-12T00:00:00+00:00,71303325.9980657,15.343257275132276,3548926522.1575046,,26.09847570606406,#6487de,Ethereum,4
ethereum,2021-11-11T00:00:00+00:00,75171699.27812424,15.334212962962964,3369883310.5844183,,25.703325409782288,#6487de,Ethereum,4
ethereum,2021-11-10T00:00:00+00:00,80665778.68665175,15.341724537037036,5316133009.293593,,25.29727725114304,#6487de,Ethereum,4
ethereum,2021-11-09T00:00:00+00:00,84309704.08748288,15.385499338624339,3169364205.4514093,,25.48947387007331,#6487de,Ethereum,4
ethereum,2021-11-08T00:00:00+00:00,59656056.00113955,15.487204034391535,3122959448.968407,,24.95165986455691,#6487de,Ethereum,4
ethereum,2021-11-07T00:00:00+00:00,45803585.261470765,15.508227513227514,2164426711.241411,,25.711094595772416,#6487de,Ethereum,4
ethereum,2021-11-06T00:00:00+00:00,52623494.00369245,15.55317791005291,2293989251.610054,,26.764796918058266,#6487de,Ethereum,4
ethereum,2021-11-05T00:00:00+00:00,62307753.97845454,15.756838624338624,2921986240.2453485,,27.787563067895935,#6487de,Ethereum,4
ethereum,2021-11-04T00:00:00+00:00,66650643.8003761,15.949748677248678,3157219803.8596907,,28.2785776049359,#6487de,Ethereum,4
ethereum,2021-11-03T00:00:00+00:00,75632260.18322898,16.21151455026455,3337246011.2208805,,28.415731288415255,#6487de,Ethereum,4
ethereum,2021-11-02T00:00:00+00:00,76458894.46054234,16.134270833333332,3233411764.8781137,,27.79706588825292,#6487de,Ethereum,4
ethereum,2021-11-01T00:00:00+00:00,68993552.02460472,16.050137235449736,2734824717.6054626,,26.31281538504427,#6487de,Ethereum,4
ethereum,2021-10-31T00:00:00+00:00,64715723.803190336,15.980299272486773,2729046938.7497244,,24.516758398478803,#6487de,Ethereum,4
ethereum,2021-10-30T00:00:00+00:00,72374635.14231148,15.909413029100529,3045259297.207785,,22.609393678201794,#6487de,Ethereum,4
ethereum,2021-10-29T00:00:00+00:00,75776169.27286549,15.671440145502645,4006053906.046988,,20.14129506120187,#6487de,Ethereum,4
ethereum,2021-10-28T00:00:00+00:00,75612707.82394673,15.340274470899471,4539026032.719036,,18.0633202921219,#6487de,Ethereum,4
ethereum,2021-10-27T00:00:00+00:00,71278265.88370875,14.954647817460318,5248339720.079168,,16.22803486629746,#6487de,Ethereum,4
ethereum,2021-10-26T00:00:00+00:00,54205219.99945349,14.771746031746032,3738381705.546407,,14.370049263750657,#6487de,Ethereum,4
ethereum,2021-10-25T00:00:00+00:00,41820536.75148118,14.604303902116403,2375423769.6054378,,13.130970920351661,#6487de,Ethereum,4
ethereum,2021-10-24T00:00:00+00:00,31947291.21350658,14.435947420634921,2525493040.296509,,12.802799228239312,#6487de,Ethereum,4
ethereum,2021-10-23T00:00:00+00:00,27118514.728515908,14.2422833994709,2200985217.803197,,12.825707424609558,#6487de,Ethereum,4
ethereum,2021-10-22T00:00:00+00:00,36869887.545038186,14.15276951058201,2945336499.975017,,13.333989466567768,#6487de,Ethereum,4
ethereum,2021-10-21T00:00:00+00:00,41893293.69731104,14.230396825396825,4171499230.9893465,,14.264683694783416,#6487de,Ethereum,4
ethereum,2021-10-20T00:00:00+00:00,31939909.683611657,14.147430555555555,3099574884.926511,,14.803785181113046,#6487de,Ethereum,4
ethereum,2021-10-19T00:00:00+00:00,29042838.885717966,14.031638558201058,2708915123.7208123,,15.355069499470124,#6487de,Ethereum,4
ethereum,2021-10-18T00:00:00+00:00,50898801.90779675,13.965605158730158,2529751081.055465,,15.618205897796132,#6487de,Ethereum,4
ethereum,2021-10-17T00:00:00+00:00,29776147.92051275,13.942147817460317,2252143183.2256727,,16.01067883333349,#6487de,Ethereum,4
ethereum,2021-10-16T00:00:00+00:00,34010928.246593796,13.931759259259259,2581013441.733802,,15.957606182200651,#6487de,Ethereum,4
ethereum,2021-10-15T00:00:00+00:00,59340751.34201782,13.949657738095238,4207628023.658632,,15.70624166951527,#6487de,Ethereum,4
ethereum,2021-10-14T00:00:00+00:00,49023893.32132561,13.923270502645503,3004684457.560779,,15.149197255719674,#6487de,Ethereum,4
ethereum,2021-10-13T00:00:00+00:00,35659545.12490087,14.117050264550265,2385884486.885323,,15.274602727897292,#6487de,Ethereum,4
ethereum,2021-10-12T00:00:00+00:00,32808732.01948443,14.361724537037038,2692524771.716734,,15.418777155127499,#6487de,Ethereum,4
ethereum,2021-10-11T00:00:00+00:00,38496509.634812295,14.414813161375662,2593531798.0540977,,15.848757072458728,#6487de,Ethereum,4
ethereum,2021-10-10T00:00:00+00:00,31042726.242393248,14.312344576719576,2083911132.1837423,,15.57737395633245,#6487de,Ethereum,4
ethereum,2021-10-09T00:00:00+00:00,28670455.381239746,14.299651124338624,1437446531.2008,,15.177579020899037,#6487de,Ethereum,4
ethereum,2021-10-08T00:00:00+00:00,47068775.69357176,14.177367724867725,2257235369.0198274,,14.768688641072718,#6487de,Ethereum,4
ethereum,2021-10-07T00:00:00+00:00,52967564.300734065,14.04547123015873,3182124959.278965,,14.070356580581704,#6487de,Ethereum,4
ethereum,2021-10-06T00:00:00+00:00,52938001.81567289,13.66825892857143,3127366097.8332844,,12.991730021540016,#6487de,Ethereum,4
ethereum,2021-10-05T00:00:00+00:00,46609899.704508744,13.334323743386243,2126458082.918188,,11.890062434148252,#6487de,Ethereum,4
ethereum,2021-10-04T00:00:00+00:00,35775412.938844986,13.123424272486773,2322382250.661177,,11.158782104904308,#6487de,Ethereum,4
ethereum,2021-10-03T00:00:00+00:00,21462972.537500042,13.143910383597884,1682942512.7518497,,10.690683659709114,#6487de,Ethereum,4
ethereum,2021-10-02T00:00:00+00:00,22186727.99147887,13.074983465608465,1771372666.12296,,10.604016508864001,#6487de,Ethereum,4
ethereum,2021-10-01T00:00:00+00:00,27393220.048516408,13.080239748677249,2498370156.9458523,,10.183265550085967,#6487de,Ethereum,4
ethereum,2021-09-30T00:00:00+00:00,33626707.313187025,12.989998346560846,2130201793.2880087,,9.945681372221765,#6487de,Ethereum,4
ethereum,2021-09-29T00:00:00+00:00,23898627.66131277,13.117141203703703,1793710779.711959,,9.63524152953862,#6487de,Ethereum,4
ethereum,2021-09-28T00:00:00+00:00,27689217.159505982,13.180238095238096,2016269493.7766416,,9.445413964373406,#6487de,Ethereum,4
ethereum,2021-09-27T00:00:00+00:00,52406848.55446142,13.321066468253969,2150860059.468449,,9.489301199289784,#6487de,Ethereum,4
ethereum,2021-09-26T00:00:00+00:00,22050587.020313717,13.388288690476191,2882041745.8650603,,9.613084231230783,#6487de,Ethereum,4
ethereum,2021-09-25T00:00:00+00:00,14710974.271579558,13.453912037037037,2101574805.581656,,9.529257400539292,#6487de,Ethereum,4
ethereum,2021-09-24T00:00:00+00:00,24139298.712806407,13.490482804232805,3125726247.8854074,,9.797506636769727,#6487de,Ethereum,4
ethereum,2021-09-23T00:00:00+00:00,29215967.89714292,13.548176256613756,1980784031.3895748,,10.049889421823199,#6487de,Ethereum,4
ethereum,2021-09-22T00:00:00+00:00,19870321.32221494,13.599937169312168,2522783876.3449063,,10.351182269514627,#6487de,Ethereum,4
ethereum,2021-09-21T00:00:00+00:00,31934446.0362849,13.655426587301587,3636571488.0217147,,10.451774240190987,#6487de,Ethereum,4
ethereum,2021-09-20T00:00:00+00:00,31129201.44998861,13.718166335978836,3950598436.627659,,10.078353118046909,#6487de,Ethereum,4
ethereum,2021-09-19T00:00:00+00:00,24681752.22547288,13.871823743386244,1548518393.9719825,,9.981387178464654,#6487de,Ethereum,4
ethereum,2021-09-18T00:00:00+00:00,19365865.7027355,14.009227843915344,1478128461.1327953,,10.123711988559034,#6487de,Ethereum,4
ethereum,2021-09-17T00:00:00+00:00,28273050.662241857,14.184892526455027,2105244893.6128676,,10.186896283989611,#6487de,Ethereum,4
ethereum,2021-09-16T00:00:00+00:00,33735666.8247139,14.279350198412699,2536860161.7987876,,10.511122514773803,#6487de,Ethereum,4
ethereum,2021-09-15T00:00:00+00:00,25177227.592545025,14.271896494708995,2043660269.978148,,11.624923564127899,#6487de,Ethereum,4
ethereum,2021-09-14T00:00:00+00:00,28647877.564431854,14.223713624338624,1733238299.7451327,,13.233628187831046,#6487de,Ethereum,4
ethereum,2021-09-13T00:00:00+00:00,30114793.5581264,14.350749007936509,2370844746.457361,,15.089138897210125,#6487de,Ethereum,4
ethereum,2021-09-12T00:00:00+00:00,21619287.954686273,14.249892526455026,1689121122.9321249,,16.310344683272028,#6487de,Ethereum,4
ethereum,2021-09-11T00:00:00+00:00,21825684.794533808,14.126114417989418,1831940208.5115983,,17.78241780212041,#6487de,Ethereum,4
ethereum,2021-09-10T00:00:00+00:00,37499502.14770045,14.026324404761905,2598974637.362081,,19.479660298826026,#6487de,Ethereum,4
ethereum,2021-09-09T00:00:00+00:00,58901053.537414715,13.950383597883597,2504957899.5463142,,21.1348667930592,#6487de,Ethereum,4
