blockchain,date,rev_usd,tps,spot_dex_volume_usd,circulating_stablecoin_supply_usd,median_fee_usd,color_code,title,rnk
solana,2026-08-19T00:00:00+00:00,1048919.0731297964,1965.3394990079364,3451031867.8041706,16286215516.645731,0.00042312087374086045,#92dc78,Solana,3
solana,2026-08-18T00:00:00+00:00,756335.9449286484,1903.6561028439153,1818898184.8879783,16160228697.885843,0.0004196832758135588,#92dc78,Solana,3
solana,2026-08-17T00:00:00+00:00,855047.3759837105,1899.7329993386243,1842269534.3267422,15287797985.63398,0.00041971713119919344,#92dc78,Solana,3
solana,2026-08-16T00:00:00+00:00,551519.25998481,1907.3142807539682,1045423484.7912724,16290390000.390482,0.0004193195975627604,#92dc78,Solana,3
solana,2026-08-15T00:00:00+00:00,679447.29043274,1965.4261673280423,1020358377.4629683,16230537188.772581,0.00042051762803897475,#92dc78,Solana,3
solana,2026-08-14T00:00:00+00:00,702085.8750498857,1987.410203373016,1920749535.774483,15376268734.920776,0.0004210385728209815,#92dc78,Solana,3
solana,2026-08-13T00:00:00+00:00,838921.1567224261,1976.9339732142857,1712888315.9763448,16210436636.671522,0.0004192698394503389,#92dc78,Solana,3
solana,2026-08-12T00:00:00+00:00,855969.6819857252,1923.648136574074,1774749757.7083433,16330933439.385765,0.000416402983685515,#92dc78,Solana,3
solana,2026-08-11T00:00:00+00:00,870043.8270253949,1882.709417989418,1730263383.1764128,16442107995.116343,0.00041345674979760213,#92dc78,Solana,3
solana,2026-08-10T00:00:00+00:00,823746.8476573678,1877.1864930555555,1865135890.1931152,16614353602.349928,0.0004120595920416718,#92dc78,Solana,3
solana,2026-08-09T00:00:00+00:00,784849.2329813598,1846.1322685185185,1431925736.3378968,16523098864.924393,0.0004108846179880658,#92dc78,Solana,3
solana,2026-08-08T00:00:00+00:00,707788.6714295973,1770.6918237433863,1384519575.9646695,16365630987.263363,0.00040828664300949537,#92dc78,Solana,3
solana,2026-08-07T00:00:00+00:00,656656.2903062084,1709.0571279761905,1562192584.021067,15659222396.289875,0.00040528760726183256,#92dc78,Solana,3
solana,2026-08-06T00:00:00+00:00,627302.8277667748,1684.524580026455,1362466313.02564,15684664715.102997,0.00040670104407878807,#92dc78,Solana,3
solana,2026-08-05T00:00:00+00:00,710700.746555747,1684.9214566798942,1575365190.639694,15922741128.040852,0.00040769562132736333,#92dc78,Solana,3
solana,2026-08-04T00:00:00+00:00,750612.0271843142,1693.1226719576719,1753945043.4014337,16150079343.63871,0.00040735222688186376,#92dc78,Solana,3
solana,2026-08-03T00:00:00+00:00,752139.4911647036,1670.5394146825397,1676161866.5028374,16138522357.52025,0.00040777372936470925,#92dc78,Solana,3
solana,2026-08-02T00:00:00+00:00,520025.59510607604,1673.7202529761905,1180193934.6883996,16100185716.293283,0.0004101696362192783,#92dc78,Solana,3
solana,2026-08-01T00:00:00+00:00,527806.9220237905,1674.50521494709,1011185171.0218636,16118179528.241322,0.0004126230525777923,#92dc78,Solana,3
solana,2026-07-31T00:00:00+00:00,637973.7715538832,1665.3616534391535,1499428488.082693,15744829627.365381,0.0004144383802721485,#92dc78,Solana,3
solana,2026-07-30T00:00:00+00:00,644167.9618354808,1648.9849603174603,1636840159.8957782,16133944206.16657,0.00041519527305519243,#92dc78,Solana,3
