Day,Only_BRC20_Fee,Only_Runes_Fee,Other_Inscriptions_Fee,Other_RnI_Fee,regular_tx_Fee,RnB_Fee
2023-04-11,0.08173357000000003,3.312e-05,0.5575291399999965,0,30.41961834999997,0
2023-04-12,0.10921027999999934,0,1.3396135499999975,0,23.155960440000314,0
2023-04-13,0.03540158000000014,7.137e-05,0.7617687700000007,0,25.138046170000386,0
2023-04-14,0.03136305000000003,0,0.45035136000000014,0.0007616,27.257238289999954,0
2023-04-15,0.020093379999999973,0,0.8791391999999998,0,20.297330140000277,0
2023-04-16,0.024464970000000093,0,0.6035906999999984,0,15.319891520000015,0
2023-04-17,0.16747902000000547,0,0.6680960999999871,0,20.001579120000017,0
2023-04-18,0.06084694000000022,0,0.4283404100000007,0,19.874304630000122,0
2023-04-19,0.03389123999999997,0,0.4565018299999991,0,20.41552716000015,0
2023-04-20,0.05144222999999995,9.392e-05,0.2541229000000014,0,20.934304390000076,0
2023-04-21,0.1497302900000006,0.00021321,0.4967102499999969,0,23.443543340000257,0
2023-04-22,0.3085093900000007,4.603e-05,0.8793679899999784,0,15.202422790000448,0
2023-04-23,1.4951705400000328,0.00827032,0.143378290000014,0,12.028088330000328,0
2023-04-24,0.7124515199999976,3.314e-05,0.3277832400000119,0,19.51995062000001,0
2023-04-25,1.823821700000013,0.00072633,0.16513011000000044,0,24.726201489999603,0
2023-04-26,3.9365823800000794,2.938e-05,0.1393505800000141,0,29.01540189999865,0
2023-04-27,5.494272599999956,0,0.17680937999998747,0,36.09353899999962,0
2023-04-28,6.583227729999827,0.00416052,0.18807631000000935,0,39.096159399998776,0
2023-04-29,10.941277269999892,0.00039217,0.12132938000001303,0,31.76866286999901,0
2023-04-30,15.512854729998997,0,0.2710757200000238,0,31.862570050001892,0
2023-05-01,22.508638440000805,0.00028004,0.4940933699999235,0,46.26640832999892,0
2023-05-02,27.72591292999909,0.00018114,0.679800489999856,0,85.73531902999751,0
2023-05-03,11.92037767000003,0,2.41371716000004,0,109.8628903700022,0
2023-05-04,13.718900920000191,0,1.204259679999959,0,98.55328956999712,0
2023-05-05,20.850726920000092,0.00043018,0.5920940899999323,0,113.52387972999881,0
2023-05-06,63.508278889999886,0.0002685,1.6185882999998,0,116.90747771998979,0
2023-05-07,245.72189236000656,0,1.3509819799999434,0,156.84616352001458,0
2023-05-08,255.01966677000084,0.00086292,2.6845845299995688,0,377.6486861199918,0
2023-05-09,148.0279309000018,0,3.0244751699996186,0,289.2133386199969,0
2023-05-10,88.14459780000126,0,10.245657809999244,0,241.37746299999304,0
2023-05-11,30.786719370000743,0.00097096,4.384309599999835,0,159.2061224699983,0
2023-05-12,38.20544970999834,0,2.4810045200000843,0,132.75697205999745,0
2023-05-13,27.617688370000053,0.00220801,6.921261510000598,0,74.24881888999496,0
2023-05-14,21.63931598999906,0.0030882,5.65403499999961,0,61.12494763999734,0
2023-05-15,13.468551199999656,0,5.1689161399992365,0,71.17624638999675,0
2023-05-16,29.394349300000258,0.00053567,3.4741172299996603,0.00084885,80.14099346999666,0
2023-05-17,21.117924419999234,0,1.688108149999895,0,70.3076863899992,0
2023-05-18,18.02903319999993,9.04e-05,2.5514769400001036,0,86.31954710999909,0
2023-05-19,26.040702160000297,0,4.774534589999874,0,85.73072564999956,0
2023-05-20,7.330659679999808,0.00030736,14.815079159999524,0,63.046765340002864,0
2023-05-21,12.912493799999861,0.00054621,8.029101489999832,0,50.51377449000001,0
2023-05-22,11.264341130000648,7.191e-05,6.193537420000293,0,53.51411919999963,0
