date,MNT,USDC,USDT,CMETH,METH,ETH,WMNT,USDE,FBTC,WETH
2026-06-24 00:00:00,109530511.87754,12556895.41405,1649801.45298,13845066.6046,41039027.07333,0.0,27506.49335,79315744.33797,2270267.0232,254282466.9083
2026-06-25 00:00:00,105970784.53477,13157137.17598,1646545.85273,13442981.23973,39762624.89664,0.0,26849.22975,79071734.66241,2211971.27844,247689396.96108
2026-06-26 00:00:00,94853511.80773,13209928.10639,1641666.101,12828218.68001,38462360.20858,0.0,23613.17789,78919138.75656,2120821.6088,239857576.9719
2026-06-27 00:00:00,93629259.62108,11712075.35781,1649015.95695,13034742.27182,38592741.84953,0.0,23283.69245,68524867.99511,2127176.03926,244106631.66038
2026-06-28 00:00:00,94122038.19548,13912769.17031,1653216.13798,13026535.38743,38528995.04555,0.0,23288.72874,68520157.77506,2115051.77422,243154740.94407
2026-06-29 00:00:00,91605222.14498,14244755.62662,1645975.1484,12965392.36688,38512407.84648,0.0,22779.66184,68053936.65507,2132137.22876,242822603.10596
2026-06-30 00:00:00,91735527.55834,14148301.70915,1641398.20956,13334233.24214,39644264.97683,0.0,22879.02508,67913254.97852,2164588.70808,249888654.00228
2026-07-01 00:00:00,87009614.67325,14167317.28854,1639198.4521,13062474.02715,38765177.84828,0.0,21725.28854,67747122.24297,2076308.18482,244962826.01209
2026-07-02 00:00:00,90550026.34134,13964743.64105,1636486.55992,13371995.77346,39852912.76662,0.0,22643.1741,67717539.86892,2172274.43186,252185492.46442
2026-07-03 00:00:00,93680386.05987,14492548.50366,1635578.69194,14010084.39431,41894760.95636,0.0,23329.13777,67647680.40123,2236976.57665,263389704.04173
2026-07-04 00:00:00,96511834.63832,14863022.53931,1644719.10289,14553799.1658,43196302.25044,0.0,23989.24885,67486051.24455,2275818.07086,271415049.42412
2026-07-05 00:00:00,97044983.71634,14739468.69587,1644574.55242,14724898.23078,43763083.3351,0.0,24203.96448,67413546.90932,2276550.56899,274476952.96097
2026-07-06 00:00:00,94154153.34007,14953023.8357,1651026.4381,14763590.84804,43961555.85281,0.0,23531.65781,67418973.85617,2310885.06635,275538862.5388
2026-07-07 00:00:00,94907709.93882,14775966.17784,1646806.10633,14955005.02029,44359408.80954,0.0,23596.59179,67354632.06682,2332550.15226,278502841.00049
2026-07-08 00:00:00,90233116.84765,14693473.91923,1639417.03505,14690209.87527,43629679.91775,0.0,22555.60738,67279788.56597,2318239.60921,273834862.56564
2026-07-09 00:00:00,89912253.91652,14586450.53445,1640314.42025,14458141.843,42932784.43394,0.0,22495.29617,67228362.21606,2272623.12271,269293294.15604
2026-07-10 00:00:00,91697626.12582,14685208.02544,1652462.55475,13789622.36928,43039820.55706,0.0,22928.88885,66483592.45229,2289538.78566,269878931.22688
2026-07-11 00:00:00,92194983.70254,14778757.69099,1650132.85022,14859648.06178,44180029.36865,0.0,22999.67793,65074171.27828,2371477.68389,277224211.04566
2026-07-12 00:00:00,90049963.38583,14702123.40582,1650506.34343,14842059.55926,44167652.42461,0.0,22621.00175,59565713.84767,2382595.75542,276811736.44402
2026-07-13 00:00:00,88962692.23312,14699868.87037,1651219.14551,14892205.10078,44320825.16357,0.0,22291.33346,59371350.58724,2399198.11352,277877081.30014
2026-07-14 00:00:00,89814681.56303,14710603.33488,1651543.55935,14663535.19114,43623611.84794,0.0,22496.46043,58755648.85687,2307366.2442,273514485.03358
2026-07-15 00:00:00,89885152.00659,14711396.67279,1647316.01144,15686159.63783,46697243.12329,0.0,22589.07265,58118862.61193,2450443.01704,292713930.14899
2026-07-16 00:00:00,90992354.27398,14722203.92607,1662924.66367,15908269.45467,47417138.78305,0.0,22738.82289,57634322.16081,2452728.52446,296744246.98279
2026-07-17 00:00:00,94541791.2889,14376336.48971,1646288.41885,15436070.06994,46021264.2564,0.0,23590.12042,57401446.06909,2411074.98592,287865860.40926
2026-07-18 00:00:00,91732389.59123,14337294.08955,1649126.09437,15214556.01321,45449716.00554,0.0,22775.00987,57402461.40947,2386063.45343,283565931.10252
2026-07-19 00:00:00,90175218.30372,14380300.25897,1656203.31459,15388471.70542,46030641.19588,0.0,22424.2644,57408090.33017,2426194.07799,287303782.86514
2026-07-20 00:00:00,91753759.38677,14404036.6841,1653492.92646,15511052.24727,46391132.83633,0.0,22683.65894,57399074.56611,2418675.55316,289035807.59343
2026-07-21 00:00:00,91562362.73922,14464800.93602,1641726.00786,15887110.66827,47518382.1915,0.0,22732.69332,57276805.23194,2467320.17223,296144488.58618
2026-07-22 00:00:00,92509263.21612,14367850.50127,1643719.60336,16040218.48976,48014021.09879,0.0,22973.64964,56837178.84852,2538214.39536,299091708.62121
2026-07-23 00:00:00,89431380.91897,14431139.36545,1641711.08487,15882098.59232,47859609.68711,0.0,22475.02036,56356888.4769,2509334.09077,297827612.38493
2026-07-24 00:00:00,86370230.5464,14459143.24762,1644860.34721,15548785.95037,46532319.63527,0.0,21717.01857,56183565.31267,2451819.75541,289729296.75658
2026-07-25 00:00:00,86812909.24285,14895278.63923,1644387.61644,15452498.17329,46270741.88898,0.0,21911.39372,55857128.52352,2428097.75679,287792197.99313
2026-07-26 00:00:00,87009342.41617,13946596.81106,1643934.93213,15558893.72349,46579497.64769,0.0,21996.10399,55884671.52499,2422985.68222,289710257.98999
2026-07-27 00:00:00,88288336.70106,14531239.38242,1641267.76242,16196619.92159,48619825.79854,0.0,22220.79851,55902031.18603,2480237.25269,302659712.35712
2026-07-28 00:00:00,84486914.16446,14574354.54251,1640687.38751,15678474.27641,47008234.90892,0.0,21376.67364,55406250.62453,2417870.01596,291905829.80588
2026-07-29 00:00:00,84944128.12381,14767230.48485,1643821.32118,15876537.09178,47653035.62318,0.0,21456.42378,55113476.8702,1435366.63499,295942367.29472
2026-07-30 00:00:00,83643685.74386,13103607.36438,1641717.557,15709869.13188,47088538.8421,0.0,21172.91927,54855363.03214,1464979.45563,292633643.65102
2026-07-31 00:00:00,84172699.18546,13599105.57013,1648342.75913,16045210.42864,48096391.99242,0.0,21249.72472,53738195.18399,1485216.30403,299518231.0068
2026-08-01 00:00:00,82897427.32588,13412413.16698,1646830.56582,15440624.36976,46292145.92697,0.0,20959.2426,52663729.47676,1407345.02957,287879985.21425
2026-08-02 00:00:00,83509428.56961,13579865.50186,1649083.50331,15268466.46222,45775697.97444,0.0,21103.98878,53265972.29794,1401293.60995,284603284.55179
2026-08-03 00:00:00,84035362.08797,13690531.04859,1647474.68063,15529243.507,46971408.91275,0.0,21277.45125,52054442.05524,1426980.96855,292120560.02011
2026-08-04 00:00:00,83509986.26332,13748232.1089,1653989.77751,15386716.16862,46130285.90722,0.0,21200.32216,50411509.89432,1440153.77587,286909774.05314
2026-08-05 00:00:00,84574864.81997,13838589.44348,1650550.75353,15484788.66314,46430018.53509,0.0,21427.32007,50040474.80754,1452534.67359,288727173.78652
2026-08-06 00:00:00,85652662.25884,13922489.6551,1649233.81397,15863853.89573,47543329.69442,0.0,21636.92571,48840235.25822,1465643.31462,295586594.72723
2026-08-07 00:00:00,86373139.48742,15241163.50821,1650772.03086,15824215.55751,47446529.32691,0.0,23814.86893,47897581.12579,1474813.88845,323272329.3704
2026-08-08 00:00:00,88248402.4725,14073275.39679,1664038.19187,15866666.59857,47821228.91837,0.0,22563.45678,47640216.27833,1478636.89806,299171523.41107
2026-08-09 00:00:00,91230739.3644,13846180.02235,1654881.79765,15893812.21536,47751145.21845,0.0,22955.6152,47412825.4405,1479946.58656,297644125.82863
2026-08-10 00:00:00,89752323.80846,13057773.09604,1663997.78816,15889520.3543,47848207.22742,0.0,22863.57242,46875072.41925,1489241.05344,300244695.55966
2026-08-11 00:00:00,95371941.78032,12981537.97963,1653043.56373,15601286.24312,46752049.29219,0.0,23920.44834,45938321.10984,1460669.05285,290907016.8665
2026-08-12 00:00:00,92677217.87958,13226979.27254,1651263.69966,15557594.35429,46660285.60608,0.0,23222.33311,45568294.35071,1438179.41529,289706972.85347
2026-08-13 00:00:00,103827224.23566,13448238.86067,3686362.85296,15622433.63202,46806231.21359,0.0,24550.86472,46205365.98878,1442651.16581,291432622.20368
2026-08-14 00:00:00,101502254.17386,13461287.3919,3669983.61605,15661309.66162,46854373.75566,0.0,23896.47892,46205723.89089,1441368.18742,291048408.76777
2026-08-15 00:00:00,100537224.74394,13519304.65091,3676330.57004,15445489.40697,46753815.59875,0.0,23619.68673,46186026.71986,1412622.05494,290290297.12894
2026-08-16 00:00:00,98118441.3641,13542925.25275,3646931.01518,15543903.92215,46886109.84503,0.0,23110.6491,46384239.21263,1414705.57628,291634172.48201
2026-08-17 00:00:00,101598660.92614,13662830.8845,3684367.8392,15669210.40942,46747828.25468,0.0,23882.92295,46376642.47857,1417773.40565,290965881.25815
2026-08-18 00:00:00,99842152.76025,13782285.58907,3684537.319,15828922.93471,47709038.86984,0.0,23477.55405,46513555.12127,1470538.24823,296290713.18372
2026-08-19 00:00:00,97049155.20794,13860305.20355,3686290.34498,15870589.27055,48072973.0951,0.0,22902.34921,46475925.82138,1491092.19265,296904489.69238
2026-08-20 00:00:00,106743385.71327,13809078.8394,3678656.71549,18669612.25538,56828387.92004,0.0,25014.85428,46455145.318,1715968.26943,351632525.13831
2026-08-21 00:00:00,118465139.86741,13936231.89646,3679606.77423,18556705.75991,58631093.61254,0.0,27639.17631,46473990.51961,1858389.0771,360925762.92259
2026-08-22 00:00:00,117681335.35197,13981741.60697,3679984.19963,19937813.74121,63565187.55206,0.0,27405.85409,45954695.88064,2121587.9109,389963688.31905
2026-08-23 00:00:00,110347910.52671,14175946.2931,3679883.37276,20010739.22551,61295989.53614,0.0,25826.76532,43237488.91133,2098470.50356,376141756.31291
2026-08-24 00:00:00,117420580.68248,14193332.91661,3680442.01049,20370023.10774,61835943.32977,0.0,27393.11179,42635928.31426,2126034.53726,380668088.4909
2026-08-25 00:00:00,118036480.30884,14079700.32349,3680395.17362,20483026.52224,62806431.82961,0.0,27516.53853,42567254.98102,2212425.24921,384947700.726
2026-08-26 00:00:00,118502236.88296,14068438.66198,3690594.27115,20263015.03315,62045138.94935,0.0,27622.0163,42386929.87568,2200754.4055,378939308.89119
2026-08-27 00:00:00,115416415.56654,17804233.87689,3690950.90738,20751494.28018,63448739.1755,0.0,26981.9578,42383445.93272,2201726.8484,389527144.08275
2026-08-28 00:00:00,117996270.02533,18002367.28822,3691389.12303,20661807.41504,63477266.9842,0.0,27455.47493,42309798.83584,2281437.86561,390363787.03513
2026-08-29 00:00:00,116407178.80215,12627329.05653,3691212.12995,20182372.43543,61786194.32864,0.0,27204.54996,42302833.28862,2163540.02208,379886778.37769
2026-08-30 00:00:00,119094394.28101,9430002.4413,3691177.98316,20123772.20395,61715944.8148,0.0,27767.07603,42310061.43775,2172623.62719,383008467.13307
2026-08-31 00:00:00,125883143.28461,10884914.04655,3680888.71288,20155765.89708,61165959.77962,0.0,29215.81644,42281974.07955,2165909.88171,377112930.92264
2026-09-01 00:00:00,126032058.8772,9942691.474,3680497.61905,20243713.65585,62494723.03436,0.0,29204.78732,42289703.61529,2160595.82802,383367042.1998
2026-09-02 00:00:00,123519344.65581,12615847.42402,3679982.88827,19878962.807,61087498.08742,0.0,28722.75361,42167804.58677,2117804.41815,374677262.58842
2026-09-03 00:00:00,128969589.7664,12600741.48571,3680654.30881,19670139.53361,60445280.99428,0.0,29995.3963,42154311.2157,2129882.21236,370542246.61926
2026-09-04 00:00:00,130737611.77371,12396291.40784,3682467.38376,20504900.49347,63607815.47238,0.0,30393.43537,42187712.5475,2329123.50919,390162892.12193
2026-09-05 00:00:00,132290551.96429,12179335.89363,3683270.53724,20063397.72969,62233611.95895,0.0,30797.52104,41588104.29264,14299291.3976,382057616.8679
2026-09-06 00:00:00,135534608.28947,12696587.30521,3684666.53528,20414280.28333,62904421.02405,0.0,31438.98209,41573069.14947,14340474.31133,388466566.41068
2026-09-07 00:00:00,139970796.24389,12650800.06379,3684327.23742,20582887.67749,63848398.67127,0.0,32557.41542,41566495.63548,14445705.48969,392265614.68552
2026-09-08 00:00:00,144571909.61062,12217459.54055,3683943.9038,20509126.27117,63356950.72094,0.0,33563.10448,41542014.91076,14237203.87359,387926553.73051
2026-09-09 00:00:00,146470679.93536,11092611.48477,3683926.51485,20538417.49789,63332958.77404,0.0,33989.75595,41545793.5799,14111852.2829,388184419.32288
2026-09-10 00:00:00,138191652.67324,11046310.29089,3730383.91294,20315896.77066,62680173.02676,0.0,32062.20907,40721821.0162,14031587.7705,383955691.32212
2026-09-11 00:00:00,130827250.7604,11702685.71187,3730568.63443,20247281.187,62232314.11233,0.0,30367.78774,40716382.24132,13771595.18776,381120688.45973
2026-09-12 00:00:00,133338132.16178,11579208.47109,3732058.23977,20891334.65987,64264718.5275,0.0,30995.52769,39734082.83479,13844022.5533,391243723.50136
2026-09-13 00:00:00,127961661.50463,11715170.28802,3732101.80365,20866660.68842,64276772.3661,0.0,29826.64463,39734008.35326,13863425.03106,393113840.44478
2026-09-14 00:00:00,127938975.20121,10181769.82774,3731371.2489,20412746.35609,63145095.96093,0.0,29804.46882,39680768.70649,13775788.07203,385759554.10014
2026-09-14 06:36:11,129227656.35053,9372956.92792,3731853.3598,20413342.18124,64048348.86053,0.0,30065.56865,39684652.28597,13898940.58583,391569230.41729
