Timestamp,Date,Measure,Centrifuge,Backed Finance,Backed Finance (xStocks),Securitize,Ondo,Swarm,STOKR,Figure,WisdomTree,Plume Vaults,Superstate Opening Bell,Remora Markets,Robinhood,st0x,bStocks,Dinari
1674604800000,2023-01-25,Bridged Token Value (Dollar),,41407,,,,,,,4629850,,,,,,,
1674691200000,2023-01-26,Bridged Token Value (Dollar),,41086,,,,,,,4701550,,,,,,,
1674777600000,2023-01-27,Bridged Token Value (Dollar),,41616,,,,,,,4733050,,,,,,,
1674864000000,2023-01-28,Bridged Token Value (Dollar),,42019,,,,,,,4733050,,,,,,,
1674950400000,2023-01-29,Bridged Token Value (Dollar),,42019,,,,,,,4733050,,,,,,,
1675036800000,2023-01-30,Bridged Token Value (Dollar),,42019,,,,,,,4652050,,,,,,,
1675123200000,2023-01-31,Bridged Token Value (Dollar),,41795,,,,,,,4724100,,,,,,,
1675209600000,2023-02-01,Bridged Token Value (Dollar),,42052,,,,,,,4801200,,,,,,,
1675296000000,2023-02-02,Bridged Token Value (Dollar),,42354,,,,,,,4927050,,,,,,,
1675382400000,2023-02-03,Bridged Token Value (Dollar),,43107,,,,,,,4855550,,,,,,,
1675468800000,2023-02-04,Bridged Token Value (Dollar),,43147,,,,,,,4855550,,,,,,,
1675555200000,2023-02-05,Bridged Token Value (Dollar),,43147,,,,,,,4855550,,,,,,,
1675641600000,2023-02-06,Bridged Token Value (Dollar),,43147,,,,,,,4815450,,,,,,,
1675728000000,2023-02-07,Bridged Token Value (Dollar),,42793,,,,,,,4895750,,,,,,,
1675814400000,2023-02-08,Bridged Token Value (Dollar),,42553,,,,,,,4823350,,,,,,,
1675900800000,2023-02-09,Bridged Token Value (Dollar),,42507,,,,,,,4779050,,,,,,,
1675987200000,2023-02-10,Bridged Token Value (Dollar),,42754,,,,,,,4767800,,,,,,,
1676073600000,2023-02-11,Bridged Token Value (Dollar),,42425,,,,,,,4767800,,,,,,,
1676160000000,2023-02-12,Bridged Token Value (Dollar),,42425,,,,,,,4767800,,,,,,,
1676246400000,2023-02-13,Bridged Token Value (Dollar),,42425,,,,,,,4829650,,,,,,,
1676332800000,2023-02-14,Bridged Token Value (Dollar),,42897,,,,,,,4848950,,,,,,,
1676419200000,2023-02-15,Bridged Token Value (Dollar),,42459,,,,,,,4878450,,,,,,,
1676505600000,2023-02-16,Bridged Token Value (Dollar),,42712,,,,,,,4795350,,,,,,,
1676592000000,2023-02-17,Bridged Token Value (Dollar),,42643,,,,,,,4771950,,,,,,,
1676678400000,2023-02-18,Bridged Token Value (Dollar),,41969,,,,,,,4771950,,,,,,,
1676764800000,2023-02-19,Bridged Token Value (Dollar),,83938,,,,,,,4771950,,,,,,,
1676851200000,2023-02-20,Bridged Token Value (Dollar),,83938,,,,,,,4771950,,,,,,,
1676937600000,2023-02-21,Bridged Token Value (Dollar),,83938,,,,,,,4665650,,,,,,,
1677024000000,2023-02-22,Bridged Token Value (Dollar),,83354,,,,,,,4665000,,,,,,,
1677110400000,2023-02-23,Bridged Token Value (Dollar),,82648,,,,,,,4699628.998028146,,,,,,,
1677196800000,2023-02-24,Bridged Token Value (Dollar),,587916,,,,,,,4633890.547995007,,,,,,,
1677283200000,2023-02-25,Bridged Token Value (Dollar),,555242,,,,,,,4633890.547995007,,,,,,,
1677369600000,2023-02-26,Bridged Token Value (Dollar),,558164,,,,,,,4633890.547995007,,,,,,,
1677456000000,2023-02-27,Bridged Token Value (Dollar),,587384,,,,,,,4657637.969797058,,,,,,,
1677542400000,2023-02-28,Bridged Token Value (Dollar),,650629.1,,,,,,,4650508.580951832,,,,,,,
1677628800000,2023-03-01,Bridged Token Value (Dollar),,707108.28,,,,,,,4620956.933456835,,,,,,,
1677715200000,2023-03-02,Bridged Token Value (Dollar),,705097,,,,,,,4655957.747355329,,,,,,,
