Timestamp,Date,Measure,Centrifuge,Backed Finance,Backed Finance (xStocks),Securitize,Ondo,Swarm,STOKR,Figure,WisdomTree,Plume Vaults,Superstate Opening Bell,Remora Markets,Robinhood,st0x,bStocks,Dinari
1706572800000,2024-01-30,Bridged Token Value (Dollar),,4500989.1010590205,,,,124801.99999999999,,,6751349.093541854,,,,,,,184785.24460777768
1706659200000,2024-01-31,Bridged Token Value (Dollar),,4434465.685890419,,,,121944.62,,,6618175.618290353,,,,,,,180823.56838221443
1706745600000,2024-02-01,Bridged Token Value (Dollar),,4446800.3932711845,,,,122817.91,,,6702001.459887742,,,,,,,187163.6491314702
1706832000000,2024-02-02,Bridged Token Value (Dollar),,4484618.809712567,,,,122661.56999999999,,,6821182.825877933,,,,,,,187966.16728498205
1706918400000,2024-02-03,Bridged Token Value (Dollar),,4494404.961453091,,,,122661.56999999999,,,6821182.825877933,,,,,,,187966.16728498208
1707004800000,2024-02-04,Bridged Token Value (Dollar),,4494404.961453091,,,,122661.57,,,6821182.825877933,,,,,,,187966.16728498208
1707091200000,2024-02-05,Bridged Token Value (Dollar),,4347209.955051372,,,,115845.93000000001,,,6804551.445145264,,,,,,,188394.41499889066
1707177600000,2024-02-06,Bridged Token Value (Dollar),,4322428.909274602,,,,117929.45999999999,,,6802863.896173211,,,,,,,191384.7542613281
1707264000000,2024-02-07,Bridged Token Value (Dollar),,4378137.307418954,,,,119768.82,,,6868883.620072994,,,,,,,196307.83650763935
1707350400000,2024-02-08,Bridged Token Value (Dollar),,4526574.501122451,,,,128440.82,,,6878799.68598497,,,,,,,202979.78604253943
1707436800000,2024-02-09,Bridged Token Value (Dollar),,4685317.0508644935,,,,136087.83,,,6941634.924525738,,,,,,,211005.1118788952
1707523200000,2024-02-10,Bridged Token Value (Dollar),,4721284.522827402,,,,136087.83,,,6941634.924525738,,,,,,,211005.1118788952
1707609600000,2024-02-11,Bridged Token Value (Dollar),,4721284.522827403,,,,136087.83,,,6941634.924525738,,,,,,,211005.1118788952
1707696000000,2024-02-12,Bridged Token Value (Dollar),,4773902.178750251,,,,141073.33,,,6921256.919164525,,,,,,,218670.5423811081
1707782400000,2024-02-13,Bridged Token Value (Dollar),,4680659.172373221,,,,135676.46000000002,,,6816215.673982452,,,,,,,213224.24019787108
1707868800000,2024-02-14,Bridged Token Value (Dollar),,4912899.82025104,,,,149594.5,,,6901901.908071189,,,,,,,232885.2924391073
1707955200000,2024-02-15,Bridged Token Value (Dollar),,5061610.369043564,,,,151142.39,,,6926664.383924378,,,,,,,238011.27223499367
1708041600000,2024-02-16,Bridged Token Value (Dollar),,5258611.829611938,,,,157485.4,,,6878175.6086828485,,,,,,,247176.3970186633
1708128000000,2024-02-17,Bridged Token Value (Dollar),,5308946.374649339,,,,157485.4,,,6878175.608682848,,,,,,,247176.39701866327
1708214400000,2024-02-18,Bridged Token Value (Dollar),,5308946.374649339,,,,157485.4,,,6878175.608682848,,,,,,,247176.3970186633
1708300800000,2024-02-19,Bridged Token Value (Dollar),,5308946.374649339,,,,157485.40000000002,,,6878175.6086828485,,,,,,,247176.39701866327
1708387200000,2024-02-20,Bridged Token Value (Dollar),,3030736.188754526,,,,153526.23,,,6823095.15023128,,,,,,,239995.86942660518
1708473600000,2024-02-21,Bridged Token Value (Dollar),,2918261.7996070622,,,,149206.75,,,6809814.898313359,,,,,,,232081.9810040603
1708560000000,2024-02-22,Bridged Token Value (Dollar),,2973880.72544514,,,,155747.62,,,6996624.447204529,,,,,,,241579.4495402236
1708646400000,2024-02-23,Bridged Token Value (Dollar),,2967138.622828762,,,,151450.96,,,7105412.046631732,,,,,,,238573.41826387463
1708732800000,2024-02-24,Bridged Token Value (Dollar),,2950214.413375578,,,,151450.96000000002,,,7105710.857204559,,,,,,,238573.41826387463
1708819200000,2024-02-25,Bridged Token Value (Dollar),,2950214.413375578,,,,151450.96,,,7105710.857204559,,,,,,,238573.41826387463
1708905600000,2024-02-26,Bridged Token Value (Dollar),,3180193.4147282843,,,,170677.6,,,7091811.944005742,,,,,,,255517.23698751582
1708992000000,2024-02-27,Bridged Token Value (Dollar),,3323810.758852359,,,,176655.96,,,7104160.958305174,,,,,,,258585.78862889824
1709078400000,2024-02-28,Bridged Token Value (Dollar),,3350731.5753179574,,,,181411.75,,,7081057.60269816,,,,,,,259760.81876014953
1709164800000,2024-02-29,Bridged Token Value (Dollar),,3380619.9608672047,,,,185262.52,,,7134924.546316955,,,,,,,269885.46725302556
1709251200000,2024-03-01,Bridged Token Value (Dollar),,3417172.024056074,,,,188769.59000000003,,,7226127.83579943,,,,,,,270973.85879509745
1709337600000,2024-03-02,Bridged Token Value (Dollar),,3424951.535865254,,,,188769.59,,,7226127.8357994305,,,,,,,270973.85879509745
1709424000000,2024-03-03,Bridged Token Value (Dollar),,3424951.5358652542,,,,188769.59000000003,,,7226127.83579943,,,,,,,270973.85879509745
1709510400000,2024-03-04,Bridged Token Value (Dollar),,3627073.3614279656,,,,209218.79,,,7210436.825371031,,,,,,,292091.7739953021
1709596800000,2024-03-05,Bridged Token Value (Dollar),,3590252.951145595,,,,189852.41,,,7139321.247759157,,,,,,,282220.90989225975
1709683200000,2024-03-06,Bridged Token Value (Dollar),,3736465.7991749286,,,,208440.43,,,7186118.212838337,,,,,,,304780.73499217565
1709769600000,2024-03-07,Bridged Token Value (Dollar),,3853461.5962558533,,,,239650.66,,,7284894.608571173,,,,,,,310871.9797318993
1709856000000,2024-03-08,Bridged Token Value (Dollar),,3986189.3495328636,,,,253084.74,,,7212156.090218278,,,,,,,324361.0322510617
1709942400000,2024-03-09,Bridged Token Value (Dollar),,4034521.0790638477,,,,253084.74,,,7212156.090218277,,,,,,,324361.0322510617
1710028800000,2024-03-10,Bridged Token Value (Dollar),,4034521.0790638477,,,,253084.74000000002,,,7212156.090218277,,,,,,,324361.03225106176
1710115200000,2024-03-11,Bridged Token Value (Dollar),,4010874.0156744146,,,,255422.69,,,7189060.153660734,,,,,,,321884.04020857025
1710201600000,2024-03-12,Bridged Token Value (Dollar),,4030159.1973286965,,,,262700.75,,,7295352.090252715,,,,,,,327565.364843315
1710288000000,2024-03-13,Bridged Token Value (Dollar),,3996557.5311209555,,,,268735.58,,,7264499.379380943,,,,,,,321093.47677386034
1710374400000,2024-03-14,Bridged Token Value (Dollar),,3828657.436867444,,,,254543.66,,,7239749.218824982,,,,,,,306890.1735911943
1710460800000,2024-03-15,Bridged Token Value (Dollar),,3833360.5052376213,,,,264410.31999999995,,,7173861.850833983,,,,,,,314697.02664896037
1710547200000,2024-03-16,Bridged Token Value (Dollar),,3863242.4022013308,,,,264410.32,,,7173861.850833983,,,,,,,314697.02664896037
1710633600000,2024-03-17,Bridged Token Value (Dollar),,3863242.4022013308,,,,264410.32,,,7173861.850833984,,,,,,,314697.0266489603
1710720000000,2024-03-18,Bridged Token Value (Dollar),,3844233.0025680047,,,,250564.00999999998,,,7233461.914008381,,,,,,,312667.0856764907
1710806400000,2024-03-19,Bridged Token Value (Dollar),,3754528.8915641424,,,,239891.15999999997,,,7262727.520230461,,,,,,,304407.4410506238
1710892800000,2024-03-20,Bridged Token Value (Dollar),,3956286.5966645936,,,,261071.64,,,7337531.3252706295,,,,,,,329968.6801673039
1710979200000,2024-03-21,Bridged Token Value (Dollar),,4102136.8743426558,,,,265617.81,,,7369959.850141007,,,,,,,330733.2158816555
1711065600000,2024-03-22,Bridged Token Value (Dollar),,4060202.8327814536,,,,259647.56,,,7361635.5495884055,,,,,,,332330.9044598035
1711152000000,2024-03-23,Bridged Token Value (Dollar),,4037710.1227587964,,,,259647.56,,,7361635.5495884055,,,,,,,332330.90445980354
1711238400000,2024-03-24,Bridged Token Value (Dollar),,4037710.1227587964,,,,259647.56,,,7361635.5495884055,,,,,,,332330.90445980354
1711324800000,2024-03-25,Bridged Token Value (Dollar),,4243637.62120858,,,,290944.95,,,7341305.641920596,,,,,,,355041.9400570159
1711411200000,2024-03-26,Bridged Token Value (Dollar),,4215070.054948357,,,,287649.54,,,7317727.107788828,,,,,,,341281.2945015971
1711497600000,2024-03-27,Bridged Token Value (Dollar),,4093610.667251779,,,,287240.78,,,7364698.8030652255,,,,,,,415245.6518031389
1711584000000,2024-03-28,Bridged Token Value (Dollar),,4131739.564528873,,,,287478.10000000003,,,7364437.514372041,,,,,,,422942.9185745666
1711670400000,2024-03-29,Bridged Token Value (Dollar),,4160836.174026613,,,,287478.10000000003,,,7364437.514372041,,,,,,,422942.9185745664
1711756800000,2024-03-30,Bridged Token Value (Dollar),,4160836.174026613,,,,287478.10000000003,,,7364437.514372041,,,,,,,422942.9185745666
1711843200000,2024-03-31,Bridged Token Value (Dollar),,4160836.174026613,,,,287478.10000000003,,,7364437.514372041,,,,,,,422942.9185745665
1711929600000,2024-04-01,Bridged Token Value (Dollar),,4047259.1174787343,,,,277028.15,,,7372477.142059663,,,,,,,410846.1451137099
1712016000000,2024-04-02,Bridged Token Value (Dollar),,3943485.9202274075,,,,269283.92000000004,,,7318614.949631432,,,,,,,402640.5575020082
1712102400000,2024-04-03,Bridged Token Value (Dollar),,3965512.6895933733,,,,273920.05,,,7346841.050318536,,,,,,,410407.31074383983
1712188800000,2024-04-04,Bridged Token Value (Dollar),,3962679.6109657725,,,,273473.3,,,7244101.970457029,,,,,,,407290.8013439936
1712275200000,2024-04-05,Bridged Token Value (Dollar),,3891372.5224803416,,,,258940.17,,,7334025.285649974,,,,,,,397711.1963919684
1712361600000,2024-04-06,Bridged Token Value (Dollar),,3861472.5191218564,,,,258940.17,,,7334025.285649974,,,,,,,397711.1963919684
1712448000000,2024-04-07,Bridged Token Value (Dollar),,3861472.5191218564,,,,258940.17,,,7334025.285649974,,,,,,,397711.1963919684
1712534400000,2024-04-08,Bridged Token Value (Dollar),,3996474.589285585,,,,272052.02,,,7366633.0539465565,,,,,,,419849.5850107933
1712620800000,2024-04-09,Bridged Token Value (Dollar),,3929155.108553879,,,,268964.74000000005,,,7381971.754051302,,,,,,,408679.31582180114
1712707200000,2024-04-10,Bridged Token Value (Dollar),,3945948.4836567845,,,,279391.85,,,7318430.143417349,,,,,,,413601.9099739521
1712793600000,2024-04-11,Bridged Token Value (Dollar),,4078194.5281812465,,,,286325.26000000007,,,7401418.178295927,,,,,,,428282.15955764905
1712880000000,2024-04-12,Bridged Token Value (Dollar),,3966889.6094432585,,,,272548.72,,,7283068.468036041,,,,,,,410025.1159248465
1712966400000,2024-04-13,Bridged Token Value (Dollar),,3907182.2337747607,,,,272548.72,,,7283068.468036041,,,,,,,410025.1159248465
1713052800000,2024-04-14,Bridged Token Value (Dollar),,3907182.2337747607,,,,272548.72,,,7283068.468036041,,,,,,,410025.1159248465
1713139200000,2024-04-15,Bridged Token Value (Dollar),,3706901.121798232,,,,250619.12,,,7175498.0518324915,,,,,,,308081.31078559917
1713225600000,2024-04-16,Bridged Token Value (Dollar),,3586088.827517816,,,,250215.94000000003,,,7170866.238963439,,,,,,,309815.2362058351
1713312000000,2024-04-17,Bridged Token Value (Dollar),,3523355.52359995,,,,242951.68999999997,,,7108573.22631209,,,,,,,303271.767546819
1713398400000,2024-04-18,Bridged Token Value (Dollar),,3540398.614025911,,,,245265.51,,,7081889.663795492,,,,,,,306142.6326993307
1713484800000,2024-04-19,Bridged Token Value (Dollar),,3489978.8051774595,,,,288695.31,,,6972269.7520351745,,,,,,,296190.69767375547
1713571200000,2024-04-20,Bridged Token Value (Dollar),,3465474.196147261,,,,288695.31,,,6972269.7520351745,,,,,,,296190.69767375547
1713657600000,2024-04-21,Bridged Token Value (Dollar),,3465474.196147261,,,,288695.31,,,6972269.752035175,,,,,,,296190.69767375547
1713744000000,2024-04-22,Bridged Token Value (Dollar),,3595463.254234789,,,,316726.05000000005,,,7037995.480729777,,,,,,,315858.04482248775
1713830400000,2024-04-23,Bridged Token Value (Dollar),,3747342.2624710947,,,,345720.46,,,7144073.611913402,,,,,,,326147.1794328458
1713916800000,2024-04-24,Bridged Token Value (Dollar),,3680374.868954498,,,,345464.44,,,7146231.534818368,,,,,,,316582.19801547617
1714003200000,2024-04-25,Bridged Token Value (Dollar),,3624299.0655101123,,,,345831.60000000003,,,7096340.765826968,,,,,,,317221.991716782
1714089600000,2024-04-26,Bridged Token Value (Dollar),,3738980.3296545288,,,,353203.15,,,7203248.60649099,,,,,,,330642.83408890275
1714176000000,2024-04-27,Bridged Token Value (Dollar),,3783036.4514964772,,,,353203.15,,,7203248.60649099,,,,,,,330642.83408890275
1714262400000,2024-04-28,Bridged Token Value (Dollar),,3783036.4514964772,,,,353203.15,,,7203248.60649099,,,,,,,330642.83408890275
1714348800000,2024-04-29,Bridged Token Value (Dollar),,3634578.5939759277,,,,348262.19999999995,,,7221773.0172393555,,,,,,,315261.38734593295
1714435200000,2024-04-30,Bridged Token Value (Dollar),,3443540.049388293,,,,319391.07,,,7098706.440471367,,,,,,,302641.5615027393
1714521600000,2024-05-01,Bridged Token Value (Dollar),,3436493.1369166747,,,,319235.37,,,7071636.586290796,,,,,,,308339.0667907593
1714608000000,2024-05-02,Bridged Token Value (Dollar),,3626237.1560888784,,,,339461.24000000005,,,7155376.774814257,,,,,,,329960.17196284543
1714694400000,2024-05-03,Bridged Token Value (Dollar),,3659642.1232264643,,,,345335.23000000004,,,7262323.513601205,,,,,,,326439.13525933377
1714780800000,2024-05-04,Bridged Token Value (Dollar),,3640596.8041918464,,,,345335.23,,,7262323.513601206,,,,,,,326439.1352593338
1714867200000,2024-05-05,Bridged Token Value (Dollar),,3640596.804191846,,,,345335.23000000004,,,7262323.513601205,,,,,,,326439.1352593338
1714953600000,2024-05-06,Bridged Token Value (Dollar),,3678690.6704526525,,,,352262.86,,,7349730.447366125,,,,,,,329515.0574082707
1715040000000,2024-05-07,Bridged Token Value (Dollar),,3587880.0826189364,,,,344635.64,,,7348706.293466236,,,,,,,315862.15912946407
1715126400000,2024-05-08,Bridged Token Value (Dollar),,3512555.281741107,,,,339336.30000000005,,,7366759.913169062,,,,,,,312693.0702802744
1715212800000,2024-05-09,Bridged Token Value (Dollar),,3506164.101149136,,,,340647.18000000005,,,7386187.431821814,,,,,,,311565.5051546408
1715299200000,2024-05-10,Bridged Token Value (Dollar),,3425403.3712000144,,,,328956.55,,,7403596.580274816,,,,,,,301844.58698063524
1715385600000,2024-05-11,Bridged Token Value (Dollar),,3392545.380999999,,,,328956.55,,,7403596.580274816,,,,,,,301844.5869806351
1715472000000,2024-05-12,Bridged Token Value (Dollar),,3392545.380999999,,,,328956.55000000005,,,7403596.580274816,,,,,,,301844.58698063524
1715558400000,2024-05-13,Bridged Token Value (Dollar),,3378984.3953582924,,,,334733.67999999993,,,7407067.93099953,,,,,,,302199.4265024545
1715644800000,2024-05-14,Bridged Token Value (Dollar),,3403007.618675064,,,,342865.25,,,7457983.03168212,,,,,,,308432.6417648399
1715731200000,2024-05-15,Bridged Token Value (Dollar),,3575069.956084148,,,,369260.69999999995,,,7567545.689301966,,,,,,,363207.56249277946
1715817600000,2024-05-16,Bridged Token Value (Dollar),,3452945.917768983,,,,353248.55999999994,,,7550714.050873841,,,,,,,348676.34875869803
1715904000000,2024-05-17,Bridged Token Value (Dollar),,3457277.662016529,,,,368805.57999999996,,,7556544.948107588,,,,,,,322380.3707387675
1715990400000,2024-05-18,Bridged Token Value (Dollar),,3486464.249664314,,,,368805.57999999996,,,7556544.948107587,,,,,,,322380.3707387675
1716076800000,2024-05-19,Bridged Token Value (Dollar),,3486464.249664314,,,,368805.58,,,7556544.948107587,,,,,,,322380.3707387675
1716163200000,2024-05-20,Bridged Token Value (Dollar),,3637165.554331573,,,,390125.51,,,7585151.905889016,,,,,,,342115.2534842644
1716249600000,2024-05-21,Bridged Token Value (Dollar),,3701942.1217342746,,,,387757.88,,,7597494.30890706,,,,,,,351675.5039761601
1716336000000,2024-05-22,Bridged Token Value (Dollar),,3744175.3978125583,,,,393075.2869838657,,,7580439.957681723,,,,,,,355722.35979976616
1716422400000,2024-05-23,Bridged Token Value (Dollar),,3658441.9749941407,,,,375408.85963325104,,,7544042.63311846,,,,,,,343688.7107211109
1716508800000,2024-05-24,Bridged Token Value (Dollar),,3774177.0859108986,,,,399977.06864273,,,7603924.600267312,,,,,,,364590.82058593165
1716595200000,2024-05-25,Bridged Token Value (Dollar),,3839050.0448105973,,,,399977.06864273,,,7603924.600267312,,,,,,,364590.82058593165
1716681600000,2024-05-26,Bridged Token Value (Dollar),,3839050.0448105973,,,,399977.06864273,,,7603924.600267312,,,,,,,364590.8205859316
1716768000000,2024-05-27,Bridged Token Value (Dollar),,3839050.0448105973,,,,399977.06864272995,,,7603924.600267312,,,,,,,364590.82058593165
1716854400000,2024-05-28,Bridged Token Value (Dollar),,3905976.1011263193,,,,404789.42643189314,,,7627843.157058302,,,,,,,378305.2117476547
1716940800000,2024-05-29,Bridged Token Value (Dollar),,3850726.833787674,,,,394389.8739065644,,,7580412.785074788,,,,,,,374513.1489188207
1717027200000,2024-05-30,Bridged Token Value (Dollar),,3804957.942657153,,,,387372.17724559084,,,7492033.114374366,,,,,,,373511.5388748191
1717113600000,2024-05-31,Bridged Token Value (Dollar),,3724105.823374901,,,,381367.90585454897,,,7518273.22141319,,,,,,,367717.0139686755
1717200000000,2024-06-01,Bridged Token Value (Dollar),,3693597.5513325594,,,,381367.90585454897,,,7518273.22141319,,,,,,,367717.0139686756
1717286400000,2024-06-02,Bridged Token Value (Dollar),,3693597.5513325594,,,,381367.905854549,,,7518273.22141319,,,,,,,367704.89088596683
1717372800000,2024-06-03,Bridged Token Value (Dollar),,3738522.7580318237,,,,391890.0283503731,,,7546569.059518348,,,,,,,388381.2868321735
1717459200000,2024-06-04,Bridged Token Value (Dollar),,3868574.906507144,,,,400166.5873244807,,,7582348.403390316,,,,,,,400341.39357301506
1717545600000,2024-06-05,Bridged Token Value (Dollar),,3984533.0779870325,,,,410871.01266524073,,,7709256.583775572,,,,,,,436157.8777088557
1717632000000,2024-06-06,Bridged Token Value (Dollar),,4061923.6205185624,,,,411502.78787321685,,,7711091.232943407,,,,,,,437131.83931639674
1717718400000,2024-06-07,Bridged Token Value (Dollar),,3972590.3268174836,,,,399732.82839169673,,,7699251.234452395,,,,,,,434913.95277741906
1717804800000,2024-06-08,Bridged Token Value (Dollar),,3927993.9536163877,,,,399732.82839169673,,,7699251.234452395,,,,,,,434913.95277741906
1717891200000,2024-06-09,Bridged Token Value (Dollar),,3927993.9536163877,,,,399732.82839169673,,,7699251.234452395,,,,,,,434913.9527774191
1717977600000,2024-06-10,Bridged Token Value (Dollar),,3977966.4203413553,,,,402745.0120551554,,,7731098.220760988,,,,,,,392394.1095907894
1718064000000,2024-06-11,Bridged Token Value (Dollar),,3953700.254304559,,,,396972.99484394275,,,7758726.382844091,,,,,,,395888.719247436
1718150400000,2024-06-12,Bridged Token Value (Dollar),,4037145.64650603,,,,409952.2825884602,,,7851271.1211768575,,,,,,,405831.2461509263
1718236800000,2024-06-13,Bridged Token Value (Dollar),,4010195.254437848,,,,398253.0718977514,,,7875346.801668295,,,,,,,404695.77125007095
1718323200000,2024-06-14,Bridged Token Value (Dollar),,3959707.8468581205,,,,396261.47186388297,,,7894048.024270859,,,,,,,397479.8724788044
1718409600000,2024-06-15,Bridged Token Value (Dollar),,3948893.305257428,,,,396261.4718638829,,,7894048.024270859,,,,,,,397479.8724788044
1718496000000,2024-06-16,Bridged Token Value (Dollar),,3948893.305257428,,,,396261.4718638829,,,7894048.024270859,,,,,,,397479.8724788044
1718582400000,2024-06-17,Bridged Token Value (Dollar),,3957549.8149019284,,,,400699.8568350442,,,7963449.2851863345,,,,,,,403604.58116377145
1718668800000,2024-06-18,Bridged Token Value (Dollar),,3892189.603575515,,,,391615.8556647795,,,7981248.273356966,,,,,,,386235.2788777106
1718755200000,2024-06-19,Bridged Token Value (Dollar),,3860781.9876358174,,,,391615.8556647795,,,7981248.273356966,,,,,,,386235.2788777106
1718841600000,2024-06-20,Bridged Token Value (Dollar),,3851079.274023626,,,,388882.20890347287,,,7944670.54516289,,,,,,,392848.68583340535
1718928000000,2024-06-21,Bridged Token Value (Dollar),,3762135.745127067,,,,384835.08245431836,,,7927884.490085489,,,,,,,383670.08411397267
1719014400000,2024-06-22,Bridged Token Value (Dollar),,3730332.156781185,,,,384835.08245431836,,,7927884.490085489,,,,,,,383670.0841139727
1719100800000,2024-06-23,Bridged Token Value (Dollar),,3730332.156781185,,,,384835.08245431836,,,7927884.490085489,,,,,,,383670.0841139727
1719187200000,2024-06-24,Bridged Token Value (Dollar),,3618623.8649155507,,,,366487.9804259409,,,7869549.146994235,,,,,,,373614.68200733076
1719273600000,2024-06-25,Bridged Token Value (Dollar),,3652113.818489119,,,,383809.6912756163,,,7922690.590496138,,,,,,,386565.91342013096
1719360000000,2024-06-26,Bridged Token Value (Dollar),,3628053.343251998,,,,379022.09478716186,,,7941009.565995172,,,,,,,380265.7784501572
1719446400000,2024-06-27,Bridged Token Value (Dollar),,3678512.7942861426,,,,389743.3274471533,,,7958849.471254233,,,,,,,390524.14850148564
1719532800000,2024-06-28,Bridged Token Value (Dollar),,3703358.345061102,,,,377935.8583286734,,,7928940.324336289,,,,,,,388020.9795248234
1719619200000,2024-06-29,Bridged Token Value (Dollar),,3697378.4648770876,,,,377935.85832867335,,,7928940.32433629,,,,,,,388020.9795248234
1719705600000,2024-06-30,Bridged Token Value (Dollar),,3697378.4648770876,,,,377935.85832867335,,,7928940.324336289,,,,,,,388020.9795248234
1719792000000,2024-07-01,Bridged Token Value (Dollar),,3982703.523567483,,,,387618.59141695674,,,7970137.754180628,,,,,,,401250.7890686957
1719878400000,2024-07-02,Bridged Token Value (Dollar),,3969934.601496834,,,,386069.3955920204,,,8025015.771998668,,,,,,,399929.78869330743
1719964800000,2024-07-03,Bridged Token Value (Dollar),,3941020.3215272212,,,,387785.9448602781,,,8082043.687332992,,,,,,,400694.3565356513
1720051200000,2024-07-04,Bridged Token Value (Dollar),,3941467.0469847545,,,,387785.94486027805,,,8082043.687332992,,,,,,,400694.3565356513
1720137600000,2024-07-05,Bridged Token Value (Dollar),,3937845.0294173677,,,,388215.60114766494,,,8147608.062740011,,,,,,,402697.6086809687
1720224000000,2024-07-06,Bridged Token Value (Dollar),,3929587.9157224605,,,,388215.60114766494,,,8147608.062740011,,,,,,,402697.6086809687
1720310400000,2024-07-07,Bridged Token Value (Dollar),,3929587.915722461,,,,388215.6011476649,,,8147608.062740011,,,,,,,402697.6086809687
1720396800000,2024-07-08,Bridged Token Value (Dollar),,3900871.2070833957,,,,390190.04192974855,,,8157968.6460600495,,,,,,,308921.20359736565
1720483200000,2024-07-09,Bridged Token Value (Dollar),,3890704.8063240694,,,,393831.0887633863,,,8163321.904597776,,,,,,,316918.27214821527
1720569600000,2024-07-10,Bridged Token Value (Dollar),,3895186.387724164,,,,395623.4726108073,,,8245712.5899555925,,,,,,,326334.18828917126
1720656000000,2024-07-11,Bridged Token Value (Dollar),,3852715.8559765895,,,,387626.6854321312,,,8121954.180390349,,,,,,,321004.93055892724
1720742400000,2024-07-12,Bridged Token Value (Dollar),,3866576.6386794196,,,,395924.4287863584,,,8196863.79616401,,,,,,,325525.16884468636
1720828800000,2024-07-13,Bridged Token Value (Dollar),,3881452.183268691,,,,395924.42878635833,,,8196863.79616401,,,,,,,325508.1645915391
1720915200000,2024-07-14,Bridged Token Value (Dollar),,3881452.183268691,,,,395924.4287863584,,,8196863.79616401,,,,,,,325508.1645915391
1721001600000,2024-07-15,Bridged Token Value (Dollar),,4089423.711663255,,,,427843.25799832237,,,8217635.196842287,,,,,,,328969.1843190421
1721088000000,2024-07-16,Bridged Token Value (Dollar),,4251794.127327089,,,,437331.1442756237,,,8239615.3096560575,,,,,,,226154.54263737978
1721174400000,2024-07-17,Bridged Token Value (Dollar),,4247436.070613934,,,,426759.1608646418,,,8057967.4607111355,,,,,,,219404.74761820713
1721260800000,2024-07-18,Bridged Token Value (Dollar),,4083866.8974743756,,,,414923.07402444544,,,8008422.696714545,,,,,,,219282.07276192834
1721347200000,2024-07-19,Bridged Token Value (Dollar),,4232011.705448521,,,,440881.95699043194,,,7940686.061641699,,,,,,,215051.65374754404
1721433600000,2024-07-20,Bridged Token Value (Dollar),,4311375.945912692,,,,440881.95699043194,,,7940686.061641699,,,,,,,215051.65374754407
1721520000000,2024-07-21,Bridged Token Value (Dollar),,4311375.945912692,,,,440881.95699043194,,,7940686.061641699,,,,,,,215051.6537475441
1721606400000,2024-07-22,Bridged Token Value (Dollar),,4293864.967803469,,,,451234.1330632839,,,8054617.7669471335,,,,,,,222448.12186243822
1721692800000,2024-07-23,Bridged Token Value (Dollar),,4335774.480337141,,,,439319.36357589724,,,8046508.645171846,,,,,,,220392.58139564167
1721779200000,2024-07-24,Bridged Token Value (Dollar),,4171818.40895937,,,,417101.11914243054,,,7804474.496945443,,,,,,,211419.870250863
1721865600000,2024-07-25,Bridged Token Value (Dollar),,4004703.869993513,,,,403449.4522886816,,,7759957.415338467,,,,,,,213284.90054291493
1721952000000,2024-07-26,Bridged Token Value (Dollar),,4058248.778078858,,,,421649.1128915424,,,7848268.762375365,,,,,,,218913.8129726257
1722038400000,2024-07-27,Bridged Token Value (Dollar),,4098374.756054694,,,,421649.11289154243,,,7848268.762375366,,,,,,,218913.8129726257
1722124800000,2024-07-28,Bridged Token Value (Dollar),,4098374.7560546943,,,,421649.11289154243,,,7848268.762375365,,,,,,,218913.81297262575
1722211200000,2024-07-29,Bridged Token Value (Dollar),,4021572.5552801494,,,,413398.56448001356,,,7852308.147523582,,,,,,,220553.6375434081
1722297600000,2024-07-30,Bridged Token Value (Dollar),,3903454.0986659555,,,,397395.83848694793,,,7780838.92903755,,,,,,,218741.8256141888
1722384000000,2024-07-31,Bridged Token Value (Dollar),,3882413.888415542,,,,403118.63522687095,,,7962617.712966072,,,,,,,225189.27200584047
1722470400000,2024-08-01,Bridged Token Value (Dollar),,3779920.3374840617,,,,381366.9942835663,,,7821306.084044363,,,,,,,227831.13367463255
1722556800000,2024-08-02,Bridged Token Value (Dollar),,3634540.0887412606,,,,359552.16253754596,,,7642851.532170156,,,,,,,221139.7831095882
1722643200000,2024-08-03,Bridged Token Value (Dollar),,3604240.426729949,,,,359552.162537546,,,7642851.532170156,,,,,,,221139.7831095882
1722729600000,2024-08-04,Bridged Token Value (Dollar),,3604240.426729949,,,,359552.16253754596,,,7642851.532170156,,,,,,,221090.73166401443
1722816000000,2024-08-05,Bridged Token Value (Dollar),,3446822.498605884,,,,1182284.1323667604,,,7414647.440061284,,,,,,,218090.708860379
1722902400000,2024-08-06,Bridged Token Value (Dollar),,3462857.8937174175,,,,1229060.5100177939,,,7500899.060811887,,,,,,,232771.64669903246
1722988800000,2024-08-07,Bridged Token Value (Dollar),,3326894.0604925635,,,,1128063.7282875802,,,7430761.878774907,,,,,,,232779.53167656178
1723075200000,2024-08-08,Bridged Token Value (Dollar),,3407085.2313521574,,,,341575.501829237,,,7635993.057553658,,,,,,,239040.08533415952
1723161600000,2024-08-09,Bridged Token Value (Dollar),,3488875.17698754,,,,343214.14021741797,,,7677018.83064134,,,,,,,233995.1248276688
1723248000000,2024-08-10,Bridged Token Value (Dollar),,3502340.6803128743,,,,343214.14021741797,,,7677018.83064134,,,,,,,233995.12482766886
1723334400000,2024-08-11,Bridged Token Value (Dollar),,3502340.6803128743,,,,343214.14021741797,,,7677018.83064134,,,,,,,233576.16737611883
1723420800000,2024-08-12,Bridged Token Value (Dollar),,3469400.8834536215,,,,337370.0522378194,,,7685088.673381378,,,,,,,238001.6860437344
1723507200000,2024-08-13,Bridged Token Value (Dollar),,3522953.781081635,,,,349386.3206876399,,,7845206.265223127,,,,,,,246454.8774260603
