month,assetType,volumeByAssetType,platformFeesByAssetType,totalVolumeInBillions,totalFeesInMillions,last30DayVolumeInBillions,last30DayRevenueInMillions,last30DayVolumeTokenTradingInMillions
2020-05-01 00:00:00.000 UTC,NFT Marketplace,811123.2000460705,14913.664378413674,48.914150242365714,1014.6418520000319,0.0008111232000460705,0.014913664378413674,0
2020-04-01 00:00:00.000 UTC,NFT Marketplace,765331.4369296929,13828.196995819811,48.914150242365714,1014.6418520000319,0.0007653314369296929,0.013828196995819811,0
2020-03-01 00:00:00.000 UTC,NFT Marketplace,661470.8451804577,12254.879991390972,48.914150242365714,1014.6418520000319,0.0015221889817329725,0.02746588972823435,0
2020-02-01 00:00:00.000 UTC,NFT Marketplace,860718.1365525146,15211.009736843384,48.914150242365714,1014.6418520000319,0.0008607181365525146,0.015211009736843384,0
2020-01-01 00:00:00.000 UTC,NFT Marketplace,680766.9823818256,10812.899784306015,48.914150242365714,1014.6418520000319,0.0006807669823818256,0.010812899784306015,0
2019-12-01 00:00:00.000 UTC,NFT Marketplace,681542.481218628,11545.43775119538,48.914150242365714,1014.6418520000319,0.000681542481218628,0.01154543775119538,0
2019-11-01 00:00:00.000 UTC,NFT Marketplace,731630.9578595747,7884.591740859769,48.914150242365714,1014.6418520000319,0.0007316309578595747,0.00788459174085977,0
2019-10-01 00:00:00.000 UTC,NFT Marketplace,1718406.0902191119,12393.629711907537,48.914150242365714,1014.6418520000319,0.001718406090219112,0.012393629711907538,0
2019-09-01 00:00:00.000 UTC,NFT Marketplace,480204.0701388184,4177.029194697618,48.914150242365714,1014.6418520000319,0.0004802040701388184,0.004177029194697618,0
2019-08-01 00:00:00.000 UTC,NFT Marketplace,389133.27939297585,3756.458701258426,48.914150242365714,1014.6418520000319,0.0003891332793929758,0.003756458701258426,0
2019-07-01 00:00:00.000 UTC,NFT Marketplace,389062.0391858701,5198.901250726125,48.914150242365714,1014.6418520000319,0.00038906203918587007,0.005198901250726125,0
2019-06-01 00:00:00.000 UTC,NFT Marketplace,345522.7088646447,5300.668694435755,48.914150242365714,1014.6418520000319,0.0003455227088646447,0.005300668694435755,0
2019-05-01 00:00:00.000 UTC,NFT Marketplace,600365.8846252954,10174.317346191334,48.914150242365714,1014.6418520000319,0.0006003658846252954,0.010174317346191335,0
2019-04-01 00:00:00.000 UTC,NFT Marketplace,587552.7375681497,10393.58783842731,48.914150242365714,1014.6418520000319,0.0005875527375681497,0.01039358783842731,0
2019-03-01 00:00:00.000 UTC,NFT Marketplace,499754.08964480547,8378.394635973877,48.914150242365714,1014.6418520000319,0.0007894586015274185,0.013594280418107431,0
2019-02-01 00:00:00.000 UTC,NFT Marketplace,289704.51188261295,5215.885782133554,48.914150242365714,1014.6418520000319,0.00028970451188261296,0.005215885782133554,0
2019-01-01 00:00:00.000 UTC,NFT Marketplace,258563.05457887272,5671.45573335186,48.914150242365714,1014.6418520000319,0.00025856305457887274,0.00567145573335186,0
2018-12-01 00:00:00.000 UTC,NFT Marketplace,79334.31202323685,1948.3753339939537,48.914150242365714,1014.6418520000319,0.00007933431202323685,0.0019483753339939538,0
2018-11-01 00:00:00.000 UTC,NFT Marketplace,53767.565207198415,1340.6010179014531,48.914150242365714,1014.6418520000319,0.000053767565207198415,0.0013406010179014532,0
2018-10-01 00:00:00.000 UTC,NFT Marketplace,33512.5277986925,823.5191582173095,48.914150242365714,1014.6418520000319,0.0000335125277986925,0.0008235191582173095,0
2018-09-01 00:00:00.000 UTC,NFT Marketplace,25367.55788806492,623.9476579141532,48.914150242365714,1014.6418520000319,0.00002536755788806492,0.0006239476579141532,0
2018-08-01 00:00:00.000 UTC,NFT Marketplace,3010.893107085336,47.01133025847101,48.914150242365714,1014.6418520000319,0.000003010893107085336,0.00004701133025847101,0
2018-07-01 00:00:00.000 UTC,NFT Marketplace,10.700569999999999,0,48.914150242365714,1014.6418520000319,1.070057e-8,0,0
