date,note,xyz,runner,runner_name,ns,rest
2026-03-31,Q1 close,0.9077969245353028,0.0696253120841666,cash,6,0.022577763380530594
2026-04-01,Q2 open,0.9284775915868646,0.050937237778368,cash,7,0.020585170634767398
2026-06-17,"Before any
wind-down",0.979091701719364,0.0174356105762411,cash,7,0.0034726877043949056
2026-06-22,"After km, Ventuals
and Felix wound down",0.9720340485074588,0.0272488340396935,cash,4,0.0007171174528477174
2026-06-30,"Q2 close, Dreamcash
still settling",0.9947740067891556,0.0034109771698687,cash,4,0.0018150160409756816
