hour_ts_utc,Trade[XYZ],Binance,OKX,Aster,Lighter,Ventuals
2026-06-09 03:00:00+00:00,158.16552701100224,170.09853929656225,159.97823103341779,169.88999999999996,,154.4458206229263
2026-06-09 04:00:00+00:00,158.1327821231572,170.05833164823156,159.65869603216044,169.62,,
2026-06-09 05:00:00+00:00,158.64770023006471,170.6358334790866,159.9093611354146,170.37,,154.90825688073394
2026-06-09 06:00:00+00:00,159.24727796562888,171.22134167204734,159.5445216594305,170.63999999999996,,153.87497294490643
2026-06-09 07:00:00+00:00,155.97294337240766,169.21341498706215,156.3847942939464,169.10867075429525,,151.70964336544242
2026-06-09 08:00:00+00:00,156.32633902818463,170.00346720275752,156.81202068895055,169.9083309861545,,149.49378484090866
2026-06-09 09:00:00+00:00,155.28271132576614,169.63873217075542,155.724039737664,169.6241646212816,,148.57763724981606
2026-06-09 10:00:00+00:00,154.44224569137856,169.35073074319422,155.23862746298852,169.27496647673084,,149.16284403669724
2026-06-09 11:00:00+00:00,155.19310754075116,169.972360898702,155.69209673356653,170.6079210500899,,149.09021406727828
2026-06-09 12:00:00+00:00,159.3598059200374,173.97205579089913,159.1551126427839,173.9996936685558,158.1930325525647,151.63608562691132
2026-06-09 13:00:00+00:00,159.08206914821915,173.72745707030714,159.22111553717514,173.7160711657089,158.0430634901674,151.8730886850153
2026-06-09 14:00:00+00:00,156.23659823896855,170.40319315305436,156.36265524078814,170.48615375587244,155.29822281815808,151.1464776128043
2026-06-09 15:00:00+00:00,156.5154429575676,170.50888844225057,156.39316350578926,170.72223921142648,155.2255368623736,152.22489129902672
2026-06-09 16:00:00+00:00,154.62100807890607,168.63577871534977,154.51186260506609,168.5956835178596,153.5044938636865,152.3540553024983
2026-06-09 17:00:00+00:00,155.21524783773765,169.2079104427128,155.29898717117578,169.22030697096432,154.90825688073392,153.0012330980038
2026-06-09 18:00:00+00:00,156.30799734348685,170.16611094939333,156.27355861983614,169.9086447951467,156.6683964395033,157.22999932503507
2026-06-09 19:00:00+00:00,157.42721138325635,171.60838979543718,157.48429148004544,171.5500046660834,156.67113214172525,158.31836840012448
2026-06-09 20:00:00+00:00,157.8055462926814,171.91671472733233,157.76293007745363,171.985,156.9189602446483,158.81724188162934
2026-06-09 21:00:00+00:00,157.25350125068803,171.08717614519657,157.16392281027265,171.44034081419395,155.55810397553518,157.2782874617737
2026-06-09 22:00:00+00:00,156.42990081060168,170.16342968934427,156.4129726980335,170.1850177747745,155.91743119266056,155.5586141736266
2026-06-09 23:00:00+00:00,155.81904644893513,170.10819048739316,156.06543455297316,169.98999999999998,154.82535184262514,155.3276366163099
2026-06-10 00:00:00+00:00,155.58268875611134,170.24223718945711,156.01360664546775,169.86511603023783,155.02497228909334,154.9184511475561
2026-06-10 01:00:00+00:00,156.1866342253851,170.94243166903254,156.78258653148578,171.00942041373716,155.81804281345563,154.24694189602445
2026-06-10 02:00:00+00:00,155.81729310908537,170.68027961929482,156.35915261921832,170.45,155.1394595353029,153.19571865443424
2026-06-10 03:00:00+00:00,155.79616462664464,170.6161120083109,156.34956468350163,170.53123419287624,155.73236968131727,152.68525604273077
2026-06-10 04:00:00+00:00,156.06472496000345,171.52790245111,156.81787826896522,171.36895398701807,156.43730886850153,153.96297137207256
2026-06-10 05:00:00+00:00,157.28092163072512,172.6822643431779,157.81134992025943,172.40999999999997,156.881297789568,153.98318042813455
2026-06-10 06:00:00+00:00,157.76387178264304,173.25937004478095,158.31434180942955,173.21393164064008,157.79705434162514,154.00611620795107
2026-06-10 07:00:00+00:00,158.16994155752923,173.4479852051815,158.5713854180896,173.33665726730942,158.14009551505916,153.81498470948011
2026-06-10 08:00:00+00:00,157.6815851784412,173.7122430759664,158.26653591726898,174.21422208364058,157.8516819571865,153.4556574923547
2026-06-10 09:00:00+00:00,159.6128085933218,160.37220057885526,159.83227753942418,160.5,147.37861200473253,153.1393916215245
2026-06-10 10:00:00+00:00,162.34458936212974,162.061764184305,162.74400949839344,162.08500015424005,162.0795107033639,157.4165052809653
2026-06-10 11:00:00+00:00,163.22356442050668,163.09187401890705,163.72424317555522,163.32381845299267,162.94351788018062,157.73145295846342
2026-06-10 12:00:00+00:00,161.05704650253574,160.80588856198284,161.22828017693516,160.6929411995335,160.63660538696945,155.51987767584097
2026-06-10 13:00:00+00:00,161.99636639671516,161.59260429282227,162.04938320191675,161.71084750559172,162.2553516819572,156.42831876697824
2026-06-10 14:00:00+00:00,162.49029709459677,162.15457162059676,162.6280910280574,162.44002978237944,163.31804281345563,157.74467709377788
2026-06-10 15:00:00+00:00,164.67986490261217,164.2710403759757,164.88451805460204,164.22146430619716,164.58591976392057,159.73972024933033
2026-06-10 16:00:00+00:00,163.942886869198,163.52380065294997,164.15051912536842,163.4856285133037,164.7747793578628,160.43960244648315
2026-06-10 17:00:00+00:00,162.9396892053336,162.62774325078283,163.2141817322577,162.64720655902283,163.52446483180427,160.61113730262383
2026-06-10 18:00:00+00:00,163.58064050034056,163.0621483771188,163.6589571558821,163.16800243482763,164.15902140672782,160.4051987767584
